,2021-12-31,金地集团(600383)：险资减持压力大量释放 减持股份,广发证券
2963,2020-08-27,地产股收盘 | 沪指收涨0.61% 上实发展、荣安地产涨停,中国网
2964,2020-08-27,地产板块下滑，保利地产、万科A、招商蛇口、绿地控股、新城控股、金地集团普跌,Wind
2965,2020-08-27,杠杆资金大手笔加仓22股,证券时报网
2966,2020-08-27,融资客青睐9股，科达制造买入占比高达38.14%,Wind
2967,2020-08-27,川财证券--房地产行业周报：长三角住房公积金一体化战略达成,金融界
2968,2020-08-26,融资客行为备受市场关注 投资者寄望能从中捕捉到投资机会,中投网
2969,2020-08-26,58同城、安居客打造的“全民挑房节”将于8月28日开启,电商报
2970,2020-08-26,房地产行业日报：疫情减退 房地产基本面趋势转好,新浪
2971,2020-08-26,融资客看好14股买入占成交超三成,证券时报网
2972,2020-08-26,58同城、安居客千套特价房等你挑，联合上百家品牌房企开启全民挑房节,乐居财经
2973,2020-08-26,58同城、安居客2020全民挑房节即将盛大来袭 直播带货打破常规玩法,中国经济网
2974,2020-08-26,融资监管细化地产债不跌反涨 高杠杆房企引发市场极大关注,Wind
2975,2020-08-25,地产股收盘丨沪指收跌0.36% 世茂股份涨停,中国网
2976,2020-08-25,上市房企业绩完成率近五成后市如何“抢收”成关键,中国建设报
2977,2020-08-25,平安证券--地产行业周报：房地产金融审慎管理 兼论物管行业收并购,金融界
2978,2020-08-25,16家房企净负债率超100%融资收紧后哪些房企更受伤? 偿债能力下降,中新经纬
2979,2020-08-25,深圳地产四十年：拓荒牛与风向标,时代周报
2980,2020-08-24,一个月两次座谈会 融资收紧后哪些房企将受伤？,中新经纬
2981,2020-08-24,房地产周报：LPR连续五月持平 房企座谈会商议融资新规,新浪
2982,2020-08-24,房地产行业例评：创业板新规落地 市场风格或更为均衡,西南证券
2983,2020-08-24,近日我司公司债券推介,中信建投固定收益部
2984,2020-08-24,重磅：2020年度中国地产风尚大奖正式揭晓,金融界
2985,2020-08-23,[兴证地产]新房二手房周报：本周成交同比继续保持增长,YCMProperty
2986,2020-08-23,【开源地产|公司点评】金地商置：业绩靓眼，销售可观，土储规模稳步上升,小齐论地产
2987,2020-08-23,【天风地产|周观点】关注偿债优质企业，销售持续改善、因城施策松紧互现,天诚地产会
2988,2020-08-23,【华创轻工】公牛集团（603195）2020年中报点评：Q2经营改善，持续推进产品创新与渠道协同,风轻龙跃
2989,2020-08-22,“插座一哥”公牛还能不能牛？净利下滑24％，创始人阮氏兄弟身家跌出千亿 盈利能力下降,腾讯网
2990,2020-08-22,涪陵榨菜股价本周上涨近两成,大众证券报
2991,2020-08-21,【华创地产袁豪团队】房地产周报：约谈旨在化解而非促发风险，有保有压下土地竞争格局或改善,地产豪声音
2992,2020-08-21,华樾北京“限竞房”ABS成功发行 融资8.5亿元,中金在线
2993,2020-08-21,首开、金地合资公司成功发行首单“限竞房”ABS 融资8.5亿元,中国网
2994,2020-08-21,公牛集团B端业务大突破 第二季营收环比劲增97.78%,产业经济新闻网
2995,2020-08-21,房企数万亿债务风险受关注，“三道红线”风声紧,第一财经
2996,2020-08-20,【开源地产|行业点评】销售不悲观，业绩增速下滑，杠杆回落是确定性趋势 盈利能力下降,小齐论地产
2997,2020-08-20,房地产行业日报：南京发布土地出让公告引导地价回归理性,新浪
2998,2020-08-20,金地集团规模扩张：使用“马甲”公司围标被罚 项目维权多发向购房者赔钱,中国网
2999,2020-08-20,金地集团大举规模扩张 多地项目被曝虚假宣传 欺诈造假,中国网
3000,2020-08-20,朝阳通州合办招商引资大会,北青网
3001,2020-08-19,公牛集团发布上市后首份中报 第二季度业绩实现较快恢复,证券日报
3002,2020-08-19,欧瑞博中标远洋地产首批智能化精装项目，系唯一智能家居品类供应商,凤凰网
3003,2020-08-19,川财证券--房地产行业日报：房贷利率或将持续维持稳定,金融界
3004,2020-08-19,公牛集团(603195)半年报点评：业绩符合预期 公司具备长期成长性,新浪
3005,2020-08-18,“插座一哥”不行了？公牛净利下滑24％，曾豪气分红22亿 盈利能力下降,搜狐
3006,2020-08-18,公牛集团||Q2业绩环比改善，看好扩品类、工程渠道双轮驱动,吕明可选消费研究
3007,2020-08-18,公牛集团(603195)：20H1业绩超预期 产品渠道优势不断夯实,新浪
3008,2020-08-18,地产行业月报：楼市延续改善 地产配置价值凸显,新浪
3009,2020-08-18,公牛集团经营现金流下滑23%，铜价大涨或引发成本上升,第一财经
3010,2020-08-18,地产行业动态跟踪报告：地产四季度上涨效应是否仍在？维持“强于大市”评级,平安证券
3011,2020-08-18,财富证券--房地产行业：7月投资增速突出 竣工修复延迟,金融界
3012,2020-08-18,A股收评：沪指再度上扬0.36%，三傻行业集体回调,格隆汇
3013,2020-08-18,地产股收盘 | 沪指涨0.36% 世联行涨5.57%,中国网
3014,2020-08-18,A股8月18日房企股跌幅榜：保利地产跌2.58%位居首位,乐居财经
3015,2020-08-18,川财证券--房地产行业日报：土地市场热度回落 优质地块更受欢迎,金融界
3016,2020-08-18,8月18日午盘主力巨资抢筹四大板块(附股),金融界
3017,2020-08-18,A股8月18日房企股午盘：中南建设跌2.39%,乐居财经
3018,2020-08-18,东海证券--房地产行业周报,金融界
3019,2020-08-18,克而瑞证券--房地产1-7月统计局数据点评：房地产主要指标持续向好 市场进入平稳修复期,金融界
3020,2020-08-18,远洋集团的盈利困境：半年目标完成仅三成 毛利率上升至23%,金融界
3021,2020-08-18,中信证券：房地产行业运行稳定 估值具吸引力,证券时报网
3022,2020-08-18,8月18日券商晨会研报汇编,证券日报
3023,2020-08-18,【朝闻国盛0818】DCEP研发持续推进，波卡将开启万链互联时代,国盛证券研究所
3024,2020-08-18,【东北房地产王小勇】1-7月房地产数据点评：7月销售增速创近两年新高，到位资金累计增速转正,东北证券研究所
3025,2020-08-17,房地产开发行业周报：行情涨幅居各板块之首 贝壳上市估值近400亿美金,新浪
3026,2020-08-17,近日我司公司债券推介,中信建投固定收益部
3027,2020-08-17,广发证券--房地产行业跟踪分析：需求端持续走强 房地价走势平稳,金融界
3028,2020-08-17,-1.35%！它是唯一员工均薪负增长行业，但求职竞争仍然激烈,投资时报
3029,2020-08-17,房地产行业例评：市场平衡风格确立 地产关注度提升,西南证券
3030,2020-08-17,财富证券--房地产行业：淡季不淡 行业韧性依旧,金融界
3031,2020-08-17,西南证券：市场平衡风格确立 建议加配地产股关注三条投资主线,证券时报网
3032,2020-08-17,华安证券：销售持续向好，7 月开工、投资增幅提升,乐居财经
3033,2020-08-17,贝壳的超420亿美元市值,乐居财经
3034,2020-08-17,A股8月17日房企股午盘：中体产业涨10.03%,乐居财经
3035,2020-08-17,川财证券--房地产行业周报：前7月房地产开发投资 销售数据持续好转,金融界
3036,2020-08-17,房地产行业研究：房价缓慢上涨 土地市场略有降温,国金证券股份有限公司
3037,2020-08-17,房地产行业7月统计局数据点评：行业短期高景气 优质房企黄金时代,新浪
3038,2020-08-17,平安证券--地产行业动态跟踪报告：投资销售持续靓丽 到位资金增速转正,金融界
3039,2020-08-16,【招商证券·房地产】低估值策略之上交易复苏仍有效，驱逐劣币甄选真龙头的时代已开始—房地产行业最新观点及1-7月数据深度解读,降噪房地产
3040,2020-08-16,景气度维持高位，投融资保持活跃,华泰证券
3041,2020-08-16,【华创地产袁豪团队】房地产7月月报：基本面持续超预期，大偏见蕴藏大空间,地产豪声音
3042,2020-08-16,【华创地产袁豪团队】房地产周报：基本面利好在累积，大偏见蕴藏大空间,地产豪声音
3043,2020-08-16,【招商证券·房地产】驱逐劣币的大时代开始，配置房地产真龙头及产业链企业——房地产行业最新观点,降噪房地产
3044,2020-08-16,中国人寿强势涨停护盘这些低估值板块悄然启动,时代周报
3045,2020-08-16,年内部分爆款基金规模缩水明显 明星经理频频现身机构调研名单 规模大幅缩水,红周刊
3046,2020-08-16,房地产行业-1~7月统计局房地产数据点评：销售改善延续 投资增幅扩大,新浪
3047,2020-08-16,房地产行业周报(第三十三周),新浪
3048,2020-08-15,中信证券：经济复苏背景下，布局三条主线（附股）,中信证券
3049,2020-08-15,一周研读｜经济复苏背景下，布局三条主线,中信证券研究
3050,2020-08-15,“大湾区地产行动力与新动力”专题研讨会举行 聚焦后疫情时代房企破局之路,金融界
3051,2020-08-15,智能家居品类供应商欧瑞博中标远洋地产智能化精装项目,中新网
3052,2020-08-15,房地产增长变奏曲：从规模导向到安全逻辑,21世纪经济报道
3053,2020-08-15,楼市下半场： 政策与房价趋稳 房企探索规模效益平衡术,21世纪经济报道
3054,2020-08-14,沪指3300点拉锯战，注意！这三个板块周线悄然三连涨,中证报
3055,2020-08-14,房地产行业2020年7月运行数据点评：产业链景气超预期 后半年增速或转平稳,新浪
3056,2020-08-14,投资者急赎回 长安基金混合型产品业绩垫底,中国经营网
3057,2020-08-14,A股收评：三大指数探底回升涨超1%，白酒、军工股集体强势,格隆汇
3058,2020-08-14,国盛证券--房地产开发行业周报：央行坚持房住不炒 52城成交同增16.5%,金融界
3059,2020-08-14,国盛证券--房地产开发2020年中期策略：看好基本面持续超预期带来的超额收益,金融界
3060,2020-08-14,A股8月14日房企股午盘：宋都股份涨6.40%,乐居财经
3061,2020-08-14,金地集团田彬：优秀的房企都有自己的特色,金融界
3062,2020-08-13,中交地产(000736.SZ)拟等比例调用苏州华运富余资金1.02亿元,格隆汇
3063,2020-08-13,光大证券：契税立法税率未变，强化地方差别调控,乐居财经
3064,2020-08-13,地产股收盘 | 沪指收涨0.04% 格力地产、美好置业涨超7%,中金在线
3065,2020-08-12,睿星资本携高价项目入局，外商搅动机构租赁市场,第一财经
3066,2020-08-12,金地集团完成20亿中期票据发行 用于偿还到期债务,中国网
3067,2020-08-12,博鳌·镁刻| 地产行业分化趋势延续 房住不炒再被强化,每日经济新闻
3068,2020-08-12,金地集团：成功发行20亿元中期票据 票面利率3.83%,中国网
3069,2020-08-12,中国短期融资券及中期票据信用分析周报,新浪
3070,2020-08-12,金地集团：发行20亿元中期票据 利率3.83%,乐居财经
3071,2020-08-12,博鳌快讯 | 蔡戈鸣：行业逐渐进入开发能力的红利期,观点地产网
3072,2020-08-12,金地蔡戈鸣：投资和开发分离渐成趋势 代建愈发得到认可,中国网
3073,2020-08-12,博鳌·现场丨房企眼中的“多元化的光亮”,和讯
3074,2020-08-12,金地郝一斌：疫情验证了“房住不炒”的决心,新浪
3075,2020-08-12,金地郝一斌：房地产行业三大分化推动房企更高效运营,中国网
3076,2020-08-12,博鳌快讯 | 郝一斌：行业是周期性的 每几年就会有焦虑,观点地产网
3077,2020-08-12,博鳌快讯 | 郝一斌：分化导致行业难度增大 不会有高利润,观点地产网
3078,2020-08-12,博鳌·现场丨如何看待房地产行业的跨越发展？多家房企给出答案,和讯
3079,2020-08-12,金地郝一斌：疫情后高密度物业及办公将受到一定冲击,乐居财经
3080,2020-08-12,金地郝一斌：疫情对产品提出了新要求,中国网
3081,2020-08-12,博鳌快讯 | 郝一斌 ：需求分化、房住不炒是两个明确的趋势,观点地产网
3082,2020-08-12,金地集团“陷”维权风波，何时才能重回“前十”？,搜狐
3083,2020-08-12,A股8月12日房企股午盘：海航基础涨2.49%,乐居财经
3084,2020-08-12,金地威新荣膺全国产城发展运营商Top10，彰显品牌实力,乐居财经
3085,2020-08-12,快讯：房地产板块逆市上涨 机构称配置价值较高,证券日报
3086,2020-08-12,你抢到手的房子，可能是个大麻烦！,和讯
3087,2020-08-12,中信证券：地产开发和产业链会继续冰火两重天吗？,Wind
3088,2020-08-12,地产｜地产开发和产业链会继续冰火两重天吗？,中信证券研究
3089,2020-08-11,房地产2020年8月投资策略：持续关注“估值+业绩”共振行情,新浪
3090,2020-08-11,透市|上市房企前7月业绩完成率近五成 下半年已进入抢收期,中国网
3091,2020-08-11,A股冲高回落券商尾盘跳水创指跌1.7%沪指挑战3400无功而返,财华社
3092,2020-08-11,地产股收盘 | A股三大股指收跌均逾1% 格力地产逆势涨超4.7% 广宇发展跌超8%,中国网
3093,2020-08-11,A股8月11日房企股涨幅榜：*ST银亿涨4.84%位居首位,乐居财经
3094,2020-08-11,地产股午后拉升 万业企业涨停,e公司
3095,2020-08-11,金地张晋元：房地产下半场，要平衡规模、利润与风险,21世纪经济报道
3096,2020-08-11,2020年7月金地集团销售简报：销售额同比增长79.8%（附图表）,中商情报网
3097,2020-08-11,金地集团董事长凌克：房地产行业拐点已至 开始城市分化,大众证券报
3098,2020-08-11,不惧险资减持 暴涨9%！近500亿百年老店玩跨界 枸杞拿铁“真香”？,中国基金报
3099,2020-08-11,房地产行业日报：房企掀起注册潮 一线城市成为首选,新浪
3100,2020-08-11,【东北晨会0811】流动性周度观察/7月贸易数据点评/房地产行业周报/通威股份、利尔化学、天山股份、广田集团、浙数文化,东北证券研究所
3101,2020-08-10,关键时刻，大佬们开了场会议，说了点楼市秘密！,和讯
3102,2020-08-10,房地产行业周报：新房成交同比改善 土地市场热度依存,华安证券
3103,2020-08-10,房地产行业周报：房住不炒基调持续发力 “填坑”过程接近尾声,新浪
3104,2020-08-10,房地产周报：多部委出台公募REITS实施细则 央行发布二季度货币报告,新浪
3105,2020-08-10,金地集团大涨5.21%，净流入1.07亿元,中新经纬
3106,2020-08-10,地产股收盘 | 沪指收涨0.75% 海航投资涨停,中国网
3107,2020-08-10,近日我司公司债券推介,中信建投固定收益部
3108,2020-08-10,房地产行业周报：底线思维与空间思维的双重演绎,新浪
3109,2020-08-10,川财证券--房地产行业周报：房企多方面改革 寻求业绩新增长点,金融界
3110,2020-08-10,A股8月10日房企股午盘：中体产业涨7.73%,乐居财经
3111,2020-08-10,快讯：房地产板块整体涨幅超1% 机构建议四主线精选公司,证券日报
3112,2020-08-10,76股获券商买入评级，奇安信-U目标涨幅达62.55%,Wind
3113,2020-08-10,房地产行业-2020年第32周地产周报：销售韧性依旧 基础设施REITS指引发布,新浪
3114,2020-08-09,【天风证券|周观点】房贷利率稳中趋降，因城施策以稳为主，关注高盈利质量房企,天诚地产会
3115,2020-08-09,房地产土地周报：各地推地节奏略缓 关注高盈利质量房企,新浪
3116,2020-08-09,房地产销售周报：房贷利率稳中趋降 因城施策以稳为主 关注高盈利质量房企,新浪
3117,2020-08-09,【华创地产袁豪团队】公募REITS细则点评：两部委陆续出台细则，公募REITs即将问世,地产豪声音
3118,2020-08-09,复苏高点未过，需求热度不减,华泰证券
3119,2020-08-08,6位房企高管总结下半年应对房地产市场发展关键词,中国网
3120,2020-08-08,金地集团张晋元：相信政府的调控能力 非住宅市场发展仍悲观,中国网
3121,2020-08-08,房地产开发2020年中期策略行业策略：看好基本面持续超预期带来的超额收益,新浪
3122,2020-08-07,大家人寿减持同仁堂5% 年内已累计套现近90亿元 减持股份,新浪
3123,2020-08-07,【银华基金】交易日报 2020-08-07,新浪
3124,2020-08-07,大家人寿一周两度共减持同仁堂5%股份，累计套现逾18亿元 减持股份,澎湃新闻
3125,2020-08-07,7月全国土地市场：成交量环比回落 楼面价小幅下降！,金融界
3126,2020-08-07,【华创地产袁豪团队】房地产周报：公募REITs细则出台，物管企业中报业绩靓丽,地产豪声音
3127,2020-08-07,川财证券：7 月土地市场降温，多项指标下行,乐居财经
3128,2020-08-07,【行业动态】房地产 2020.7丨7月销售淡季不淡，基金持仓呈现分化,中国银河证券研究
3129,2020-08-06,揭秘TOP20基金公司估值地图：成长派未必估值高 高估并非都激进,新浪
3130,2020-08-06,7月新房二手房月报：基本面持续向好,新浪
3131,2020-08-06,西南证券--房地产行业例评：深圳扩容预期走强 阿里易居共建交易平台,金融界
3132,2020-08-06,股指高位震荡，低估值行业所剩不多，机构推荐其布局价值,Wind
3133,2020-08-06,金地拟发行20亿元第三期中期票据 期限3年,观点地产网
3134,2020-08-06,【华创地产袁豪团队】金地集团7月销售点评：销售持续高增，拿地略显谨慎,地产豪声音
3135,2020-08-06,金地集团(600383)：7月销售表现亮眼 拿地积极性不减,新浪
3136,2020-08-06,中国银河--百强房企7月销售数据点评：7月销售持续改善 市场需求凸显韧性,金融界
3137,2020-08-06,金地集团：拟发行20亿元中期票据 用于偿还到期债券,中国网
3138,2020-08-06,金地集团(600383)：销售持续高增 拿地略显谨慎,新浪
3139,2020-08-06,金地3.34亿元竞得温州一商住地 楼面价1.18万/平米,观点地产网
3140,2020-08-06,电建地产拟转让与金地集团在京合资公司50%股权 资产异常,乐居财经
3141,2020-08-06,8月6日 13股盘前利好公告速递,中财网
3142,2020-08-06,股海导航 8月6日沪深股市公告提示,新浪
3143,2020-08-06,最新公告透露利好 13只个股有望爆发（08.06）,中金在线
3144,2020-08-06,业绩快报 | 金地、世茂、首创等发布前7月销售数据,观点地产网
3145,2020-08-06,前7月房企海外发债降26%，“借新还旧”难解偿债压力,Wind
3146,2020-08-06,A股头条：发改委鼓励限购城市适当增加汽车购置限额，四大行正在大规模内测数字货币App,金融界
3147,2020-08-06,前7月房企海外发债降26% “借新还旧”难解偿债压力,21世纪经济报道
3148,2020-08-05,A股头条之上市公司（8.6）,金融界
3149,2020-08-05,晚间公告热点追踪：新冠疫苗龙头康希诺遭弃购3978股,新浪
3150,2020-08-05,5日晚公告精选丨芯能科技：上半年净利同比增长300%,21世纪经济报道
3151,2020-08-05,房地产行业日报：7月部分公司经营数据出炉 成绩亮眼,新浪
3152,2020-08-05,晚间重要公告2020年8月5日星期三,Wind
3153,2020-08-05,8月5日晚间上市公司十大重磅公告,巨丰财经
3154,2020-08-05,【公告抢先看】晚间重要公告：博通集成拟收购集成电路设计公司Adveos、正邦科技7月生猪销售收入31.29亿元,金融界
3155,2020-08-05,金地集团：7月新增8宗地块 总支付价款46.72亿元,中金在线
3156,2020-08-05,金地集团：7月销售209.4亿元 同比增长41.57%,乐居财经
3157,2020-08-05,8月5日上市公司晚间公告速递,新浪
3158,2020-08-05,金地集团(600383.SH)：7月新增8个项目成交金额46.72亿,格隆汇
3159,2020-08-05,金地集团：前7月累计签约额1225.7亿元 同比上升22.12%,中国网
3160,2020-08-05,天风证券：政治局会议重提房住不炒，一线城市土地市场热度略升,乐居财经
3161,2020-08-05,近日我司公司债券推介,中信建投固定收益部
3162,2020-08-05,穆迪：今年全国房地产销售将略弱于去年,Wind
3163,2020-08-05,金地集团：光鲜的销售数据背后是持续不断的维权门,和讯
3164,2020-08-05,“蓝海”在前物业公司发力非住宅业态,中证报
3165,2020-08-04,天风证券：7 月淡季不淡、销售持续超预期,乐居财经
3166,2020-08-04,房地产行业日报：上半年房企融资平稳 资金端明显承压,新浪
3167,2020-08-04,阳光城大股东股权质押超八成 会成为下一个泰禾吗？,新浪
3168,2020-08-04,天风证券：7 月基本面修复超预期，政治局会议再提房住不炒,乐居财经
3169,2020-08-04,4日强势板块分析：粤港澳概念发力走高 数字货币概念活跃,证券时报网
3170,2020-08-04,克而瑞证券：7月百强房企累计销售已超去年同期,乐居财经
3171,2020-08-04,地产股多股涨停 房企业绩增速转正 三主线布局投资机会 牛熊眼,中财网
3172,2020-08-04,克而瑞证券：政治局会议延续房住不炒基调,乐居财经
3173,2020-08-03,房地产土地周报：政治局会议重提房住不炒 一线城市土地市场热度略升,新浪
3174,2020-08-03,房地产开发行业研究：百强房企销售韧性十足 东莞升级限购限售调控,新浪
3175,2020-08-03,国信证券：百强房企销售延续修复，供给端因素致淡季不淡,乐居财经
3176,2020-08-03,"40周年红利预期+""直辖市""猜想 深圳本地股要飞了？(百股攻略)",新浪
3177,2020-08-03,2020年7月房企销售数据点评：销售反季节再走高 逆市坚韧更显价值,新浪
3178,2020-08-03,房地产行业：销售持续向好 泰禾拟向万科转让股权 资产异常,新浪
3179,2020-08-03,[兴证地产]深圳特区40周年房地产系列报告一：深圳主要房企介绍,YCMProperty
3180,2020-08-02,[兴证地产]新房二手房周报：基本面总体向好,YCMProperty
3181,2020-08-02,【天风地产】7月百强销售点评：7月淡季不淡、销售持续超预期,天诚地产会
3182,2020-08-02,【天风地产|周观点】7月基本面修复超预期，政治局会议再提房住不炒，推荐销售高增长房企,天诚地产会
3183,2020-08-02,累计增速转正，景气维持高位,华泰证券
3184,2020-08-02,礼包｜2020年二季度公募基金持仓盘点,中信建投证券研究
3185,2020-08-01,[兴证地产]7月百强销售点评：销售超预期，受益地产基本面韧性和推盘节奏变化,YCMProperty
3186,2020-08-01,总投资超4千亿，广州国际金融城一大波项目来啦！这4大厦即将动工,21世纪经济报道
3187,2020-08-01,2020年1-7月全国房地产企业拿地排行榜,房天下
3188,2020-07-31,房企下半年信用债到期超1700亿 三家房企面临压力较大,21世纪经济报道
3189,2020-07-30,近日我司公司债券推介,中信建投固定收益部
3190,2020-07-30,穆迪：下半年受评中国房地产开发商的市场份额将进一步增长,新华网
3191,2020-07-30,地产股收盘丨三大股指震荡回落 沪指跌0.23% 泰禾集团涨停,中国网
3192,2020-07-30,房地产周报：中央房地产座谈会再次定调 Q2地产板块继续低配,新浪
3193,2020-07-30,债市分析 | 从泰禾集团看地产行业，“高增长高杠杆”未必带来高风险,中证鹏元评级
3194,2020-07-30,房地产市场持续回暖 TOP30房企6月销售额环比增超三成,面包财经
3195,2020-07-30,长安基金两混基年内亏损 新经理曾半年换手最高1071%,中国经济网
3196,2020-07-29,秋收冬藏——信用债风格切换|国盛固收,业谈债市
3197,2020-07-29,合并传言又起，中信建投还能追高吗？,和讯
3198,2020-07-29,金地集团维权风波调查：捆绑装修、学区涉嫌虚假宣传 欺诈造假,中国经济网
3199,2020-07-29,房地产行业日报：《财富》500强发布 房企表现抢眼,新浪
3200,2020-07-29,中国银河证券：20Q2公募基金对房地产板块配置比例连续两个季度下降,乐居财经
3201,2020-07-29,房地产行业周报：房市逐渐企稳 城市分化开始加剧,新浪
3202,2020-07-29,欧瑞博进入上市辅导期 拟申请在科创板上市,中证网
3203,2020-07-29,房地产行业20Q2基金持仓分析：20Q2公募基金对房地产板块配置比例连续两个季度下降 偏好高弹性的成长类房企、物管公司及小市值股,新浪
3204,2020-07-28,千亿房企屡现质量问题：增速不应是一切 产品问题,第一财经
3205,2020-07-28,大家人寿继续对原安邦系资产进行“瘦身”,新浪
3206,2020-07-28,东方证券：地产销售平稳向上，基本面韧性仍在,乐居财经
3207,2020-07-28,政策松绑险资权益类投资千亿资金待入场,中国经营报
3208,2020-07-28,地产股收盘丨沪指收涨0.71% 王府井涨5.71%,中国网
3209,2020-07-28,广州两小区违法超标排水污染物 金地集团子公司遭罚 关联方问题,中国经济网
3210,2020-07-27,【兴证地产】新房二手房周报：本周核心城市成交同比增长、环比下降,YCMProperty
3211,2020-07-27,上半年签约金额1016.3亿元 金地乘胜追击加码华东土地市场,每日经济新闻
3212,2020-07-27,华安证券：LPR报价与前值持平，老旧小区改造持续推进,乐居财经
3213,2020-07-27,房地产行业7月月报：单月销售同比继续回正 楼市景气度恢复明显,新浪
3214,2020-07-27,"国信证券：高层强调房住不炒,部分热点城市收紧调控",乐居财经
3215,2020-07-27,中证指数公司：8月6日发布中证兴业证券ESG盈利100指数,Wind
3216,2020-07-27,【西南地产研究】绿地控股：多元经营最具格局，混改打开想象空间,如说地产
3217,2020-07-27,房地产行业2020年Q2基金持仓点评：板块低配明显 陆股通逆势提升,新浪
3218,2020-07-27,中信建投：看好未来6个月房地产板块表现,Wind
3219,2020-07-27,"招商家电 | 公牛集团 603195 - 民用电工领导者:抱朴守拙,行稳致远",招商家电研究
3220,2020-07-26,下半年地产ABS再融资压力减小——信用周报2020年第22期（2020.07.25）,申万宏源固收研究
3221,2020-07-26,分众传媒，至暗时刻已过,和讯
3222,2020-07-26,支付宝数字生活平台战略升级 全链路提升有限空间的溢价,亿邦动力
3223,2020-07-25,政策松绑险资权益类投资千亿资金待入场,中国经营报
3224,2020-07-24,房地产行业专题研究：限价起落的产业链影响,新浪
3225,2020-07-24,Q2公募基金继续低配地产股 持仓占比创近三年新低,新浪
3226,2020-07-24,评司论企|目标百亿，金地代建提速,克而瑞地产研究
3227,2020-07-24,【华创地产袁豪团队】房地产行业周报 :地产仓位触碰历史底部，部分热点城市政策收紧,地产豪声音
3228,2020-07-24,2020Q2地产板块基金持仓点评：持仓下降与个股分化,新浪
3229,2020-07-24,房地产行业研究：南京调控温和落地 看好房价继续复苏,国金证券股份有限公司
3230,2020-07-24,房企到期回售压力几何？,岳读债市
3231,2020-07-24,五问！明天系9家机构被接管 后续影响几何？,金融界
3232,2020-07-23,2020Q2房地产板块基金持仓点评：减配龙头 成长分化,新浪
3233,2020-07-23,南京堵死离婚买房漏洞 二线核心城市楼市火爆,第一财经
3234,2020-07-23,地产股收盘 | 创业板指涨超1% 京能置业涨停,中国网
3235,2020-07-23,凌晨！南京七部门出手：房产调控新规来了,中国基金报
3236,2020-07-23,南京九项楼市新政 南京房价多少钱一平 2020房地产行业现状与发展趋势分析,中研网
3237,2020-07-23,天风总量团队每周论势第28期：如何看待当前市场位置？,新浪
3238,2020-07-23,大家人寿减持大商股份5% 持股降至9.99% 减持股份,观点地产网
3239,2020-07-23,关于炒房投机等行为，最高法出手了！,中国基金报
3240,2020-07-22,上海土地市场活跃度提升，路劲地产竞得嘉定宅地溢价超44%,澎湃新闻
3241,2020-07-22,地产板块有“与牛共舞”“基因” 当前“犹豫不决”恰是布局良机,红周刊
3242,2020-07-22,中金公司：二季度结算回暖，房企间分化显著,乐居财经
3243,2020-07-22,房地产行业：深圳收紧购房政策 6月房地产数据继续改善,新浪
3244,2020-07-22,【东北房地产王小勇/吴胤翔】1-6月房地产数据点评：累计投资增速转正，推盘变化或助Q3销售再超预期,东北证券研究所
3245,2020-07-22,上海：量稳价涨，楼市小爆发 | 市场半年报,和讯
3246,2020-07-22,势板块分析：医药板块走势强劲 阿里概念股活跃,证券时报网
3247,2020-07-21,21日强势板块分析：医药板块走势强劲 阿里概念表现活跃,证券时报网
3248,2020-07-21,东方证券：深圳调控政策升级，销售及土地市场趋稳,乐居财经
3249,2020-07-21,华安证券：“松紧结合”更显“因城施策”，基本面持续向好,乐居财经
3250,2020-07-21,国盛证券：深圳收紧限购限贷政策，52 城成交同增 11.4%,乐居财经
3251,2020-07-21,西南证券：成熟分化牛趋势未改，关注特区 40 周年,乐居财经
3252,2020-07-21,华泰证券：6 月行业基本面继续向好，开发投资累计增速年内首次转正,乐居财经
3253,2020-07-21,东北证券：累计投资增速转正，推盘变化或助 Q3 销售再超预期,乐居财经
3254,2020-07-21,【开源地产|公司深度】金地商置：开发业务精耕细作，持有物业蓄势待发,小齐论地产
3255,2020-07-21,“关注复苏和政策节奏 把握牛市下半场”—中国银河证券2020年中期投资策略报告会开展线上视频路演资产配置前瞻专场,中国银河证券研究
3256,2020-07-20,量化周报：预测下周市场整体呈现反弹,新浪
3257,2020-07-20,金地1167万元入股中交城投惠州项目公司 持股70%,中国网
3258,2020-07-20,【兴证地产】新房二手房周报：重点城市本周新房成交同比增长，环比有所下滑,YCMProperty
3259,2020-07-20,近日我司公司债券推介,中信建投固定收益部
3260,2020-07-20,天风证券：土地供需放缓，一、二三线持续分化,乐居财经
3261,2020-07-20,广发证券：淡化单一政策，专注基本面逻辑,乐居财经
3262,2020-07-20,华创证券：基本面稳中向好，继续看好地产Q3销售,乐居财经
3263,2020-07-20,房地产行业：深圳调控政策升级 销售及土地市场趋稳,新浪
3264,2020-07-19,[兴证地产]购房杠杆系列五:经济下行带来地产大周期,YCMProperty
3265,2020-07-19,【天风证券|周观点】销售持续修复，Q2单季销售创近年新高，因城施策灵活有度,天诚地产会
3266,2020-07-19,楼观察 | 新世界中国拿下广州大旺岗村旧改 金地在阜阳打造皖北金地智造谷,观点地产网
3267,2020-07-19,6月房地产数据继续向好 地产股具配置价值,国元证券订阅号
3268,2020-07-18,三四线城市买房指南（2020年版） | 国君固收,国泰君安证券研究
3269,2020-07-18,房地产开发6月统计局数据点评：销售延续回暖态势 开发投资由负转正,新浪
