,2021-12-31,金地集团(600383)：险资减持压力大量释放 减持股份,广发证券
5921,2019-03-20,对当前市场表现的讨论十四:牛市思维下的地产定价,正点财经
5922,2019-03-20,基地｜政策驱动房屋销售复苏，地产产业链如何布局？,中信证券研究
5923,2019-03-20,"房地产1-2月数据点评:投资销售高于预期,开竣工及土地购置低于预期,地方财政压力较大",申万宏源
5924,2019-03-19,展望 重构未来：2019观点年度论坛正式开幕,和讯
5925,2019-03-19,中信证券：看好地产蓝筹,证券时报网
5926,2019-03-19,地产｜构建长效机制，市场保障各司其职,中信证券研究
5927,2019-03-18,【年报有料(8)丨中国奥园】业绩稳增长，经营再提质（2018）,和讯
5928,2019-03-18,指数缩量逼空，明日能不能买？,和讯
5929,2019-03-18,共振以后更危险！明日三大看点,中财网
5930,2019-03-18,K线丨地产股午后全线爆发 泰禾、金地涨停,乐居财经
5931,2019-03-18,A股三大股指全线上涨 地产板块涨多跌少,中国网
5932,2019-03-18,中金：长三角楼市春节后销售量价齐回暖 看好融创、中国海外等五股,格隆汇
5933,2019-03-18,快讯：地产股尾盘集体大涨 金地集团涨停,新浪
5934,2019-03-18,尾盘房地产板块走强 金地集团、泰禾集团双双涨停,金融界
5935,2019-03-18,快讯：地产股午后全线爆发,每经网
5936,2019-03-18,房地产行业周报:环京房地产政策出现改善,正点财经
5937,2019-03-18,【东兴地产】金地集团（600383）深度报告：最大程度受益一二线复苏 而立之年更显从容,东兴研究圈
5938,2019-03-18,房地产:三线成交持续低迷、土地成交量升价跌,安信证券
5939,2019-03-15,[推荐评级]房地产1-2月月报：投资并没看上去那么好 销售也没想象中那么差,中财网
5940,2019-03-15,[看好评级]房地产行业事件点评-销售如期下滑 建安有望接力驱动投资,中财网
5941,2019-03-15,[增持评级]房地产行业点评销售、新开工增速回落 投资增速超预期,中财网
5942,2019-03-15,地产：销售增速略有回升 荐2股,和讯
5943,2019-03-15,地产：2月房企销售数据下滑 荐3股,和讯
5944,2019-03-15,西南证券：拿地明显回落 推升政策宽松预期,证券时报网
5945,2019-03-15,地产｜土地成交如期回落，竣工高潮还需耐心等待：2019年1-2月行业运行数据点评,中信证券研究
5946,2019-03-15,"金地集团动态跟踪简报:低基数反成利好,估值修复空间大",光大证券
5947,2019-03-14,金地集团：2016年公司债券将于3月22日付息 品种一回售金额2000万元,中国网
5948,2019-03-14,金地集团：最大程度受益一二线复苏 给予“强烈推荐”评级,证券时报网
5949,2019-03-14,震荡洗盘沪指坚守3000点 612只连涨股隐现主力调仓路线图,证券日报
5950,2019-03-14,近13亿大单涌入房地产板块 4只个股获10家及以上机构推荐,证券日报
5951,2019-03-14,"金地集团:销售逆市增长,财务状况优",国信证券
5952,2019-03-13,筑博设计再度冲击A股：净利润增长50% 平均薪酬27万,挖贝网
5953,2019-03-13,许家印冲双冠延边队却破产 大佬的足球梦冰火两重天,新浪
5954,2019-03-13,地产股午后逆市拉升 绿地控股大涨7%,证券时报网
5955,2019-03-13,地产股午后拉升 世联行涨停,e公司
5956,2019-03-13,"房地产:楼市字典系列(2月),租金和二手同步回暖",正点财经
5957,2019-03-13,地产：土地成交与溢价率背离 荐7股,和讯
5958,2019-03-12,金地集团：“18金地01”将于19日付息,中国网
5959,2019-03-12,券商首次关注9股并给予买入评级（3月12日）,Wind
5960,2019-03-11,地产：百强房企2月权益销售额同比下降11.3% 盈利能力下降,和讯
5961,2019-03-11,地产：房地产政策如何演绎 荐9股,和讯
5962,2019-03-11,地产｜悲观政策预期有望见顶，迎接核心城市热销,微信
5963,2019-03-08,65股获券商买入评级 顺网科技目标涨幅达53.28%,Wind
5964,2019-03-08,【地产-黄守宏】金地集团：推盘加大、拿地额/销售额51.13%,安信证券研究
5965,2019-03-08,销售推盘两旺 金地集团离2000亿的目标还有多远？,中新经纬
5966,2019-03-08,房企2018年业绩“涨声一片” 今年面临下行考验,21世纪经济报道
5967,2019-03-07,又一家房企发行大额度境内债：新城获批80亿元公司债,21世纪经济报道
5968,2019-03-07,地产股跌幅进一步扩大 新城控股跌超6%,e公司
5969,2019-03-07,楼市进入深度调整期 融资偿债成房企续命关键点,产经新闻
5970,2019-03-07,7日公司新闻聚焦：券商2月净利大增 多家公司涨幅过大提示风险,证券时报网
5971,2019-03-07,金地集团：销售延续高增长，估值仍具修复空间,证券时报网
5972,2019-03-07,晨会0307｜大类资产、汽车零部件,中信证券研究
5973,2019-03-06,公告汇总：银之杰提示投资者 市盈率已高达366倍,网易
5974,2019-03-06,A股头条之上市公司公告精选（3.7）,金融界
5975,2019-03-06,公告精选：券商披露2月成绩单，海通、国泰君安净利超9亿居前；长春高新年报拟10派8元,每日经济新闻
5976,2019-03-06,公告精选：银之杰、中信建投等提示风险；券商密集公布2月经营数据,e公司
5977,2019-03-06,业绩快报|中海、金地、绿城前2月销售分别501亿港元、175.5亿、134亿,观点地产网
5978,2019-03-06,金地前2月销售同比升38%至175.5亿 单月新增4项目,观点地产网
5979,2019-03-06,金地集团：2月签约金额69.3亿元 同比上升51%,证券时报
5980,2019-03-06,[快讯]金地集团:公司2019年2月份销售情况、2019年3月-2019年4月份推盘安排及获取项目等事项,中财网
5981,2019-03-06,金地集团：回售“16金地01”债券20万张 回售金额2000万元,中国网
5982,2019-03-06,金地集团(600383.SH)1-2月签约金额升38.24%至175.5亿元,格隆汇
5983,2019-03-06,金地集团：前2月签约金额175.5亿元 同比上升38.24%,中国网
5984,2019-03-06,"金地集团:低基数反成利好,估值修复空间大",光大证券
5985,2019-03-05,中粮集团：20亿元超短期融资券发行 利率仅2.90%,中国网
5986,2019-03-05,净利为矛，周转为盾 | 地产债系列思考之二：盈利视角看房企,债市覃谈
5987,2019-03-05,地产：房企表现趋于分化 荐6股,和讯
5988,2019-03-05,"房地产行业2月房企销售点评:2月销售略有改善,二线蓝筹弹性更佳",正点财经
5989,2019-03-05,"房地产行业周报:2月房企销售数据下滑,分化格局延续",正点财经
5990,2019-03-05,中信证券：预计龙头地产公司销售单月同比增速在3月转正,e公司
5991,2019-03-05,64股获券商买入评级 东诚药业目标涨幅达44.30%,Wind
5992,2019-03-05,地产｜销售热情点燃，资金成本下降,中信证券研究
5993,2019-03-05,【东吴晨报0305】【行业】房地产、机械【个股】中国科培、科恒股份,东吴研究所
5994,2019-03-05,【房地产*齐东】融资逐渐宽松，成长型公司受益明显,东吴研究所
5995,2019-03-04,沪指高开重回3000点 两市成交额再破万亿元,中国网
5996,2019-03-04,收评：大盘突破3000点 多只地产股一度逼近涨停,乐居财经
5997,2019-03-04,地产股持续走强 金地集团逼近涨停,e公司
5998,2019-03-04,地产板块盘中纷纷大涨 大名城、财信发展封涨停,腾讯网
5999,2019-03-04,快讯：地产板块盘中走强,每经网
6000,2019-03-04,地产股涨幅扩大 万科A涨近5%,e公司
6001,2019-03-04,K线丨地产股今日早盘走强 大名城涨停,乐居财经
6002,2019-03-04,地产股早盘走强 金地集团涨超5%,证券时报网
6003,2019-03-04,"房地产行业:2月百强房企销售持续下行,降幅有所收窄",东北证券
6004,2019-03-03,【川财研究所*常规报告】房地产：百强房企2月权益销售额同比下降11.3% 盈利能力下降,川财研究
6005,2019-03-02,金地集团短期融资券发行 总额为30亿元,挖贝网
6006,2019-03-01,凯德首支债权基金募集5.56亿美元 印力发21亿类REITs,观点地产网
6007,2019-03-01,"上海地产楼盘变相""首付贷"" 沪地王保本入市去化抢收",中国经营网
6008,2019-03-01,川财证券：地产股将迎来投资的“蜜月期”,证券时报网
6009,2019-03-01,金地完成发行30亿超短期融资券 利率3.2%,观点地产网
6010,2019-03-01,金地集团：30亿元融资券成功发行 发行利率为 3.2%,中国网
6011,2019-03-01,华创证券：2月地产销售略有改善 二线蓝筹弹性更佳,证券时报网
6012,2019-03-01,地产：一二手成交环升超100% 荐2股,和讯
6013,2019-03-01,理性修复完毕：保仓位、调结构,光大证券
6014,2019-03-01,MSCI大幅提高A股权重 多只地产股在列,中国网
6015,2019-02-28,地产：大湾区发展纲要落地 荐11股,和讯
6016,2019-02-27,金地发行30亿融资券 9亿补充10家子公司营运资金,新京报
6017,2019-02-27,金地集团：发行30亿元超短期融资券,中国网
6018,2019-02-26,"金地集团深度报告:业绩锁定性高股息率吸引,价值凸显值得关注",东莞证券
6019,2019-02-25,【东北晨会20210105】12月PMI数据点评/退市新规正式出台点评/金工择时周报/光伏、房地产动态点评/恒玄科技（深）,东北证券研究所
6020,2019-02-23,降价、裁员、闭店 联合办公“一夜入冬”？,中国经营报
6021,2019-02-23,群雄逐鹿都市圈,21世纪经济报道
6022,2019-02-23,土地市场回落 二线城市拿地窗口期来临？,21世纪经济报道
6023,2019-02-22,平安再增持华夏幸福掀开冰山一角 险资为何偏爱地产,中证报
6024,2019-02-21,传优客工场欲今年3季度在美国纳斯达克IPO，官方回应：不予置评,投中网
6025,2019-02-21,金地集团：粤港澳大湾区的发展对公司广拓是有利支撑,Wind
6026,2019-02-20,银河证券：粤港澳大湾区规划对深耕及布局湾区的房企带来利好,e公司
6027,2019-02-20,明明债券:M1增速已处历史最低位 M1M2剪刀差有望企稳,新浪
6028,2019-02-20,房地产:节后首周成交清冷、多地落户门槛放宽,安信证券
6029,2019-02-20,"房地产行业2019年第7周:龙头1月销售增速放缓,西安等地降低落户门槛",长城证券
6030,2019-02-19,金地集团：将“16金地01”票面利率上调至4.35%,Wind
6031,2019-02-18,"房地产行业跟踪周报:一二线成交回暖,南京积分落户政策调整优化",东吴证券
6032,2019-02-18,"金地集团:销售彰显韧性,投资趋于稳健",东吴证券
6033,2019-02-16,40股有望大涨逾三成,投资快报
6034,2019-02-15,2月15日收盘： 沪指全天跌1.37% 保利领跌地产板块,中国网
6035,2019-02-15,地产股午后持续走弱,每日经济新闻
6036,2019-02-15,地产股走弱 保利地产跌近5%,证券时报网
6037,2019-02-14,2月14日收盘： 沪指跌0.05%结束五日连涨 地产板块涨多跌少,中国网
6038,2019-02-14,银保监会发言人：鼓励保险资金入市丨八点播报,中国网
6039,2019-02-14,房企1月销售额同比下滑 龙头房企表现不佳 盈利能力下降,中证报
6040,2019-02-14,小事记 | 金地委任王南为副总裁 许勇辞任万达酒店所有职务,观点地产网
6041,2019-02-14,"金地集团事件点评:1月销售大幅增长,实现开门红",东莞证券
6042,2019-02-13,金地人事变动：王南出任公司副总裁,新京报
6043,2019-02-13,K线 | 金地集团华中区域董事长王南升任集团副总裁,乐居财经
6044,2019-02-13,金地集团：聘任王南为公司副总裁,中国网
6045,2019-02-13,地产：进一步超配 龙头股获大幅增持,和讯
6046,2019-02-13,30股获券商买入评级 天能重工目标涨幅达68.99%,Wind
6047,2019-02-13,【房地产行业】2019年投资策略之二：从城市布局看房企成长性，看好一二线城市核心标的,格隆汇
6048,2019-02-12,地产：百强房企单月权益销售额同比下降8.6% 荐6股 盈利能力下降,和讯
6049,2019-02-12,23股获券商买入评级 万科A目标涨幅达62.63%,Wind
6050,2019-02-12,中信建投晨会0212 | 布局节后电子板块投资机会；中国财险、新希望,中信建投证券研究
6051,2019-02-11,2月11日收盘：A股开门红 创指涨3.53% 地产板块普涨,中国网
6052,2019-02-11,盘点|2018房企融资：由寒变暖 成本攀升,中国网
6053,2019-02-11,2月11日午盘：沪指涨0.83% 地产板块回暖多股翻红收涨,中国网
6054,2019-02-11,地产股相对羸弱，万科A跌超2%,Wind
6055,2019-02-03,豪赌地产股基金“一枝独秀” 万家基金权益产品谁擎大旗?,红周刊
6056,2019-02-03,2月大盘能否延续反弹？ 哪些板块有赚钱机会？,金融投资报
6057,2019-02-02,2月大盘怎么走？哪些板块有赚钱机会？看这篇就够了！,金融投资报
6058,2019-02-02,地产：龙头配置风格延续 荐10股,和讯
6059,2019-02-01,1日晚间公告精选：三七互娱实控人拟减持股份，东风汽车收到国家补贴3.33亿 减持股份,21世纪经济报道
