613,2020-06-10,生益科技今日大宗交易成交8万股，成交价27.2元溢价0.0%,Wind
614,2020-06-10,5G产业链之PCB透析,金融界
615,2020-06-08,南亚新材冲关IPO：研发投入偏低、重要产品尚未产业化,投资者网
616,2020-06-08,【新时代电子团队】 生益科技： 5G及汽车电子催化高端放量，高频覆铜板护航龙头成长,新时代证券研究
617,2020-06-08,【早安新时代】晨会早读：2020/06/08今日关注：生益科技,新时代证券研究
618,2020-06-07,生益科技分拆控股子公司科创板上市 有人欢喜有人愁,经济观察网
619,2020-06-06,2019年度A股董事长薪酬平均值95.16万元,Wind
620,2020-06-06,新证券法实施百日：注册制改革稳步推进,Wind
621,2020-06-05,生益电子IPO：原料涨价存货翻倍，应收账款攀升流动资金承压,中金在线
622,2020-06-04,生益科技现1笔大宗交易 共成交277.70万元,新浪
623,2020-06-04,22股获券商买入评级，万科A目标涨幅达67.66%,Wind
624,2020-06-02,电子行业2020中期策略报告：5G创新持续 半导体国产空间大,新浪
625,2020-06-02,生益科技分拆控股子公司生益电子到科创板上市 有人欢喜有人愁,经济观察网
626,2020-06-01,华为概念股集体井喷，一文看清发生了什么？,Wind
627,2020-06-01,沪电股份(002463)深度研究报告：新基建扬帆起航 品牌老厂风头正劲,新浪
628,2020-06-01,ETF基金净份额变动揭示资金动向，芯片、5G和电子等受青睐,证券日报
629,2020-05-28,哪些科技股破了2015年新高？,新浪
630,2020-05-28,生益科技控股子公司生益电子科创板IPO获受理 拟募资39.61亿元,上证报
631,2020-05-28,生益科技(600183.SH)：生益电子科创板IPO获上交所受理,格隆汇
632,2020-05-28,生益科技：拟分拆上市的的子公司生益电子IPO在科创板上市申请获上交所受理,Wind
633,2020-05-28,电子股持仓比例小幅下滑 基金偏好配置细分领域龙头、新基建,金融界
634,2020-05-28,银河证券：未来我国电子信息产业将率先复苏 关注生益科技等,证券时报网
635,2020-05-25,生益科技现1笔大宗交易 共成交215.92万元,新浪
636,2020-05-22,5G+汽车电子市场需求带动 国内高频覆铜板产能陆续开出,上海有色
637,2020-05-21,移动广电“联姻”，5G关注点落向生态圈,Wind
638,2020-05-21,生益科技每股派发现金红利0.4元，5月29日除权发放,资本邦
639,2020-05-21,生益科技(600183.SH)年报推10派4元股权登记日5月28日,格隆汇
640,2020-05-21,高频PCB板块跌幅扩大,Wind
641,2020-05-21,通信行业点评报告：移动广电合作共享 加快高质量5G网络建设节奏 持续看好5G和数据中心优质绩优股,新浪
642,2020-05-20,【安信电子|每日观点】三星韩国新晶圆代工产线开建，聚焦5nm，计划2021年投产,晓说电子
643,2020-05-20,华为芯片牵动人心科技龙头反扑 六股迎新生,证券时报
644,2020-05-19,生益科技现1笔大宗交易 共成交211.26万元,新浪
645,2020-05-19,华为芯片牵动人心 两大投资客重金押注这些科技股,网易
646,2020-05-15,复工潮、供给短缺，一大波产品迎来涨价潮,Wind
647,2020-05-08,生益科技(600183.SH)：1529.455万份股票期权符合行权条件,格隆汇
648,2020-05-08,生益科技(600183.SH)拟将万江不动产作价增资注入生益地产并再增资15.5亿元,格隆汇
649,2020-05-07,A股“嗨了”！央行放出超级大招！,中国基金报
650,2020-05-06,2019年年报2020年一季报总结：业绩整体承压，TWS/基站高频PCB/国产替代高景气，结构性增长突出,晓说电子
651,2020-05-06,一季报虽“暗淡”却不乏“亮点”， 通信业靠“5G”逆袭？,Wind
652,2020-05-03,【兴证电子】Q1电子板块持仓分析：半导体大幅超配，科技基建龙头成基金“新宠”,兴证电子谢恒团队
653,2020-05-03,A股13大PCB厂商业绩盘点：5G加速PCB成“一超多强”的产业格局,C114通信网
654,2020-04-30,【中金电子与通信】生益科技（600183.SH）：1Q20业绩符合市场预期，5G通信、服务器CCL/PCB前景可期,乐平科技视角
655,2020-04-30,QFII一季度青睐白马股，重仓银行医药电子,Wind
656,2020-04-29,【中信建投电子|刘双锋&雷鸣团队】生益科技20Q1业绩点评：一季度逆势增长，毛利率环比同比提升,中信建投电子研究
657,2020-04-29,【生益科技|国信电子】财报点评：Q1加速增长，业绩超越预期,国信电子研究
658,2020-04-29,晨会聚焦200429重点关注中国生物制药、立思辰、中公教育、安车检测、丸美股份、联创电子、长安汽车、爱尔眼科、周大生、生益科技,国信研究
659,2020-04-29,生益科技（600183）财报点评：Q1加速增长，业绩超越预期,国信研究
660,2020-04-29,生益科技(600183)：一季度逆势增长，毛利率环比 同比提升,中信建投证券研究
661,2020-04-28,【招商电子】生益科技：Q1逆势超预期，产品结构优化盈利能力大幅提升,招商电子
662,2020-04-28,【国金电子】生益科技：Q1扣非归母+53%，毛利率达上市以来最高水平,国金电子研究
663,2020-04-28,生益科技一季度净利同比增长36%,金融界
664,2020-04-28,生益科技(600183.SH)一季度净利升36.09%至3.39亿元,格隆汇
665,2020-04-28,生益科技：一季度净利润同比增长36.09%,Wind
666,2020-04-28,生益科技：一季度净利润3.39亿元，同比增长36.09%,Wind
667,2020-04-27,【华西电子孙远峰团队-Q1持仓分析】电子行业重仓占比下降，半导体逆势增长,远峰电子
668,2020-04-27,4G已然落幕，5G按下“快进键”,Wind
669,2020-04-26,一季度基金重点加仓新基建股,财富动力网
670,2020-04-24,一季度大幅调仓：买入方向分布在这四个领域,中投网
671,2020-04-24,说干就干，一季度基金重点加仓新基建个股名单来了！,证券时报网
672,2020-04-23,最赚钱基金经理Q1大幅调仓：低估值地产股被大力度加仓,新浪
673,2020-04-23,信息技术产业链全面复苏,经济日报
674,2020-04-17,生益科技今日大宗交易成交13.50万股，成交价28.96元溢价0.0%,Wind
675,2020-04-17,华为叫板苹果！潜伏概念股来了，20股低估值高增长,证券时报网
676,2020-04-16,生益科技(600183.SH)拟变更经营范围变更后不包括印制线路板 业务变化,格隆汇
677,2020-04-15,最新科技龙头回调榜出炉！北上资金抄底股曝光,证券时报网
678,2020-04-11,国内VS国外：电子板块核心公司2020Q1业绩展望对比,吉森电子研究
679,2020-04-10,社保与QFII去年四季度共同现身37家公司 斥资逾40亿联袂加仓11股,证券日报
680,2020-04-09,电路板板块走强,Wind
681,2020-04-07,43股去年四季度获社保基金扎堆持有,证券时报
682,2020-04-06,【安信通信每周观点】工信部计划2020年底全国5G基站超60万个，增加700MHz频谱用于5G,通信投研汪
683,2020-04-06,【国盛郑震湘团队】业绩+政策+新基建，国内电子产业全球地位提升,湘评科技
684,2020-03-29,【招商电子】生益科技跟踪报告：产品升级与精益管理，打造全球电子电路材料龙头,招商电子
685,2020-03-29,巨丰原创：受益5G发展浪潮 履铜板龙头生益科技值得关注,巨丰财经
686,2020-03-27,“抄外资作业”啦！QFII重仓股名单揭晓（附图）,证券时报
687,2020-03-27,【东北电子张世杰/程雅琪】生益科技（600183）年报点评：盈利能力显著改善，看好5G时代成长,东北证券研究所
688,2020-03-26,【国盛郑震湘团队】生益科技：5G带动CCL、PCB升级不间断,湘评科技
689,2020-03-26,仅13席，比黄金还珍贵！2020年财务预算抢鲜看,Wind
690,2020-03-26,生益科技：毛利率全面提升，新产能蓄势待发,证券时报网
691,2020-03-26,南亚新材IPO诊断报告：研发投入落后于同行，客户依赖度高企,时代在线
692,2020-03-26,生益科技（600183）财报点评：5G成长周期，公司将继续高歌猛进,国信研究
693,2020-03-26,35股获买入评级 最新:华电国际,中财网
694,2020-03-26,【国金电子】生益科技：全年增收增利，新产能蓄势待发,国金电子研究
695,2020-03-26,社保基金现身66只股前十大流通股东榜,证券时报
696,2020-03-25,生益科技2019年净利同比增长45%,上证报
697,2020-03-25,拆财报｜5G带动生益科技净利增速创5年新高，亮丽业绩能否在“战疫年”持续？,21世纪经济报道
698,2020-03-25,【面包财报】生益科技：2019年营业总收入132.41亿元，归母净利润14.49亿元,面包财经
699,2020-03-25,生益科技：2019年营业总收入132.41亿元，归母净利润14.49亿元,面包财经
700,2020-03-25,生益科技(600183.SH)董事会通过5G用高频高速基材研发及产业化、高密度封装载板用基板材料项目,格隆汇
701,2020-03-25,生益科技(600183.SH)2019年度净利润升44.81%至14.49亿元 拟10派4元,格隆汇
702,2020-03-25,生益科技(600183.SH)拟改聘任华兴为公司2020年度的审计机构,格隆汇
703,2020-03-25,生益科技(600183.SH)：可转债募投项目延期 项目问题,格隆汇
704,2020-03-25,生益科技(600183.SH)：可转债募投项目实施主体拟使用部分闲置募集资金暂补流动资金,格隆汇
705,2020-03-25,生益科技(600183.SH)：拟申请注册发行不超30亿的中期票据,格隆汇
706,2020-03-25,【中金电子与通信】生益科技（600183.SH）：2H19覆铜板价格止跌回升，2020年5G和云计算有望带动业绩成长,乐平科技视角
707,2020-03-25,生益科技拟发行30亿元票据，2019盈利14.49亿,资本邦
708,2020-03-25,【招商电子】生益科技（600183）年报点评：逆势高成长的背后，结构、效率、成本等全面优化,招商电子
709,2020-03-25,广东生益科技股份有限公司,中证报
710,2020-03-24,生益科技：2019年净利润同比增长44.81%,Wind
711,2020-03-24,暴增337.62%！三大运营商加码5G资本开支，5G盛宴即将开启,中财网
712,2020-03-24,5G驱动PCB产业千亿市场 行业龙头业绩大幅增长,长江商报
713,2020-03-24,【朝闻国盛0326】底部区域：港股的黄金买点,国盛证券研究所
714,2020-03-23,【安信通信每周观点】中国移动预计2020年5G投资约1000亿元，继续重点推荐5G和IDC产业链,通信投研汪
715,2020-03-21,电子板块安全边际凸显，机构推荐三大主线22只个股,Wind
716,2020-03-19,PCB板块集体走强,Wind
717,2020-03-19,【中金电子与通信】生益科技（600183.SH）：中国“新基建”核心标的，受益于5G和云计算建设周期,乐平科技视角
718,2020-03-13,南亚新材转道冲科创板 3年内发生两起安全事故 安全事故,每日经济新闻
719,2020-03-12,只远观不近玩，南亚新材料真会挑时机上市,财华社
720,2020-03-11,A股早报2020年3月11日星期三,Wind
721,2020-03-10,生益科技关于董事辞职的公告 董监高成员变化,新浪
722,2020-03-10,生益科技：董事魏高平因个人原因辞职 董监高成员变化,Wind
723,2020-03-10,PCB板块持续大涨,Wind
724,2020-03-10,PCB板块大涨,Wind
725,2020-03-10,PCB板块走强,Wind
726,2020-03-09,5G建设全年还剩96%，PCB利润依旧“独霸”基站产业链？,Wind
727,2020-03-04,A股六家公司拟分拆上市四家瞄准科创板 业务均衡发展及拓宽融资渠道成主因,长江商报
728,2020-03-03,334股创年内新高 六成业绩报喜,北京商报
729,2020-03-03,安信证券：5G网建号角吹响 数据中心产业成长可期,金融界
730,2020-03-03,【电子-马良】数据中心产业链梳理：CPU平台升级，DRAM周期反转，PCB量价齐升,安信证券研究
731,2020-03-02,5G板块20只涨停背后：基站同比增长362%，但估值已高,Wind
732,2020-03-02,【行情】半导体及元件板块午后走强，深南电路、生益科技先后涨停，沪电股份触板，崇达技术、华正新材涨8%。,金十数据
733,2020-02-28,【安信电子|季报点评】生益科技：一季报业绩超预期，5G和云经济带动PCB&CCL同步升级，国产龙头成长可期,晓说电子
734,2020-02-28,电报|生益电子25亿PCB项目原计划今年3季度试生产,科创板日报
735,2020-02-28,【中金电子与通信】生益科技（600183.SH）：拟分拆子公司至科创板上市，有望提升5G时代综合竞争实力,乐平科技视角
736,2020-02-28,【招商电子】生益科技（600183）跟踪报告：拟分拆生益电子至科创板上市，PCB业务潜能将进一步释放,招商电子
737,2020-02-27,生益科技：拟分拆所属子公司生益电子至科创板上市,Wind
738,2020-02-26,电路板行业年报前瞻:5G驱动增长 产业更迭防资产减值,面包财经
739,2020-02-26,A股再现深V走势科技题材成反弹主力,证券时报
740,2020-02-25,沪港通十大成交活跃股排名（2月25日）,Wind
741,2020-02-25,【国盛郑震湘团队】5G基建全力加速，产业链受益将快速放量,湘评科技
742,2020-02-25,近两万元华为折叠屏手机！这些公司是供应商,e公司
743,2020-02-24,生益科技(600183.SH)：副总经理董晓军完成减持 集中竞价方式减持16万股,格隆汇
744,2020-02-24,生益科技：高级管理人员董晓军减持16万股 减持股份,Wind
745,2020-02-24,2月24日午后主力巨资抢筹四大板块(附股),金融界
746,2020-02-24,A股异动|生益科技一度涨停创新高绩后股价累升获多家机构积极唱多,格隆汇
747,2020-02-24,【中信建投电子】生益科技业绩快报点评—营收净利逐季向好，5G周期下成长逻辑清晰,中信建投电子研究
748,2020-02-24,53股获券商买入评级 荣盛发展目标涨幅达49.60%,Wind
749,2020-02-23,【国金电子】联瑞新材：硅微粉龙头拥抱景气，19-21年复合增长47%,国金电子研究
750,2020-02-21,生益科技：2019快报符合预期，2020看好高频高速PCB需求,证券时报网
751,2020-02-21,【中金电子与通信】生益科技（600183.SH）：2019快报符合预期，2020看好高频高速PCB需求,乐平科技视角
752,2020-02-21,【招商电子】生益科技业绩快报点评：19年业绩超市场预期，20年望迎周期成长共振,招商电子
753,2020-02-21,【国信电子|财报点评】生益科技：业绩符合预期，看好5G周期公司的持续增长,国信电子研究
754,2020-02-21,国信证券：生益科技买入评级,国信证券
755,2020-02-21,【国金电子】生益科技：业绩符合预期，强需求与扩产效应将共振,国金电子研究
756,2020-02-21,A股异动|生益科技涨6.6%绩后获券商唱好,格隆汇
757,2020-02-21,5G板块普遍走高,Wind
758,2020-02-21,电鳗快报|搭乘5G东风 生益科技扣非后净利润加速上涨,电鳗快报
759,2020-02-21,5股获买入评级 最新:中科创达,中财网
760,2020-02-20,【安信电子|快报点评】生益科技：业绩符合预期，云经济和5G硬科技带动PCB&CCL同步升级，国产龙头成长可期,晓说电子
761,2020-02-20,生益科技(600183.SH)向激励对象授予370.56万份预留股票期权,格隆汇
762,2020-02-20,生益科技业绩快报：2019年净利同比增长46%,金融界
763,2020-02-20,生益科技(600183.SH)披露业绩快报2019年度净利升45.73%至14.58亿元,格隆汇
764,2020-02-20,生益科技业绩快报：2019年净利同比增45.73%,e公司
765,2020-02-20,生益科技：2019年净利润同比增45.73%（业绩快报）,Wind
766,2020-02-16,【安信电子|每周观点】再融资松绑，看好5G电子硬科技,晓说电子
767,2020-02-11,生益科技2月10日全面复工,e公司
768,2020-02-09,天风通信团队：抗击疫情，建议积极关注云计算基建及相关应用（周专题：短期长期需求共振，重视流量侧的投资机遇）,海陆清风
769,2020-02-05,生益科技现1笔大宗交易 共成交215.00万元,新浪
770,2020-02-05,生益科技今日大宗交易成交10.75万股，成交价20.0元折价6.28%,Wind
771,2020-01-29,开源晨会0202丨经济的高点或已出现；神火股份、晶盛机电、中国长城等,开源证券研究所
772,2020-01-22,华为大牛股出自这里,财富动力网
773,2020-01-17,东莞：工业经济创新驱动指数增幅领跑珠三角,南方网
774,2020-01-13,【安信电子】CES 2020总结：光学应用广泛拓展，智能汽车迎接电子赛道接力棒,晓说电子
775,2020-01-13,【国信电子|投资策略】2019年电子行业回顾及2020年预期,国信电子研究
776,2020-01-08,【兴证电子】CCL行业深度：FR4具备价格弹性，高频高速打开覆铜板成长空间,兴证电子谢恒团队
777,2020-01-02,电路板题材尾盘冲高，生益科技、沪电股份双双冲击涨停,Wind
778,2019-12-31,【安信电子|每日观点】笔电与平板需求提升，台郡Q2环比和同比有望实现双位数增长,晓说电子
779,2019-12-30,科技股集体翻车！黄金坑还是真摔，谁能起死回生？（附股）,e公司
780,2019-12-30,【安信电子】再看VR：脱离故事，回归本质，B端应用不容忽视,晓说电子
781,2019-12-28,天风通信团队：移动启动SPN大规模集采，5G赋能泛在电力物联网（周专题：5G承载网投资机会浅析）,海陆清风
782,2019-12-27,铝基覆铜板公司集体上调报价 六股蓄势待发,证券时报
783,2019-12-23,【安信电子|每周观点】TWS耳机将与手机搭配销售？智能可穿戴势不可挡,晓说电子
784,2019-12-23,生益科技单日市值蒸发超20亿 私募：或与资金落袋为安有关,每日经济新闻
785,2019-12-22,【光大固收】质优中高端PCB龙头，建议积极申购——深南转债（128088.SZ）新券定价报告,EBS固收研究
786,2019-12-22,生益科技：股东详式权益变动报告书更正,Wind
787,2019-12-18,【招商电子】生益科技：五问五答，详解市场疑虑与投资价值,招商电子
788,2019-12-15,【安信电子|每周观点】5G手机下探至两千元以下，渗透率有望持续超预期（本周专题：可穿戴趋势渐起，重点关注智能手表产业链）,晓说电子
789,2019-12-14,【天风通信】云计算持续发展，交换机、光模块需求持续向上（周专题基站电源的市场空间）,海陆清风
790,2019-12-12,同属中证500，信息技术为何大幅领先医药卫生？,养基司令
791,2019-12-12,融资客青睐18股，华孚时尚买入占比高达82.27%,Wind
792,2019-12-08,【安信电子|每周观点】高通发力移动计算，智能终端将迎来百花齐放（附：十三年电子行业复盘）,晓说电子
793,2019-12-06,【招商电子】生益科技跟踪报告：通信招标与股东减持落地，周期成长共振望推动超预期表现 减持股份,招商电子
794,2019-12-02,融资客青睐14股，海亮股份买入占比高达56.82%,Wind
795,2019-11-28,股东抛售意愿依旧强烈，11月以来67家公司超亿元减持,Wind
796,2019-11-27,关注5G增量及国产替代投资机会，一文详解十大投资标的（附股）,云掌财经
797,2019-11-27,【安信电子|每日观点】5G手机价格持续下探，渗透率或将超预期,晓说电子
798,2019-11-27,【华西电子孙远峰-每日观点&资讯】（2019-11-28）,远峰电子
799,2019-11-27,生益科技(600183.SH)：省开发拟将公司6.14%的股份无偿划转至广新集团 资产异常,格隆汇
800,2019-11-27,生益科技(600183.SH)：省外贸完成减持计划 减持2276.184万股 拟减持股份,格隆汇
801,2019-11-27,生益科技：省外贸减持1%公司股份，减持计划已实施完毕 减持股份,Wind
802,2019-11-27,元器件涨价周期在即，这些品类无一幸免！,慧聪电子网
803,2019-11-15,业绩不断超预期的高增长股，24股翻倍，逆市下跌股仅1只（附股）,证券时报
804,2019-11-14,生益科技：大股东省外贸减持0.64%公司股份 减持股份,Wind
805,2019-11-14,生益科技(600183.SH)：省外贸减持1460.254万股 减持股份,格隆汇
806,2019-11-13,联瑞新材(688300.SH)11月15日上市 生益科技既是股东又是主要客户之一,格隆汇
807,2019-11-12,电路板概念午后异动，龙头沪电股份大涨7%,Wind
808,2019-11-11,联瑞新材：IPO前夕机构突击入股 会计师事务所及审计机构均有污点,中金在线
809,2019-11-07,【安信电子|每周观点】华为产业链高潮迭起，全球半导体行业风云变幻，国产替代迎来高光时刻（附：外资对A股电子板块配置分析）,晓说电子
810,2019-11-04,中泰电子刘翔团队|生益科技2019Q3点评：持续验证高频业务成长属性，供需缺口下看好传统CCL价格趋势,刘翔电子研究
811,2019-11-04,胜宏科技(300476.SZ)领涨港A两地覆铜板概念股 龙头大厂发涨价令,格隆汇
812,2019-11-04,MSCI迎第三次扩容 外资动向大揭秘（名单）,证券时报
813,2019-11-04,年内最后一波大反弹要来？175只MSCI中盘股哪些最有潜力（名单）,证券时报网
814,2019-11-03,【安信电子|电子三季报总结】电子制造和PCB热度不减，半导体Q3显著改善,晓说电子
815,2019-11-03,北上资金杀向家电龙头 机构席位抛售科技软件,南方财经网
816,2019-11-01,【安信通信】Q3公募基金通信板块持仓提升，持续向核心公司聚焦,通信投研汪
817,2019-11-01,【生益科技点评】Q3净利润同比49%，新老产品需求均上行,申万宏源电子研究
818,2019-11-01,白马股“爆雷”部分基金提前出逃,金融投资报
819,2019-11-01,【安信电子|基金三季报持仓分析】业绩改善筑底，5G与国产替代加持，Q3电子板块获大幅加仓,晓说电子
820,2019-11-01,信息科技：Q3公募基金通信板块持仓提升 荐6股,安信证券
821,2019-11-01,半导体、电子设备：行业配置比例环比大幅提升 消费电子加仓明显,广发证券
822,2019-11-01,【国盛郑震湘团队】生益科技：涡轮增压多轮驱动，多产品线相继发力,湘评科技
823,2019-10-31,上调评级至买入策略选股（10月31日）,Wind
824,2019-10-31,白马抱团终结？核心蓝筹业绩未超预期，创业板单季飙升，要调仓？,券商中国
825,2019-10-31,427股获券商买入评级 华侨城A目标涨幅达75.75%,Wind
826,2019-10-31,"到底发生了什么多只大牛股集体跌停!刚刚,又有白马股业绩""爆雷""",中国基金报
827,2019-10-31,【东北电子张世杰/程雅琪】生益科技（600183）三季报点评：盈利能力逐步提升，5G驱动业绩上涨,东北证券研究所
828,2019-10-30,10月30日A股龙虎榜揭秘，机构抛售10股,Wind
829,2019-10-30,数据复盘｜12股主力资金净流入超亿元 北上资金连续5日净流入,证券时报网
830,2019-10-30,生益科技龙虎榜数据（10月30日）,Wind
831,2019-10-30,业绩增长持续性存疑，三季报公布后，生益科技股价跌停！,环球老虎财经
832,2019-10-30,白马股也大跌？ 这几类风险需要注意,新浪
833,2019-10-30,生益科技（600183）2019年三季报点评：5G驱动，高频材料龙头起航,国信研究
834,2019-10-30,晨会聚焦191030重点关注半导体、光环新网、珀莱雅、中国国旅、中信特钢、森马服饰、五洋停车、中国汽研、深南电路、生益科技等,国信研究
835,2019-10-30,生益科技10月30日盘中跌停,证券时报网
836,2019-10-30,半导体板块下挫 生益科技、博通集成双双跌停,金融界
837,2019-10-30,快讯：半导体板块早盘下挫 生益科技等多股跌停,新浪
838,2019-10-30,生益科技闪崩跌停，前三季度净利同比增28%,Wind
839,2019-10-30,【招商电子】生益科技：覆铜板盈利弹性确认，进入双引擎驱动期,招商电子
840,2019-10-29,生益科技前三季净利增长29%,金融界
841,2019-10-29,生益科技公布三季报 前三季净利增加28.66%,新浪
842,2019-10-29,生益科技(600183.SH)前三季度净利润升28.66%至10.42亿元,格隆汇
843,2019-10-29,生益科技：前三季实现净利10.42亿 同比增长28.66%,新浪
844,2019-10-29,生益科技：前三季度净利润同比增28.66%,Wind
845,2019-10-29,中英科技二度冲击创业板败北 毛利率差异缩小靠“手动调整”,21世纪经济报道
846,2019-10-28,中英科技再度折戟创业板 高毛利率的坑咋就绕不过去？,时代在线
847,2019-10-25,逾300股年内创历史新高，60股自高点回撤幅度超40%,Wind
848,2019-10-23,中英科技二次闯关IPO，重选可比公司以免“重蹈覆辙”,中金在线
849,2019-10-23,生益科技：5G概念股价翻三倍 研发数据存瑕疵,新浪
850,2019-10-22,生益科技：可转债募投项目预计明年3季度达到可使用状态,第一财经
851,2019-10-16,做好战斗准备，调整到这短线可加仓,德邦证券微资讯
852,2019-10-16,131股获券商买入评级 温氏股份目标涨幅达58.40%,Wind
853,2019-10-15,北向资金逆势净流入近37亿元，中国平安获净买入超5亿元,Wind
854,2019-10-14,10月14日有15家公司获重要股东增减持 方盛制药已被连续减持8次 减持股份,Wind
855,2019-10-14,【兴证电子 谢恒】深度：格局优化，5G和云计算带动通信板持续爆发,兴证电子谢恒团队
856,2019-10-13,生益科技：第一大股东的一致人广东省外贸开发有限公司拟减持不超过1%公司股份 减持股份,Wind
857,2019-10-13,生益科技(600183.SH)：省外贸拟减持不超2276.19万股 拟减持股份,格隆汇
858,2019-10-13,生益科技：第一大股东的一致行动人拟减持不超1%股份 拟减持股份,证券时报网
859,2019-10-11,10月11日午盘两市板块龙虎榜排名(名单),金融界
860,2019-10-11,PCB概念股开盘表现强势,Wind
861,2019-10-11,审核节奏加快 三公司科创板IPO申请过会,中证报
862,2019-10-11,5G基站用PCB价量双增 龙头公司今年以来景气度提升,财富动力网
863,2019-09-25,正中珠江客户联瑞新材将上会 上会前夕变更实控人 控制人变化,新京报
864,2019-09-25,大幅上调目标价策略（9月25日）,Wind
865,2019-09-25,科技股全线跳水，沪电股份逼近跌停,Wind
866,2019-09-25,科技蓝筹股集体调整 生益科技跌逾5%,证券时报网
867,2019-09-23,[快讯]生益科技:高级管理人员减持股份结果 减持股份,中财网
868,2019-09-23,生益科技：总会计师何自强减持38万股 减持股份,Wind
869,2019-09-23,生益科技(600183.SH)：何自强减持计划实施完毕 已减持38万股 拟减持股份,格隆汇
870,2019-09-22,半导体、电子设备：华为新机发布 持续关注产业链投资机会,川财证券
871,2019-09-20,611亿资金争夺20股：主力资金重点出击10股(名单),新浪
872,2019-09-20,PCB板块再度活跃 生益科技涨逾4%,新浪
873,2019-09-20,北上资金继续加仓白酒银行股,Wind
874,2019-09-19,行业景气提升叠加国产替代加速 电子行业进入硬核资产黄金时代,证券网
875,2019-09-19,PCB板块卷土重来，天津普林强势封板,Wind
876,2019-09-17,54只连涨股3日吸金近35亿元 机构+资金锁定14只强势股,证券日报
877,2019-09-16,PCB板块午前异动，龙头生益科技大涨7%,Wind
878,2019-09-15,方正策略:科技股估值提升空间有限 将切换到业绩主导,金融界
879,2019-09-11,覆铜板市场需求持续爆发 超华科技等上游产业链将率先受益,证券之星
880,2019-09-10,一批热门科技股被上调评级 21股获机构扎堆推荐（名单）,证券时报
881,2019-09-09,44股获券商买入评级 松芝股份目标涨幅达73.47%,Wind
882,2019-09-07,PCB为何能成为时下最闪耀的热点,金融投资报
883,2019-09-05,9377亿！两融余额创近4个月新高！融资盘最青睐哪类股？,重庆商报
884,2019-09-05,A股涨声一片！大金融发威，科技、世界铜王、5G妖股逞强,Wind
885,2019-09-04,议市厅丨科技股盛宴，赵老哥1.2亿打板！沪电股份业绩爆表，东方通信之后会否复制十倍神话？,和讯
886,2019-09-04,三大角度择选“成长新星” 谁将复制十倍神话？,证券时报
887,2019-09-04,PCB概念股一路狂飙，这些“小而美”的股票还未动,证券时报
888,2019-09-03,东方通信之后，疯狂的PCB接棒：“三剑客”成科技股发动机，会否复制十倍神话？,中证报
889,2019-09-03,电子元器件行业半年报盘点:通信PCB龙头公司发生了什么,国信证券
890,2019-08-31,生益科技(600183.SH)：副总经理董晓军完成减持集中竞价方式减持16万股 减持股份,格隆汇
891,2019-08-31,生益科技(600183.SH)：高管董晓军减持期过半尚未实施减持,格隆汇
892,2019-08-30,生益科技：副总经理董晓军拟减持不超过16.53万股 减持股份,Wind
893,2019-08-29,生益科技投资者会议：PCB厂家很多但能做好的不多,维库电子市场
894,2019-08-28,正业科技：公司向生益科技提供PCB等相关设备,e公司
895,2019-08-27,生益科技：5G基材全面布局，高频高速PCB盈利高增长,证券时报网
896,2019-08-23,生益科技(600183.SH)：总会计师何自强拟减持不超38.1791万股 拟减持股份,格隆汇
897,2019-08-23,[快讯]生益科技:高级管理人员减持股份计划 拟减持股份,中财网
898,2019-08-23,生益科技：总会计师何自强拟减持不超38.2万股 减持股份,Wind
899,2019-08-23,一文看后市：有效突破2900点需要时间，下周看题材唱戏！,腾讯网
900,2019-08-23,PCB板块再次活跃 生益科技涨逾7%,证券时报网
901,2019-08-22,生益科技今日大宗交易成交8.41万股，成交价23.8元溢价2.9%,Wind
902,2019-08-22,生益科技：受益于5G商用，公司迈入成长新阶段,证券时报网
903,2019-08-21,“国家队”持股路线图曝光！社保基金、证金、汇金大手笔买入这些股票,中证报
904,2019-08-21,百亿级明星私募持股揭秘：王亚伟减仓三聚环保，高毅、景林、淡水泉坚守独门股,Wind
905,2019-08-20,[快讯]生益科技:董事减持股份结果 减持股份,中财网
906,2019-08-20,生益科技(600183.SH)董事陈仁喜减持38.06万股 减持股份,格隆汇
907,2019-08-20,生益科技：董事陈仁喜减持实施完毕，累计减持0.02%股份 减持股份,Wind
908,2019-08-19,PCB板块持续拉升 生益科技涨停明阳电路逼近涨停,金融界
909,2019-08-17,"国元证券：将生益科技评级调高为""买入""",Wind
910,2019-08-17,二季度QFII新进增持29只个股 电子等四行业成最爱,金融界
911,2019-08-16,A股658份中报曝光聪明钱布局密码：QFII、社保新进这些股！,21世纪经济报道
912,2019-08-15,快讯：覆铜板板块领跌两市 生益科技大跌6% 连续下跌,新浪
913,2019-08-14,【中金电子与通信】生益科技(600183.SH)：业绩符合市场预期，5G推动产品毛利率增长,乐平科技视角
914,2019-08-13,【点评|生益科技】中报净利润增速抬头，PCB业务提价超预期,申万宏源电子研究
915,2019-08-13,业绩和股价普遍齐飞 大机构资金继续加码5G细分龙头,大众证券报
916,2019-08-13,5G时代PCB买什么？,半导体风向标
917,2019-08-13,生益科技：2019年半年度主要财务指标,上交所
918,2019-08-13,生益科技：第九届董事会第十八次会议决议公告,上交所
919,2019-08-13,大幅上调目标价策略（8月13日）,Wind
920,2019-08-13,【国信电子|点评】生益科技-5G高频材料龙头，开启新成长周期,国信电子研究
921,2019-08-13,5G概念如火如荼！谁才是核心资产？2图全看懂,证券时报网
