,2021-12-31,荣盛石化：目前已顺利产出光伏料产品,Wind
1115,2020-11-20,北向资金动向盘点：连续增仓“石油石化”,Wind
1116,2020-11-18,景气上行，量价齐升，化工行业迎高光时刻,Wind
1117,2020-11-18,从6家龙头上市公司业绩看前三季度聚酯市场运行情况,中国纺织报
1118,2020-11-18,8股获买入评级 最新:桐昆股份,中财网
1119,2020-11-18,【国金晨讯】图说特斯拉与国内造车新势力；上调通威股份盈利预测；伟星新材：零售至暗时刻已过，同心圆接力成长,国金证券研究所
1120,2020-11-17,化工行业周报：DMC、PA66价格上涨 化工增配时点已至,新浪
1121,2020-11-17,2021年石油化工行业投资策略：守正不移：油价或震荡上行 把握石化龙头竞争力,新浪
1122,2020-11-17,【方正化工】化工周报：玲珑增发及股权激励落地，浙石化获批成品油配额,靠谱化工股
1123,2020-11-16,石油天然气行业：沙特12月亚洲OSP轻微下调 2021年周期性行业估值或得到修复,新浪
1124,2020-11-16,私募通数据周报：本周投资、上市和并购共170起事件 涉及总金额713.10亿元人民币,新浪
1125,2020-11-16,周期股受关注 机构调研PTA双雄,证券时报
1126,2020-11-15,价格跌至14年新低 两家龙头却要逆势扩产,e公司
1127,2020-11-12,新凤鸣(603225)：公告（系列）,证券日报
1128,2020-11-12,石油加工行业每周炼化：终端订单高点已过？,新浪
1129,2020-11-11,深度*行业*化工行业2020年三季报综述：环比向好显著 莫负好时光,新浪
1130,2020-11-11,基础化工行业-海外需求复苏 库存回补 叠加油价上行 全面看多化工,新浪
1131,2020-11-11,“史上最牛投资人”陕煤爱上东华能源,财富动力网
1132,2020-11-11,“抢筹”A股定增，外资机构投资路线图浮现,Wind
1133,2020-11-10,石油化工行业周报：以PTA为例 验证行业龙头集中与成本曲线陡峭化,新浪
1134,2020-11-09,基础化工行业周报：油价上涨 环氧树脂、顺酐 己二酸、有机硅DMC、双酚A等产品价格上涨,新浪
1135,2020-11-09,【方正化工】化工周报：投资化工股是否是时间的朋友？,靠谱化工股
1136,2020-11-08,【太平洋化工柳强团队】2021年投资策略：行业复苏，三条主线掘金大化工行业投资,强大化工
1137,2020-11-08,【中银化工】化工行业2020年三季报综述,点化成金
1138,2020-11-08,桐昆股份(601233)：聚酯利润修复可期 浙石化贡献有望增强,新浪
1139,2020-11-07,化工-2020Q3公募基金化工重仓股分析：化工持仓环比继续上升 白马龙头持股占比进一步提升,新浪
1140,2020-11-06,桐昆股份(601233)：聚酯龙头将重回业绩增长通道,光大证券
1141,2020-11-06,A股异动丨多重利好叠加荣盛石化(002493.SZ)5日升幅超20%创新高,格隆汇
1142,2020-11-05,A股共发生176宗大宗交易成交67.34亿元（11月5日）,Wind
1143,2020-11-05,荣盛石化现1笔大宗交易 共成交905.28万元,新浪
1144,2020-11-05,荣盛石化今日大宗交易成交41万股，成交价22.08元溢价0.0%,Wind
1145,2020-11-04,2021石化年度策略：寻找后疫情时代下的石化投资机会,新浪
1146,2020-11-04,【国金化工】2020Q3业绩改善，基金化工配置占比回升 (2020-11-04),点石化金
1147,2020-11-04,【华安化工 | 事件点评】荣盛石化：浙石化二期投产，打开盈利空间,化工阿尔法
1148,2020-11-03,【方正化工】化工周报：万华聚乙烯投放市场，浙石化二期投入运行,靠谱化工股
1149,2020-11-03,【基金持仓|国信化工】公募机构进一步加仓化工板块，锂电池材料和民营炼化板块更受关注,化工之诚
1150,2020-11-03,石化板块拉升，荣盛石化涨逾6%,Wind
1151,2020-11-03,石油化工板块飙升，荣盛石化、中油工程、桐昆股份领涨,Wind
1152,2020-11-03,机构不甘守成，大宗交易露端倪,Wind
1153,2020-11-02,刘格菘第二！年内四只翻倍基金，他竟独占其三,中证报
1154,2020-11-02,晚间重要公告2020年11月2日星期一,Wind
1155,2020-11-02,石油化工行业周报：原油基本面有所承压 天然气需求向好&长丝价差维持高位,新浪
1156,2020-11-02,荣盛石化：4000万吨/年炼化一体化项目（二期）投产,e公司
1157,2020-10-31,110余家公司第三季度净赚超10亿元,Wind
1158,2020-10-30,荣盛石化(002493)：业绩再创新高 二期项目投产在即 兑现持续成长性,新浪
1159,2020-10-30,荣盛石化炼化项目投产净利翻两倍 毛利率净利率双倍升竞争优势显现,长江商报
1160,2020-10-30,荣盛石化(002493)：炼化项目投产净利翻两倍竞争优势,长江商报
1161,2020-10-30,上市公司三季报赚钱能力谁家强？,上证报
1162,2020-10-29,晚间重要公告2020年10月29日星期四,Wind
1163,2020-10-29,2000亿买啥股？十大爆款基金经理重仓股大曝光,中国基金报
1164,2020-10-29,三季度五大机构持仓路径曝光！,Wind
1165,2020-10-29,【华安化工 | 三季报点评】荣盛石化：三季度业绩大幅增长，浙石化二期即将试运行,化工阿尔法
1166,2020-10-29,【财报智读】荣盛石化：2020年前三季度营业总收入776.15亿元，归母净利润56.52亿元,面包财经
1167,2020-10-29,【面包财报】荣盛石化：2020年前三季度营业总收入776.15亿元，归母净利润56.52亿元,面包财经
1168,2020-10-29,荣盛石化(002493)2020年三季报点评报告：毛利率大幅提升 净利同比增长206%,新浪
1169,2020-10-28,荣盛石化(002493.SZ)：前三季度净利升206.17%至56.52亿元,格隆汇
1170,2020-10-28,荣盛石化：前三季度净利润同比增长206.17%,Wind
1171,2020-10-28,【方正化工】荣盛石化2020三季报点评：浙石化驱动业绩高增长，二期预计年底试运行,靠谱化工股
1172,2020-10-28,【方正化工】化工周报：万华持续上调MDI挂牌价，麦草畏重获美国EPA批准,靠谱化工股
1173,2020-10-26,中泰周期大宗指南第20期：周期品周度运行变化,新浪
1174,2020-10-26,石油化工行业周报：化纤巨头进入大炼化的优势 及盘点海外上游并购和石化产能变化,新浪
1175,2020-10-26,恒逸石化(000703)：业绩持续增长 聚酯景气有望修复,新浪
1176,2020-10-26,基础化工行业周报：油价下跌 双氧水、纯MDI、硝酸铵、丁苯橡胶、PS等产品价格上涨,新浪
1177,2020-10-22,"荣盛石化现4笔大宗交易 共成交6,806.79万元",新浪
1178,2020-10-22,化纤板块延续调整态势，华峰氨纶跌超7%,Wind
1179,2020-10-21,债市信用周报：“15中信国安MTN003”未能按期兑付 博天环境主体等级下调,新浪
1180,2020-10-21,石油石化行业周报：“双十一”订单推动需求增加 涤纶长丝价格持续上涨 涤丝-原料价差扩大,新浪
1181,2020-10-20,石油化工行业周报：机遇与挑战 从近期化纤反弹透视印度石化产业链,新浪
1182,2020-10-19,基础化工行业周报：石化化工三季度业绩增长概况,光大证券
1183,2020-10-19,每周炼化：长丝利润扭亏为正！,新浪
1184,2020-10-18,超700亿元！本周投资、上市和并购共170起事件,重庆商报
1185,2020-10-18,方正策略：当前金融股具备崛起的条件,策略研究
1186,2020-10-18,化工行业周报：海外订单回流带动纺织行业景气回升 继续推荐细分行业龙头和高成长标的,新浪
1187,2020-10-17,石油化工行业点评：涤纶长丝多因素短期拉涨 明年或是供需拐点,新浪
1188,2020-10-16,荣盛石化现4笔大宗交易总成交金额9250万元,证券时报网
1189,2020-10-16,"荣盛石化现4笔大宗交易 共成交9,250.00万元",新浪
1190,2020-10-16,固收日报：猪肉价格拉动CPI快速回落 核心CPI保持平稳,新浪
1191,2020-10-16,2020年三季报抢鲜看：1346份业绩预告揭秘“价值牛”,Wind
1192,2020-10-16,荣盛石化(002493)：新世纪评级调整公司信用等级为AAA,格隆汇
1193,2020-10-15,新世纪评级：上调荣盛石化主体及相关债券的信用等级至AAA,Wind
1194,2020-10-15,荣盛石化(002493.SZ)：新世纪评级调整公司信用等级为AAA,格隆汇
1195,2020-10-15,GPLP犀牛财经看大盘：调整阶段到来 石化正在蓄势待发,GPLP犀牛财经
1196,2020-10-14,石油化工行业2020三季报业绩前瞻：油价反弹兑现库存收益 炼化盈利能力持续上行,新浪
1197,2020-10-14,"荣盛石化现6笔大宗交易 共成交11,988.00万元",新浪
1198,2020-10-14,荣盛石化定增：交银施罗德、九泰、博时旗下多只基金参与,资本邦
1199,2020-10-14,荣盛石化10月迄今已购买至少700万桶中东原油,格隆汇
1200,2020-10-14,开源晨会1014丨出口链改善的结构和弹性；直播赋能电商打造最强“双十一”；开润股份、恒铭达、海澜之家、我爱我家等,开源证券研究所
1201,2020-10-14,定增市场周报：中联重科、太龙照明定价改为竞价 天风证券募资逾百亿发展主业,新浪
1202,2020-10-12,兴业证券石油石化行业周报：备货秋冬装 涤丝下游需求转好 涤丝-原料价差继续扩大,新浪
1203,2020-10-12,53家三季报率先亮相，业绩上修、环比改善成焦点,Wind
1204,2020-10-12,【开源化工】巨化股份点评报告：收购浙石化20%股权，投资收益将显著改善业绩,Au化工
1205,2020-10-12,2020H1全球炼化企业对比：行业景气度筑底 民营大炼化逆势扩张,新浪
1206,2020-10-11,【光大金工|定增周报】近期定增项目维持高募资比例，农银智增基金即将发售,EBQuant
1207,2020-10-11,化工行业研究：化工品价格景气上行 关注细分行业龙头 继续推荐高成长标的,新浪
1208,2020-10-10,恒力石化(600346)：PTA拟布局华南 员工持股持续推进,新浪
1209,2020-10-09,开门红！A股进入三季报时间，业绩浪开启,Wind
1210,2020-10-09,石油天然气：沙特11月亚洲OSP轻微上调 关注周期回升中国营炼厂估值修复,新浪
1211,2020-10-09,石化行业2020年三季报前瞻：曙光乍现 黎明已至,新浪
1212,2020-10-09,巨化股份(600160)：资本腾挪拟购浙石化20%股权,中国经营网
1213,2020-10-08,荣盛石化(002493.SZ)披露定增情况：汇安基金管理获配约10.5亿元的股份,格隆汇
1214,2020-10-08,9月大宗交易成交暴增！科技、大消费股高位减持，机构席位要成接盘侠？ 减持股份,每日经济新闻
1215,2020-10-03,巨化股份资本腾挪 拟购浙石化20%股权,新浪
1216,2020-09-30,【方正化工】化工周报：内外需回暖，化工龙头迎来投资良机,靠谱化工股
1217,2020-09-30,基金紧盯三季报寻找投资之锚，医药股仍是心头好,中证报
1218,2020-09-29,"荣盛石化现1笔大宗交易 共成交3,983.10万元",新浪
1219,2020-09-28,580家上市公司披露三季报预告 荣盛石化暂列A股盈利王,--
1220,2020-09-28,化工行业周报：调整不改中长期方向 继续看好化工高成长公司,新浪
1221,2020-09-28,每周炼化：长丝利润全面回升！,新浪
1222,2020-09-28,“炼化-化纤”产业链周报：宁波规划6000万吨炼油产能 海利得越南基地工业长丝陆续投产,新浪
1223,2020-09-28,580家公司发布三季报预告 预喜率超四成,证券时报
1224,2020-09-28,化工行业：龙头价值穿越周期 积极拥抱新材料机遇,财富动力网
1225,2020-09-27,大宗指南：周期品周度运行变化,新浪
1226,2020-09-27,基础化工周报：政策加码助推半导体材料发展 万华上调MDI挂牌价,光大证券
1227,2020-09-27,石油化工行业周报：原油基本面或有承压 长丝销售节前明显好转,新浪
1228,2020-09-27,基础化工：油价下跌 液氯、环氧丙烷、碳酸二甲酯DMC、三聚氰胺、纯MDI等产品价格上涨,新浪
1229,2020-09-27,疯狂接盘医药股！机构借道大宗交易一周狂买近60亿元,上证报
1230,2020-09-26,节后这些公司将打响三季报第一枪 如何踩准季报行情？,新浪
1231,2020-09-26,中泰化工周度观点20W39：万华10月挂牌价发布 聚氨酯产业链价格向上,新浪
1232,2020-09-25,"荣盛石化现7笔大宗交易 共成交22,744.00万元",新浪
1233,2020-09-24,"荣盛石化现1笔大宗交易 共成交17,335.08万元",新浪
1234,2020-09-22,"荣盛石化现7笔大宗交易 共成交9,991.66万元",新浪
1235,2020-09-21,关键词：荣盛石化、陕西煤业、大炼化千亿新起点、煤炭集团整合、天然气官网改革,樨樨和她的油气小伙伴
1236,2020-09-21,石油化工行业周报：炼厂开工率降低影响原油需求 海外石化供给受损、国内需求向好,新浪
1237,2020-09-21,"荣盛石化现1笔大宗交易 共成交9,036.50万元",新浪
1238,2020-09-21,石油化工／基础化工行业周报(第三十八周),新浪
1239,2020-09-21,188家中小板公司前三季业绩亮相 40.43%预增,证券时报
1240,2020-09-20,化工周度观点：巨化拟收购浙石化20%股份 关注炼化价值重估,新浪
1241,2020-09-18,巨化股份拟收购浙石化20%股权，标的公司上半年净利超44亿元,e公司
1242,2020-09-18,荣盛石化：累计新增借款333亿，占上年末净资产80% 大额借贷担保,中国能源网china5e
1243,2020-09-15,"荣盛石化现1笔大宗交易 共成交6,640.00万元",新浪
1244,2020-09-15,191家公司三季报预喜，北上资金增持“备货”28股,中国财富网
1245,2020-09-14,【方正化工】化工周报：万华化学BC装置复产，恒逸石化拟建文莱炼化二期,靠谱化工股
1246,2020-09-14,石油化工-“炼化-化纤”产业链周报：油价大跌9% 美国十多年来首次新增PP产能,新浪
1247,2020-09-14,石油化工行业周报：炼厂开工率降低影响原油需求 海外石化供给受损、国内需求向好,新浪
1248,2020-09-14,信用负面周度回顾20200907-20200911,郁言债市日常跟踪
1249,2020-09-13,中泰化工周度观点：油价短期回调 中期向上趋势不变,新浪
1250,2020-09-12,谁会受益低油价？,上证报
1251,2020-09-11,荣盛石化：累计新增借款333亿，占上年末净资产80% 大额借贷担保,中国经济网
1252,2020-09-11,"荣盛石化现3笔大宗交易 共成交4,498.95万元",新浪
1253,2020-09-11,北上资金和融资客大手笔加仓股仅14只,证券时报网
1254,2020-09-08,石油加工行业每周炼化：织机开工率回升！,新浪
1255,2020-09-08,"荣盛石化现1笔大宗交易 共成交6,600.00万元",新浪
1256,2020-09-07,石油化工行业2020年中报综述：行业景气不断回升 看好具备一体化产业链优势头部企业,新浪
1257,2020-09-07,荣盛石化：当年累计新增借款占2019年未经审计净资产的80.14% 大额借贷担保,Wind
1258,2020-09-07,化工行业周报：看好优质赛道成长标的 关注维生素及周期白马龙头,新浪
1259,2020-09-06,中泰化工周度观点20W36：TDI价格大幅上涨 看好长期供给格局改善,新浪
1260,2020-09-04,供不应求+核心原料短缺，分散染料掀起涨价潮，行业龙头市盈率不足10倍,证券时报网
1261,2020-09-02,荣盛石化(002493.SZ)：完成发行10亿元绿色公司债券,格隆汇
1262,2020-09-02,中报出炉 萧企A股上市公司营收1600亿,新华网
1263,2020-09-02,恒逸石化(000703)2020中报：聚酯主业好于预期 文莱炼化贡献增量,新浪
1264,2020-09-01,每周炼化：坯布小幅去库存？,新浪
1265,2020-09-01,化工行业周报：纯碱MDI维生素价格上涨 积极增配化工,新浪
1266,2020-09-01,全产业链优势凸显 多家民营石化上市公司业绩爆发,上证报
1267,2020-08-31,石油化工行业周报：渐行渐近的石化周期 飓风影响美国炼化产能或致短期供给紧张,新浪
1268,2020-08-31,基础化工行业周报：油价上涨 聚合MDI、液氯、PVC糊树脂、纯碱、DMF等产品价格上升,新浪
1269,2020-08-31,荣盛石化(002493.SZ)：2020年绿色公司债券(第二期)票面利率定为4.79%,格隆汇
1270,2020-08-28,【华安化工】恒逸石化：文莱项目投产带动业绩增长，股份回购彰显信心,化工阿尔法
1271,2020-08-28,【方正化工】化工周报：万华 MDI 挂牌价持续上调，万华玲珑等公司上价值榜,靠谱化工股
1272,2020-08-27,三季报抢鲜看：95家公司预喜，这些股已异动,Wind
1273,2020-08-27,荣盛石化(002493.SZ)拟发行不超10亿元绿色公司债,格隆汇
1274,2020-08-25,【重磅|深度，开源煤炭&石化】桐昆股份：长丝龙头受益需求复苏，参股浙石化布局一体化,能源观察站
1275,2020-08-24,石油化工／基础化工行业周报(第三十四周),新浪
1276,2020-08-24,前三季业绩暴增中小板股名单,证券时报
1277,2020-08-23,中泰化工周度观点20W34：广东省下发《塑料污染治理意见》 看好生物降解塑料,新浪
1278,2020-08-23,基础化工行业周报：核心布油价格下跌 丙酮、维生素、TDI、纯MDI、ABS等产品价格上涨,新浪
1279,2020-08-21,新亮点已现，超百家三季报业绩预告抢先看,Wind
1280,2020-08-20,超百家上市公司预告三季报，三大行业预喜领跑,Wind
1281,2020-08-19,能源行业日报：中海油发半年报 资本支出维持较高水平,新浪
1282,2020-08-19,化工行业周报：纯MDI、PO价格持续上涨 积极增配化工,新浪
1283,2020-08-19,A股午盘综述：上证指数午盘下滑0.3%，疫苗板块跌6%,Wind
1284,2020-08-19,石油化工板块连续拉升，荣盛石化涨近6%、恒逸石化涨3%,Wind
1285,2020-08-18,三季报抢先看！12股有望净利润同比翻倍,中国财富帮
1286,2020-08-18,700多家公司披露半年报业绩，逾半数盈利同比增长,Wind
1287,2020-08-17,荣盛石化(002493)：浙石化一期助力业绩同比增长 二期项目保障未来成长,新浪
1288,2020-08-17,荣盛石化(002493)：荣盛系两公司净利均增逾2倍,长江商报
1289,2020-08-17,77股获券商买入评级 荣盛发展目标涨幅达59.39%,Wind
1290,2020-08-17,荣盛系两公司净利均增逾2倍 李水荣年内财富增长超200亿,长江商报
1291,2020-08-15,前三季业绩高增长股提前看，13股净利润增幅翻倍,证券时报
1292,2020-08-15,25家公司前三季度业绩预喜，已走出疫情影响,Wind
1293,2020-08-15,25家公司前三季度业绩预喜,中证报
1294,2020-08-14,首批前三季度业绩预告出炉！这些公司净利润翻倍,中证报
1295,2020-08-14,荣盛石化(002493)：浙石化业绩释放 新一轮发展空间打开,新浪
1296,2020-08-14,上调评级至买入策略选股（8月14日）,Wind
1297,2020-08-13,荣盛石化(002493)：打造世界级炼化基地 盈利逐步爆发 维持“买入”,新浪
1298,2020-08-13,28公司获得增持评级-更新中,中财网
1299,2020-08-13,荣盛石化半年报：净利暴增206% 浙石化四期或在年内投产,21世纪经济报道
1300,2020-08-13,荣盛石化(002493)：浙石化全面投产助力业绩大增 二季度ROE年化高达32.5%！,新浪
1301,2020-08-13,荣盛石化(002493)：炼化一期顺利投产、二期快速推进 步入成长路,华安证券
1302,2020-08-13,4000万吨炼化一体化项目高效运行荣盛石化上半年净利,纺织网
1303,2020-08-13,终端略回暖，原料趋稳，纱线区域差异加大，低价出货加,纺织网
1304,2020-08-13,荣盛石化(002493)：浙石化支撑业绩增长 预计三季度业绩环比进一步改善,新浪
1305,2020-08-12,荣盛石化(002493)中报点评：浙石化一期炼化一体化项目投产大幅提升公司业绩,新浪
1306,2020-08-12,荣盛石化(002493)半年报点评：半年业绩高增 二期项目预计年底建成,新浪
1307,2020-08-12,深度*行业*化工行业2020半年报前瞻：产品价格重心整体下移 公司业绩承压 盈利能力下降,新浪
1308,2020-08-12,荣盛石化(002493)：浙石化投产、盈利高增长,新浪
1309,2020-08-12,【方正化工】荣盛石化2020中报点评：浙石化驱动业绩高增长，二期预计2020年底投产试运行,靠谱化工股
1310,2020-08-12,【面包财报】荣盛石化：第二季度归母净利润19.82亿元，同比增长348.92%,面包财经
1311,2020-08-12,【财报智读】荣盛石化：第二季度归母净利润19.82亿元，同比增长348.92%,面包财经
1312,2020-08-12,今日36公司公布半年报4家业绩增幅翻倍,证券时报网
1313,2020-08-12,A股早报2020年8月12日星期三,Wind
1314,2020-08-12,不惧疫情上半年狂赚32亿！中国最强纺织龙头借延伸产业链实现高增长,第一纺织网
1315,2020-08-11,4000万吨炼化一体化项目发力 荣盛石化上半年净利增206.55%,e公司
1316,2020-08-11,公告精选：东方财富、荣盛石化等上半年业绩大增,e公司
1317,2020-08-11,荣盛石化：上半年净利润32.1亿元 同比增长207%,e公司
1318,2020-08-11,荣盛石化：前三季度预计净利润同比增长1.98倍~2.25倍,Wind
1319,2020-08-11,荣盛石化(002493.SZ)：上半年净利升206.55%至32.08亿元,格隆汇
1320,2020-08-11,荣盛石化：上半年净利润同比增长206.55%,Wind
1321,2020-08-11,化工行业周报：聚氨酯产业链价格大幅上涨 积极增配化工,新浪
1322,2020-08-10,石油加工行业每周炼化：聚酯市场“至暗时刻”已过？,新浪
1323,2020-08-10,石油石化行业周报：国际原油价格上涨 PTA-PX价差扩大,新浪
1324,2020-08-09,化工行业研究：看好化工高成长公司迎来戴维斯双击 关注维生素独立行情,新浪
1325,2020-08-08,【方正化工】化工周报：万华MDI挂牌价大幅上调，玲珑再登亚洲品牌500强榜单,靠谱化工股
1326,2020-08-08,中泰化工周度观点20W31：间苯二胺价格上调 关注染料产业链,新浪
1327,2020-08-08,石油化工行业点评：民营大炼化中报业绩向好 持续扩张打开成长空间,新浪
1328,2020-08-08,揭秘本周大宗交易：机构席位扫货这8只个股，荣盛石化买入金额第一（附名单）,每日经济新闻
1329,2020-08-05,石油天然气行业：炼化板块投资热度快速升温；建议关注滞涨标的补涨机会,新浪
1330,2020-08-05,荣盛石化现3笔大宗交易总成交金额1.03亿元,证券时报网
1331,2020-08-05,"荣盛石化现3笔大宗交易 共成交10,274.00万元",新浪
1332,2020-08-04,化工行业周报：MDI、TDI价格上涨 积极增配优质周期成长股,新浪
1333,2020-08-03,7月金股组合盈利17.26% 8月荐股名单出炉,新浪
1334,2020-08-03,"荣盛石化现3笔大宗交易 共成交9,996.00万元",新浪
1335,2020-08-03,石油化工／基础化工行业周报(第三十一周),新浪
1336,2020-08-01,荣盛石化(002493)首次覆盖报告：炼化-聚酯一体化龙头开启市值“三级跳”,新浪
1337,2020-07-31,53股昨日获机构买入评级 12股上涨空间超20%,证券时报网
1338,2020-07-30,荣盛石化(002493)深度研究报告：民营炼厂龙头 跨越式发展进入兑现期,新浪
1339,2020-07-30,2020财富中国500强揭晓，纺织服装19家上榜,财富中文网
1340,2020-07-30,A股早报2020年7月30日星期四,Wind
1341,2020-07-29,"荣盛石化现1笔大宗交易 共成交30,893.60万元",新浪
1342,2020-07-29,A股早报2020年7月29日星期三,Wind
1343,2020-07-28,基础化工：油价上涨 丁二烯、MDI-50、R125、环氧树脂、软泡聚醚等产品价格上涨,新浪
1344,2020-07-28,48股大宗交易超千万元 荣盛石化交易额最高,证券时报网
1345,2020-07-28,透视大宗交易：7月28日共成交132笔，荣盛石化成交5亿元,每日经济新闻
1346,2020-07-28,每周炼化：FDY产销局部放量！,新浪
1347,2020-07-28,A股早报2020年7月28日星期二,Wind
1348,2020-07-27,53股大宗交易超千万元 荣盛石化交易额最高,证券时报网
1349,2020-07-27,中证指数公司：8月6日发布中证兴业证券ESG盈利100指数,Wind
1350,2020-07-26,中泰化工周度观点：科思创及陶氏半年报发布 看好聚氨酯需求回暖,新浪
1351,2020-07-25,【方正化工】化工周报：涤纶长丝、PTA价格上涨，化工龙头迎来布局良机,靠谱化工股
1352,2020-07-24,石油化工行业：国家管网资产注入落地 关注上下游投资机会！,新浪
1353,2020-07-24,石油化工行业点评报告：石油石化配置续创历史新低 关注龙头及偏成长相关标的,新浪
1354,2020-07-23,乘风破浪周期之化工篇：拥抱周期成长龙头,赵辰看周期
1355,2020-07-23,基础化工行业周报：PPI从环比转正趋向同比转正 加配化工正当时,光大证券
1356,2020-07-22,石油化工板块涨幅超过3%，荣盛石化再创新高,Wind
1357,2020-07-21,百里挑一！二季度业绩突然加速，这些公司半年报很有后劲,上证报
1358,2020-07-21,69股获券商买入评级 闻泰科技目标涨幅达53.76%,Wind
1359,2020-07-21,A股重上3300点！百股涨停、339家公司创本月新高,Wind
1360,2020-07-21,二季度业绩突然加速 这些公司半年报很有后劲！,上证报
1361,2020-07-20,量化周报：预测下周市场整体呈现反弹,新浪
1362,2020-07-20,降雨冲淡成品油市场，但民营炼化长期竞争力强,第一财经
1363,2020-07-20,石油石化行业周报：三大机构发布原油市场月报 全球原油需求降幅缩窄,新浪
1364,2020-07-20,“炼化-化纤”产业链周报：荣盛石化中报利润预增196%-221%,新浪
1365,2020-07-20,快讯：荣盛石化涨停 报于17.28元,金融界
1366,2020-07-20,工业、材料批量涨停，经济复苏打造“强国牛”,Wind
1367,2020-07-20,A股异动 | 荣盛石化(002493.SZ)逼近涨停破顶 绩后获多家券商唱好,格隆汇
1368,2020-07-20,同比增长196%-221%！荣盛石化半年度净利润爆发式增长！,纺织网
1369,2020-07-20,A股早报2020年7月20日星期一,Wind
1370,2020-07-19,【开源煤炭石化-张绪成】石化周报：8月原油减产进入第二阶段，炼化预计中报业绩大增,能源观察站
1371,2020-07-18,石化行业周报：关注石化中游油气及化工储运行业(20200718),新浪
1372,2020-07-17,荣盛石化(002493)：浙石化业绩向好 一体化炼厂优势显著,新浪
1373,2020-07-17,【天风石化】荣盛石化：浙石化带动业绩增长，二期项目即将试车,樨樨和她的油气小伙伴
1374,2020-07-17,一周通读：光大证券重点报告精选,光大证券
1375,2020-07-17,荣盛石化(002493)：中报同比增长196-221% 上调盈利预测及目标价,新浪
1376,2020-07-17,"荣盛石化现3笔大宗交易 共成交20,508.18万元",新浪
1377,2020-07-16,荣盛石化(002493)：民营石化巨头、浙江石化开启成长新篇章,新浪
1378,2020-07-16,荣盛石化现1笔大宗交易 共成交867.54万元,新浪
1379,2020-07-15,2020年石化半年度策略报告：需求持续改善、政策助力发展,新浪
1380,2020-07-15,"荣盛石化现1笔大宗交易 共成交6,960.00万元",新浪
1381,2020-07-15,千金难买牛回头？ 8金股短调后望持续走高,巨丰财经
1382,2020-07-15,荣盛石化(002493)：2Q20业绩预增符合预期；浙石化项目一期盈利能力逐步显现,新浪
1383,2020-07-14,荣盛石化上半年净利润预计超31亿元,北京商报
1384,2020-07-14,荣盛石化：上半年预计净利润同比增长1.96倍~2.21倍,Wind
1385,2020-07-14,荣盛石化：预计上半年净利润为同比增长196%-221%,新浪
1386,2020-07-14,荣盛石化：上半年净利同比预增196%-221%,e公司
1387,2020-07-14,荣盛石化：预计上半年盈利31亿元-33.6亿元，同比增长196%-221%,Wind
1388,2020-07-14,荣盛石化获得成品油出口资质 全球炼化龙头启航,凤凰网
1389,2020-07-13,每周炼化：部分涤丝工厂减产降负！,新浪
1390,2020-07-13,7月11日午间重要公告集锦,中国证券网
1391,2020-07-13,荣盛石化子公司获成品油非国营贸易出口资格,中国证券网
1392,2020-07-13,荣盛石化(002493.SZ)：浙石化成品油非国营贸易出口资格获批,格隆汇
1393,2020-07-12,石化行业周报：国内页岩气的新一轮发展有望开启,新浪
1394,2020-07-10,一周通读：光大证券重点报告精选,光大证券
1395,2020-07-10,石油天然气：浙石化获批成品油出口资格；成品油市场改革再下一城,新浪
1396,2020-07-09,"荣盛石化现1笔大宗交易 共成交9,920.90万元",新浪
1397,2020-07-08,荣盛石化涨3.45%，股价创历史新高,证券时报网
1398,2020-07-08,【天风研究·固收】信用早早报（7月8日）,--
1399,2020-07-07,债券重大事件2020年7月7日星期二,Wind
1400,2020-07-07,荣盛石化：当年累计新增借款占2019年未经审计净资产的63.52% 大额借贷担保,Wind
1401,2020-07-07,荣盛石化(002493.SZ)：上半年累计新增借款264.04亿元 大额借贷担保,格隆汇
1402,2020-07-07,化工行业：民营大炼化-景气底部彰显价值本色,广发证券
1403,2020-07-06,化工行业周报：焦炭炭黑价格持续上涨 周期股迎来估值修复机会,新浪
1404,2020-07-06,基础化工行业周报：关注低估值及较高成长性的二线蓝筹,光大证券
1405,2020-07-06,A股早报2020年7月6日星期一,Wind
1406,2020-07-05,石化行业周报：油价及政策推动石化行业发展,新浪
1407,2020-07-04,化工行业周报：东方证券化工周报-7月第1周,新浪
1408,2020-07-04,石油化工行业周报：库存降幅创半年新高 油价维持40美元以上高位,新浪
1409,2020-07-03,46股大宗交易超千万元 荣盛石化交易额最高,证券时报网
1410,2020-07-03,犀牛财经晚报：格力电器被中国移动取消中标资格 娃哈哈回应IPO传闻,GPLP犀牛财经
1411,2020-07-03,透视大宗交易：7月3日共成交128笔，荣盛石化成交7.31亿元,每日经济新闻
1412,2020-07-03,中报将至，分析师火速挖掘一匹业绩暴增黑马，生产装置负荷高达130%,财富动力网
1413,2020-07-03,"荣盛石化现8笔大宗交易 共成交73,090.21万元",新浪
1414,2020-07-03,荣盛石化现8笔折价大宗交易 机构卖出7.31亿元,e公司
1415,2020-07-02,石油石化行业半年度策略报告：淡化板块 沿业绩确定性精选个股,新浪
1416,2020-07-02,荣盛石化(002493)：业绩高增长 重申“买入”评级,新浪
1417,2020-07-02,化工2020年度中期投资策略：至暗时刻已过 聚焦C3&C2、民营炼化及油服-长江石化,新浪
1418,2020-06-30,93家公司获机构调研（附名单）,证券时报网
