,2021-12-31,"建业地产与中国铁建地产签约,将在代建、装配式建筑等领域合作",金融界
1897,2020-02-10,小摩增持中国铁建(01186)432.11万股，每股作价7.59港元,智通财经
1898,2020-02-10,【权益变动】中国铁建(01186-HK)获摩根大通增持约432.11万股,财华社
1899,2020-02-10,【太平洋建筑】短期板块暂时承压，关注高成长子行业独立行情—周观点0209,微信
1900,2020-02-09,不赚钱、不同权、不在境，科创板催生的新型A股上市公司,野马财经
1901,2020-02-08,保利、华润等多家央企主动减免租金与商户共渡难关,Wind
1902,2020-02-08,保利、华润等多家央企主动减免租金与商户共渡难关,中证网
1903,2020-02-08,2020年1月拿地榜：中国海外发展夺魁,乐居财经
1904,2020-02-07,中国铁建争分夺秒建设“方舱医院”,国资委
1905,2020-02-05,中国铁建：联合体中标155亿元项目,e公司
1906,2020-02-05,中国铁建(01186.HK)联合体中标临沂河东凤凰岭产城融合项目,格隆汇
1907,2020-02-05,2019年，中国铁建海外市场主打“桥牌”,一带一路高参
1908,2020-02-03,【太平洋建筑】疫期建筑业短期或受扰动，中长期不改上行趋势—周观点0202,微信
1909,2020-01-31,中国铁建旗下三公司向湖北捐赠2100万,新京报
1910,2020-01-31,中国铁建捐赠2100万元 全力支持武汉抗击疫情,新浪
1911,2020-01-23,"中国铁建现1笔大宗交易 共成交1,403.58万元",新浪
1912,2020-01-23,中国铁建(01186)完成赎回于2021年到期的可换股债券,智通财经
1913,2020-01-23,中国铁建(01186.HK)完成赎回32.95亿元债券,格隆汇
1914,2020-01-23,新产业平台聚焦环保新业态,中国环境报
1915,2020-01-22,中国铁建：2019年实现签约销售金额1254.181亿元 同比增34.2%,中国网
1916,2020-01-22,33股获买入评级最新:中国铁建,中财网
1917,2020-01-22,中国铁建点评：订单实现高位增长，国改推进有望激发经营活力【天风建筑唐笑团队】,笑谈建筑
1918,2020-01-21,中国铁建现1笔大宗交易 共成交778.40万元,新浪
1919,2020-01-21,突破2万亿 中国铁建2019年新签再创历史新高,新浪
1920,2020-01-21,中泰国际：中国铁建2019年新签合同额按年升26%,新浪
1921,2020-01-21,盘前必读公告：上市公司重大消息一览！,巨丰财经
1922,2020-01-20,中国铁建：中标约15.56亿元棚户区改造项目,金融界
1923,2020-01-20,晚间重要公告2020年1月20日星期一,Wind
1924,2020-01-20,中国铁建联合体中标廊坊11个棚改项目 总投资逾69亿元,观点地产网
1925,2020-01-20,中国铁建(01186)中标南京地铁9号线一期工程施工总承包D.009.X-TA02标 中标价43亿元,智通财经
1926,2020-01-20,中国铁建(01186)下属拟与昆明钢铁控股合作投资安宁市昆钢本部搬迁转型项目,智通财经
1927,2020-01-20,中国铁建(01186)：联合体中标廊坊临空经济区11个村街棚户改造项目 总投资约62.25亿元,智通财经
1928,2020-01-20,中国铁建(01186.HK)2019年新签合同额升26.66%至2万亿元,格隆汇
1929,2020-01-20,中国铁建：与“昆明钢铁控股”签下约133.6亿元项目投资合作协议,Wind
1930,2020-01-20,中国铁建：中标南京地铁约43.32亿元施工项目,Wind
1931,2020-01-20,中国铁建(01186.HK)中标43.3亿元南京地铁工程施工总承包项目,格隆汇
1932,2020-01-20,中国铁建：中标约62.25亿元棚改项目,Wind
1933,2020-01-20,中国铁建(01186.HK)下属联合体中标廊坊62.25亿元棚户区改造项目,格隆汇
1934,2020-01-20,中国铁建(01186.HK)近日新签133.6亿元重大合同,格隆汇
1935,2020-01-19,【权益变动】中国铁建(01186-HK)获摩根大通增持约77.63万股,财华社
1936,2020-01-18,中国铁建又添新军 聚焦新产业发展,中新网
1937,2020-01-18,聚焦新兴产业 中铁建发展集团在京成立,新华网
1938,2020-01-17,基建存在哪些机遇？,Wind
1939,2020-01-16,中国铁建中标170亿元哥伦比亚有轨电车项目,国资委
1940,2020-01-15,摩根大通减持中国铁建(01186)约323.64万股 每股作价8.9港元 减持股份,智通财经
1941,2020-01-15,【增减持】中国铁建(01186.HK)遭JP Morgan减持366万股 减持股份,格隆汇
1942,2020-01-15,【权益变动】中国铁建(01186-HK)被摩根大通减持约366.96万股 减持股份,财华社
1943,2020-01-14,中国铁建(01186)审议通过公司总部金融机构综合授信的议案,智通财经
1944,2020-01-14,中国铁建：中标近245亿元PPP项目,e公司
1945,2020-01-14,中国铁建：拟开展不超过300亿元、30亿美元新增综合授信业务,中国网
1946,2020-01-14,中国铁建：同意2家子公司分别参与两个项目的投资建设,中国网
1947,2020-01-14,中国铁建(01186.HK)与工商银行等境内外金融机构继续办理授信业务,格隆汇
1948,2020-01-14,中国铁建(01186.HK)子公司拟组成联合体参与安庆高铁项目投资建设,格隆汇
1949,2020-01-14,中国铁建：中标天津地铁8号线一期工程PPP项目,中国网
1950,2020-01-14,中国铁建(01186.HK)联合体中标244.8亿元天津地铁8号线一期工程PPP项目,格隆汇
1951,2020-01-13,中国铁建联合体中标皇岗路快速化改造工程项目 中标价100.9亿元,智通财经
1952,2020-01-13,中国铁建(01186-HK)中标皇岗路改造工程,财华社
1953,2020-01-13,中国铁建(01186.HK)：2018年可续期公司债利息适用企业所得税政策,格隆汇
1954,2020-01-13,中国铁建(01186.HK)中标100.9亿元施工项目,格隆汇
1955,2020-01-13,分拆上市新规满月 A拆A潮起,时代周报
1956,2020-01-13,【增减持】中国铁建(01186.HK)获JPMorgan增持77.63万股,格隆汇
1957,2020-01-13,航天科工与中国铁建签署战略合作协议,国资委
1958,2020-01-13,分拆新规落地两家上海国企“尝鲜” 国内最大海上风电整机商即将分拆上市,长江商报
1959,2020-01-13,“分拆新规”满月 3家公司拟“A拆A” 中国铁建和上海电气选择子公司科创板上市,证券日报
1960,2020-01-12,【国盛建筑】周观点：专项债发行大幅增长，继续推荐建筑蓝筹与钢构龙头,微信
1961,2020-01-10,科特迪瓦电网项目首段通电试运营,中国机经网
1962,2020-01-10,太平人寿投资65亿元 增资中国铁建债转股项目,财经网
1963,2020-01-09,上海建工拟分拆子公司主板上市！新规出台再掀分拆上市潮流？,资本邦
1964,2020-01-08,中国铁建(01186)及下属公司联合体中标滨海快线第2标段 中标价50.49亿元,智通财经
1965,2020-01-08,中国铁建签订173亿元海外轨交项目合同,金融界
1966,2020-01-08,中国铁建：签署哥伦比亚波哥大西部有轨电车特许经营项目合同,中国网
1967,2020-01-08,中国铁建(601186.SH)联合体中标50.49亿元滨海快线第2标段,格隆汇
1968,2020-01-08,中国铁建：50.49亿元中标滨海快线第2标段工程,中国网
1969,2020-01-08,中国铁建：联合体中标滨海快线50亿元项目,第一财经
1970,2020-01-08,中国铁建(01186.HK)新签172.62亿元海外合同,格隆汇
1971,2020-01-08,中国铁建(01186.HK)联合体中标50.5亿元城际铁路工程项目,格隆汇
1972,2020-01-08,交银国际：维持中国铁建(01186)“买入”评级 目标价10.8港元,智通财经
1973,2020-01-08,两家国企“身先士卒”试水分拆，科创板成境内外上市公司分拆首选,Wind
1974,2020-01-07,中国铁建与航空工业签署战略合作框架协议,e公司
1975,2020-01-07,交银国际：中国铁建维持买入评级 目标价10.80港元,新浪
1976,2020-01-07,分拆上市第二单来了！最全概念股一网打尽(附名单),中财网
1977,2020-01-07,【太平洋建筑】专项债持续放量，重视低估值龙头投资机会-周观点0111,微信
1978,2020-01-03,中国企业首个莫斯科地铁工程9条隧道全部贯通中国铁建承建,国资委
1979,2020-01-01,【中信证券建筑 罗鼎团队】周观点：交通运输部等统筹抓好复工开工，MLF及LPR或较大概率下行,Citics建筑
1980,2020-01-01,【中信证券建筑 罗鼎团队】周观点：关注逆周期调节发力（20200223）,Citics建筑
1981,2019-12-31,中国铁建：新签逾136亿元海外合同,证券时报网
1982,2019-12-31,中国铁建(601186.SH)新签19.41亿美元海外合同,格隆汇
1983,2019-12-31,中国铁建：“中铁十九局”签下约136亿元人民币海外工程合同,Wind
1984,2019-12-31,中国铁建：2019年销售额逾1000亿,观点地产网
1985,2019-12-31,中国铁建中标13亿元海上风电项目,国资委
1986,2019-12-31,国内首条穿海地铁开通运营,国资委
1987,2019-12-31,承包方相互揭发 中国铁建子公司员工姐夫受贿被曝光 其他违规处罚,新浪
1988,2019-12-30,中国铁建(01186)下属联合中标张家港高铁新城基建项目工程总承包 涉资近147亿元,智通财经
1989,2019-12-30,中国铁建(01186)33.21亿元中标厦门市轨道交通6号线工程土建施工总承包,智通财经
1990,2019-12-30,中国铁建中标两项重大工程,上证报
1991,2019-12-30,中国铁建(601186.SH)中标33.21亿元厦门轨道交通6号线(林埭西至华侨大学段)总承包,格隆汇
1992,2019-12-30,中国铁建(601186.SH)下属联合体中标146.68亿元基础设施及公共建设配套投资建设项目,格隆汇
1993,2019-12-30,中国铁建：中标近180亿元重大工程项目,e公司
1994,2019-12-30,中国铁建：中标逾33亿元厦门市轨交工程项目,Wind
1995,2019-12-30,中国铁建：中标逾33亿元厦门市轨交工程项目,e公司
1996,2019-12-30,中国铁建前三季净利增15% 拟拆分子公司上市降负债率,长江商报
1997,2019-12-30,中企承建莫斯科地铁项目隧道贯通,Wind
1998,2019-12-28,9点1氪 | 苹果盘中市值超1.3万亿美元；优衣库创始人辞任软银独董；柔宇科技计划赴美IPO，最多融资10亿美元,36氪
1999,2019-12-27,中国铁建将获取西班牙Aldesa的75％股权,新浪
2000,2019-12-26,中国铁建与恒大集团签署战略合作协议,Wind
2001,2019-12-26,中国铁建与恒大集团达成全面战略合作,浙江在线
2002,2019-12-26,成都轨道交通建设提速 轨道交通运营里程达341公里,中新网
2003,2019-12-26,建材：总量降速提质 荐7股,长江证券
2004,2019-12-26,中字头板块异动，中国建筑、中国交建、中国铁建短线拉升,Wind
2005,2019-12-25,中国铁建中标北方鞋都特色小镇PPP项目，项目总投资约38.02亿元，合作期为20年,乐居财经
2006,2019-12-25,中国铁建安哥拉奎托供水项目正式移交,国资委
2007,2019-12-24,中国铁建(01186)下属公司组成的联合体中标特色小镇PPP项目总投资约38.02亿元,搜狐
2008,2019-12-24,中国铁建：中标38亿元特色小镇PPP项目,e公司
2009,2019-12-24,中国铁建(01186.HK)联合体中标38.02亿元特色小镇PPP项目,格隆汇
2010,2019-12-24,中国铁建海上风电市场连中两标,新能源网
2011,2019-12-24,太平人寿豪掷65亿参与债转股，投资渠道扩容业内建议完善相关政策,腾讯网
2012,2019-12-23,交易活跃度持续提升，2020年或进入改革实质推进期间——科创板周观察（中泰策略）,修炼投资的水晶球
2013,2019-12-23,中国铁建(01186)：将于2020年1月23日赎回于2021年到期剩余债券,智通财经
2014,2019-12-23,中国铁建：赎回并注销32.95亿元债券,Wind
2015,2019-12-23,中国铁建(01186.HK)赎回32.95亿元债券,格隆汇
2016,2019-12-23,花旗：维持中国铁建(01186)“买入”评级 目标价12.2港元,智通财经
2017,2019-12-23,38股获券商买入评级 三利谱目标涨幅达57.19%,Wind
2018,2019-12-23,A股上演“奔跑吧孩子” 多家公司欲分拆业务进军科创板,证券日报
2019,2019-12-23,中国铁建分拆上市有三大示范作用,证券日报
2020,2019-12-20,科创板周报|陷应收账款逾期风波，容百科技收上交所问询函；中国铁建分拆铁建重工上市科创板,财经网
2021,2019-12-20,43股今日获机构买入评级9股上涨空间超20%,证券时报网
2022,2019-12-20,中国铁建(01186)下属公司组成的联合体中标贵阳高速公路PPP项目 总投资约324.93亿元,智通财经
2023,2019-12-20,中国铁建：中标贵阳经金沙至古蔺（川黔界）高速公路PPP项目,中国网
2024,2019-12-20,中国铁建率先公布国内分拆上市方案,央视
2025,2019-12-20,中国铁建：联合中标贵州约324.93亿元PPP项目,Wind
2026,2019-12-20,中国铁建：联合体中标324.93亿元项目,Wind
2027,2019-12-20,中国铁建在曼谷社会福利院开展公益活动,中新网
2028,2019-12-20,中国铁建打响A股分拆上市第一枪，这些公司也有意向,第一财经
2029,2019-12-20,中国铁建官宣成分拆上市 首单科创板有望成为主要承接板块,证券日报
2030,2019-12-20,中国铁建抛出首单“A拆A”预案 机构推演央企“分拆概念”清单,21世纪经济报道
2031,2019-12-19,中国铁建吹响分拆上市号角 首单先行示范意义几何？,第一财经
2032,2019-12-19,央企打响分拆A股上市一枪 机构看好更多基建股分拆上市,第一财经
2033,2019-12-19,“分拆上市”引爆A股，30余家上市公司蹭热度！会否重现2015年并购牛市？,金融界
2034,2019-12-19,两张图勘破后市玄机！一张机会，一张防雷,国金证券
2035,2019-12-19,分拆上市——横跨未来一年的A股主题？,环球老虎财经
2036,2019-12-19,中国铁建分拆铁建重工至科创板上市预案获董事会通过,北京商报网
2037,2019-12-19,中国铁建(01186-HK)：附属中标42.75亿诺水河至光雾山公路TJSG3标段,财华社
2038,2019-12-19,中国铁建：董事会通过分拆铁建重工至科创板上市的预案和授权相关人士予以修改议案,Wind
2039,2019-12-19,首吃螃蟹者来了！中国铁建官宣子公司将科创板上市 降杠杆、提估值双管齐下,21世纪经济报道
