,2021-12-31,"建业地产与中国铁建地产签约,将在代建、装配式建筑等领域合作",金融界
1592,2020-05-21,建筑行业2019年报总结及基建专题研究：营收提速 业绩回暖,新浪
1593,2020-05-20,【中信证券建筑 罗鼎团队】周观点：行业数据如期回暖，稳增长预期进一步强化（20200517）,Citics建筑
1594,2020-05-19,中国铁建(01186-HK)中标杭州项目,财华社
1595,2020-05-18,中国铁建：下属公司中标杭州富春湾新城开发项目采购项目 总投资204.14 亿元,金融界
1596,2020-05-18,中国铁建：中标204.14亿元采购项目,中证网
1597,2020-05-18,揽下大单！中国铁建：重大项目中标,每日经济新闻
1598,2020-05-18,中国铁建(01186)联合中标杭州富春湾新城春北片区开发项目合作方采购项目 总投资204.14亿元,智通财经
1599,2020-05-18,中国铁建：下属公司等单位组成联合体中标杭州项目，项目总投资204亿元,Wind
1600,2020-05-18,中国铁建(01186.HK)下属联合体中标杭州富春湾合作方采购项目 总投资204.14亿元,格隆汇
1601,2020-05-17,【太平洋建筑】4月基建地产投资转正，重视减隔震、钢结构投资机会——周观点0516,微信
1602,2020-05-16,上市公司正负面新闻2020年5月16日星期六,Wind
1603,2020-05-15,揽下大单！中国铁建：联合体中标203亿元项目,每日经济新闻
1604,2020-05-15,中国铁建：下属公司所在联合体中标夹河新城项目 开发周期为15年,发布易
1605,2020-05-15,中国铁建：203亿元中标烟台市福山区夹河新城项目,中国网
1606,2020-05-15,中国铁建：联合中标烟台约203亿元项目,Wind
1607,2020-05-15,中国铁建(01186.HK)联合体中标烟台市夹河新城项目计划投资203亿元,格隆汇
1608,2020-05-15,央企北斗产业协同发展平台近日成立,经济日报
1609,2020-05-14,中国铁建获雄安新区容东片区最大安置房项目工程 涉106亿,观点地产网
1610,2020-05-14,12家央企发起成立北斗产业协同发展平台,Wind
1611,2020-05-13,建筑2019年报暨2020Q1报综述暨方法论之财务透视19：钢结构最快 央企最稳定 设计/园林加速反转向上,新浪
1612,2020-05-13,重庆主城格局迎来重大变化，金科、龙湖等本土房企将大受其益,上游新闻
1613,2020-05-13,建筑和工程行业19年报和20年一季报综述：央企降杆杆近尾声 钢结构业绩亮眼 基建REITS重构逻辑,光大证券
1614,2020-05-13,中国铁建成功收购西班牙知名建筑公司,一带一路高参
1615,2020-05-13,中国铁建承建尼日利亚最大“方舱医院”移交,经济观察网
1616,2020-05-12,这10家公司发布公告有看点 业绩超预期个股主力已潜伏！,巨丰财经
1617,2020-05-11,携手浙江 中国铁建首个“未来社区”项目落地,中新网
1618,2020-05-11,中国铁建(01186)中标河北雄安新区工程 涉资106.22亿元,智通财经
1619,2020-05-11,中国铁建: 中标106亿元雄安新区工程项目,e公司
1620,2020-05-11,中国铁建(601186.SH)：中标河北雄安新区容东片区安置房及配套设施项目等,格隆汇
1621,2020-05-11,【行情】基建股异动，新疆交建拉升触板，北新路桥、中国铁建、正平股份等跟涨。,金十数据
1622,2020-05-10,【中信证券建筑 罗鼎团队】周观点：装配式高景气，重视产业链上下游龙头（20200510）,Citics建筑
1623,2020-05-10,中国铁建底价55.28亿竞得温州鹿城区集新未来社区一期用地,观点地产网
1624,2020-05-10,土地热线 | 中国铁建55亿竞得温州鹿城区地块 广州即将推出9宗土地,观点地产网
1625,2020-05-08,中国砂石协会会长胡幼奕预判砂石开采业三大必然趋势,中国水泥网
1626,2020-05-08,【脱贫攻坚 央企行动】中国铁建对口扶贫所有区县全部如期脱贫,国资委
1627,2020-05-07,不满估值被低估 中国中铁披露“拆子方案”欲重塑估值,新浪
1628,2020-05-07,【研报掘金】REITs或提升建筑板块估值 关注央企与投融资运营龙头,证券时报网
1629,2020-05-07,我国西北地区首条有轨电车线开通运营,国资委
1630,2020-05-07,正泰电器2019年：营收增10.23%净利增4.74% 海内外市场取得新突破,中国机经网
1631,2020-05-06,通讯：“大国重器”亮相莫斯科——中国11米级大盾构机在俄始发记,新华网
1632,2020-05-06,中美头部公司业绩PK，传统行业依旧强势,Wind
1633,2020-05-06,公募REITs启航，这些行业与个股最受益,证券时报网
1634,2020-05-06,八大建筑央企业绩大排行！谁在暴涨谁在下滑？ 盈利能力下降,一带一路高参
1635,2020-05-05,【国盛建筑】周观点：基建REITs打开行业新空间，推荐建筑央企与投融资运营龙头,微信
1636,2020-05-05,中国企业生产并出口欧洲最大直径盾构机成功始发,Wind
1637,2020-05-05,【中信证券基地产业】REITs来了：聚焦运营价值，拉动增量投资,Citics建筑
1638,2020-05-04,赚外国人的钱！这些A股公司最厉害（名单）,Wind
1639,2020-05-01,【国盛建筑】中国铁建：业绩受疫情影响，Q2有望加速回升,微信
1640,2020-04-30,【中信证券建筑 罗鼎团队】中国铁建一季报：海外发力，新签订单逆势增长,Citics建筑
1641,2020-04-30,【华创建筑建材】中国铁建2020年一季报点评：营收略降，订单逆势增长体现基建托底成效 盈利能力下降,华创建筑建材研究
1642,2020-04-30,中国铁建：一季度新签订单逆势增长，转型升级持续推进,证券时报网
1643,2020-04-30,中国铁建：一季度归属股东净利润29.70亿元 同比下降23.55% 盈利能力下降,中国网
1644,2020-04-30,中国铁建一季度营收1451.03亿元 净利润下滑23.55% 盈利能力下降,观点地产网
1645,2020-04-30,中国铁建：一季度净利润同比减少23.55% 盈利能力下降,Wind
1646,2020-04-29,A股共发生81宗大宗交易成交12.9亿元（4月29日）,Wind
1647,2020-04-29,中国铁建今日大宗交易成交23.08万股，成交价9.68元溢价0.0%,Wind
1648,2020-04-29,中国铁建一季度营收1451.03亿元 房地产新签合同78.54亿,观点地产网
1649,2020-04-29,中国铁建(01186.HK)一季度净利下降23.55%至29.70亿元 盈利能力下降,格隆汇
1650,2020-04-29,中国铁建研发生产隧道轴流风机出口中东市场,国资委
1651,2020-04-28,中国铁建新组建一家资本控股集团,e公司
1652,2020-04-27,中国铁建落地成渝经济圈“百亿级”高速公路项目,国资委
1653,2020-04-26,【国盛建筑】周观点：铁路投资率先加力，继续推荐设计/钢构/央企龙头,微信
1654,2020-04-26,疫情期间中国铁建减免高速通行费5.85亿元,国资委
1655,2020-04-25,分拆上市潮来袭，20家公司公布相关预案,Wind
1656,2020-04-25,分拆上市潮来袭20家公司公布相关预案,证券时报
1657,2020-04-24,2019地产央企“综合体质”比拼：中海第一，中交垫底,乐居财经
1658,2020-04-24,【中信证券建筑水泥】建筑持仓：1Q20持仓规模整体回升，继续推荐园林及央企龙头,Citics建筑
1659,2020-04-24,中国铁建中标2023年东南亚运动会运动员村项目,一带一路高参
1660,2020-04-23,中核集团与中国铁建签署战略合作协议,证券时报网
1661,2020-04-23,A股早报2020年4月23日星期四,Wind
1662,2020-04-23,中铁物资集团党委书记、董事长王辉率团到岚桥集团考察访问,中港网
1663,2020-04-23,减免房租国企在行动 多家央企累计免收超亿元,证券日报
1664,2020-04-22,中国铁建(01186.HK)联合体中标南充两个高速公路项目 总投资约108.7亿元,格隆汇
1665,2020-04-22,中国铁建：中标南充两个高速公路项目 总投资约108.7亿元,中国网
1666,2020-04-22,中国铁建：中标四川南充108.7亿元项目,Wind
1667,2020-04-22,15家公司发布“A拆A”预案 监管严盯信息披露,证券日报
1668,2020-04-21,最被看好十大港股：大和维持中国移动目标价75.7港元,新浪
1669,2020-04-21,苏州12.26亿出让两宗宅地 金科、中国铁建分食,观点地产网
1670,2020-04-21,交银国际：新专项债额度利好中国铁建(01186)及中国中铁(00390)等基建行业 维持领先评级,智通财经
1671,2020-04-21,中国铁建逆势破局 海外连中两标,国资委
1672,2020-04-20,港股盘前必读：网传DC/EP信息为测试内容，WTI原油期货跌破17美元/桶,Wind
1673,2020-04-20,131股获券商买入评级，鲁亿通目标涨幅达99.33%,Wind
1674,2020-04-18,铁路工程定价机制终现松动 基建企业期待更大调整,中国经营报
1675,2020-04-17,云南墨临公路建设进入攻坚冲刺阶段,中国投资协会
1676,2020-04-17,交银国际：中国铁建维持买入评级 目标价9.80港元,新浪
1677,2020-04-17,上证指数收盘涨0.66%，大基建板块午后崛起,Wind
1678,2020-04-17,中国铁建(01186.HK)：维持稳定表现，维持“买入”评级，目标价11.66港元,格隆汇
1679,2020-04-17,小摩：基建行业增长强劲 首推中国中铁(00390)及中国铁建(01186),智通财经
1680,2020-04-17,江苏巨鑫制作的最高钢级海上风电钢管桩顺利发运中国铁港航局大连庄河项目,新能源网
1681,2020-04-17,港股公告精选：山东黄金预计一季度净利增长40%至68%,Wind
1682,2020-04-17,中国铁建(01186-HK)中标武城县EPC项目,财华社
1683,2020-04-17,中国铁建(01186-HK)今年首季度新签合同额同比增14.4%,财华社
1684,2020-04-16,4月17日上市公司重要公告集锦：上海机场3月份旅客吞吐量同比下降85.03%,证券日报
1685,2020-04-16,中国铁建(01186)首季新签合同额人民币3402.13亿元 同比增长14.4%,智通财经
1686,2020-04-16,中国铁建(01186)下属中标武城县2020年城市建设EPC项目 涉资35.23亿元,智通财经
1687,2020-04-16,中国铁建(01186)不存在内幕信息知情人利用分拆事项内幕信息进行交易的行为,智通财经
1688,2020-04-16,铁路项目大幅增加 中国铁建一季度新签项目金额3402亿元,中证网
1689,2020-04-16,中国铁建(01186.HK)一季度新签合同额3402.13亿元 同比增长14.4%,格隆汇
1690,2020-04-16,中国铁建：一季度新签合同额3402亿元 同比增14%,e公司
1691,2020-04-16,中国铁建：一季度房地产板块签约销售额78.54亿元 同比减少42.58% 盈利能力下降,中国网
1692,2020-04-16,中国铁建：35.23亿元中标武城县2020年城市建设EPC项目,中国网
1693,2020-04-16,中国铁建(601186.SH)下属中铁十二局集团中标35.23亿元武城县2020年城市建设EPC项目,格隆汇
1694,2020-04-16,中国铁建(601186.SH)一季度新签合同额3402.13亿元 同比增长14.4%,格隆汇
1695,2020-04-16,中国铁建“大盾构”品牌完成国家知识产权局商标注册,国资委
1696,2020-04-16,中国铁建中标沙特铁路项目,一带一路高参
1697,2020-04-15,晚间重要公告2020年4月15日星期三,Wind
1698,2020-04-15,中国铁建：联合体中标郑州城轨项目 中标价约60.05亿元,中证网
1699,2020-04-15,中国铁建：中标60亿元工程项目,e公司
1700,2020-04-15,中国铁建：公司联合体60.05亿元中标郑州市轨道交通12号线一期工程,中国网
1701,2020-04-15,中国铁建(601186.SH)：联合体中标郑州市轨道交通12号线一期工程土建施工,格隆汇
1702,2020-04-15,中国铁建(01186.HK)4月29日举行董事会议以审批季度业绩,格隆汇
1703,2020-04-15,震坤行中标中铁建金服科技MRO物资采购项目,砍柴网
1704,2020-04-14,中国铁建纪委副书记：确保茅台酒及酱香系列酒技改工程如期交付,Wind
1705,2020-04-14,中国铁建纪委副书记由建：确保茅台酒及酱香系列酒技改工程如期交付,e公司
1706,2020-04-13,武汉重点民生项目中国铁建·积玉万象项目全面复工,新华网
1707,2020-04-10,中国铁建地产集团华南公司援建广西深度贫困村实现脱贫摘帽,中新网
1708,2020-04-10,川藏铁路拉林段米林隧道贯通 中国铁建承建,国资委
1709,2020-04-10,中国铁建防疫工作组飞抵尼日利亚,中国经济网
1710,2020-04-09,每手派52.3元 中国铁建(01186):“18铁建Y2”将于4月17日付息,智通财经
1711,2020-04-09,中国铁建(01186.HK)“18铁建Y2”将于4月17日付息,格隆汇
1712,2020-04-09,中国铁建中标中老铁路站房项目,国资委
1713,2020-04-08,北京首批共有产权住房项目复工复产进展顺利,中新网
1714,2020-04-08,中国铁建经营现金净流入400亿增逾6倍 2019年新签合同超2万亿完成计划120%,长江商报
1715,2020-04-08,成都轨道交通第四期规划项目开工,国资委
1716,2020-04-08,中信证券：新旧基建合力，建筑行业中期景气持续,Wind
1717,2020-04-07,A股最大新能源IPO来袭！三峡新能源拟募资250亿元,21世纪经济报道
1718,2020-04-07,中国铁建智慧港开工建设,国资委
1719,2020-04-07,牵手世界500强，艾特智能家居再次落地天府之国,凤凰网
1720,2020-04-03,中国铁建拟分拆铁建重工至科创板上市，已获港交所同意,资本邦
1721,2020-04-03,央企基建抢工记,经济观察网
1722,2020-04-03,中国铁建回应子公司分拆上市进展：下一步将召开股东会,新京报
1723,2020-04-03,资色·评级 | 标普：稳健的需求将支撑中国铁建的杠杆率保持稳定,和讯
1724,2020-04-03,142股获券商买入评级，金风科技目标涨幅达85.10%,Wind
1725,2020-04-02,A股公司分拆上市进程加速 辽宁成大披露分拆成大生物上科创板预案,每日经济新闻
1726,2020-04-02,晚间公告热点追踪：招商轮船一季度净利润预增超3倍,新浪
1727,2020-04-02,中国铁建2019年房地产业务收入413亿 同比上涨11.87%,观点地产网
1728,2020-04-02,中国铁建(601186.SH)拟分拆铁建重工至上交所科创板上市,格隆汇
1729,2020-04-02,中国铁建：拟分拆子公司铁建重工于科创板上市,每日经济新闻
1730,2020-04-02,中国铁建中标工程 标价约32.28亿人民币,新浪
1731,2020-04-01,4月1日晚间上市公司十大重磅公告,巨丰财经
1732,2020-04-01,民生银行第二十次会议遭两董事投反对和弃权票 大唐发电盈利下滑 盈利能力下降,金融界
1733,2020-04-01,中国铁建：32.28亿中标杭州至温州铁路义乌至温州段站前工程HWZQ-1标,中国网
1734,2020-04-01,中国铁建：“中铁十一局”中标约32.28亿元工程,Wind
1735,2020-04-01,中国铁建(601186.SH)中标32.28亿元工程,格隆汇
1736,2020-04-01,中国铁建22亿摘苏州相城区宅地 成交楼面价17541元/平米,观点地产网
1737,2020-04-01,花旗：微降中国铁建(1186.HK)目标价至12港元评级“买入” 机构下调估值,格隆汇
1738,2020-04-01,中国铁建22亿元竞得苏州相城区1宗住宅用地,中国网
1739,2020-04-01,中国铁建（601186）2019年年报点评：业绩稳健，订单提速,国信研究
1740,2020-04-01,【朝闻国盛0401】单月流出新高，哪些板块逆势加仓？,国盛证券研究所
1741,2020-03-31,【华创建筑建材】中国铁建2019年报点评：业绩增长符合预期，现金流改善明显,华创建筑建材研究
1742,2020-03-31,中国铁建：业绩稳健增长 经营性现金流大幅改善,中证网
1743,2020-03-31,深圳地铁加快建设：3月31日6、10号线启动空载试运行,南都报
1744,2020-03-31,港股异动︱年度净利增12.6%至201.97亿元 每股派0.21元 中国铁建(01186)尾盘涨超4%,智通财经
1745,2020-03-31,【安信建筑】2019年报点评（中国铁建（601186.SH））-业绩稳健现金流改善，净利润率维持历年最佳,勇往直前
1746,2020-03-31,【中信证券建筑水泥 罗鼎团队】中国铁建年报：现金流大幅改善，债转股提供积极动力,Citics建筑
1747,2020-03-31,【国盛建筑】中国铁建：营收业绩稳健增长，现金流大幅改善,微信
1748,2020-03-30,中国铁建(01186.HK)2019年净利226.237亿元 同比增长14.04%,格隆汇
1749,2020-03-30,中国铁建(01186.HK)2020年对全资子公司担保总额为750亿元 大额借贷担保,格隆汇
1750,2020-03-30,中国铁建(01186)年度归母净利增12.61%至201.97亿元 每股派0.21元,智通财经
1751,2020-03-30,中国铁建：2019年盈利201.97亿人民币，同比增长12.61%,Wind
1752,2020-03-30,中国铁建(01186)拟每10股派发现金红利2.1元,智通财经
1753,2020-03-30,中国铁建：核定对全资及控股子公司担保额度800亿元 大额借贷担保,Wind
1754,2020-03-30,中国铁建：为参股公司提供6000万美元担保 大额借贷担保,Wind
1755,2020-03-30,中国铁建：2019年归属股东净利润201.97亿元同比增12.61%,中国网
1756,2020-03-30,中国铁建(601186.SH)2019年度净利升12.61%至201.97亿元 拟10派2.1元,格隆汇
1757,2020-03-30,中国铁建：2019年净利202亿元 同比增12.61%,e公司
1758,2020-03-30,中国铁建：2019年净利润201.97亿元，拟10派2.1元,Wind
1759,2020-03-30,中国铁建承建的武汉地铁首条环线开建,e公司
1760,2020-03-30,中国铁建承建赣深高铁横岭隧道贯通,国资委
1761,2020-03-30,A股分拆上市浪潮兴起,国际金融报
1762,2020-03-27,11家上市公司拟分拆，4家子公司已办理辅导备案登记,Wind
1763,2020-03-26,中国铁建建成非洲版和美洲版“火神山医院”,国资委
1764,2020-03-24,中国铁建房地产：成功发行9亿元中期票据 票面利率3.28%,中国网
1765,2020-03-23,郑万高铁湖北段控制性工程复工,Wind
1766,2020-03-23,最被看好十大港股：大摩予申洲国际目标价140港元,新浪
1767,2020-03-23,小摩：给予中国中铁及中国交通建设增持评级,新浪
1768,2020-03-23,小摩：中国铁建(01186)今年有望复苏 予中国中铁(00390)及中国交通建设(01800)“增持”评级,智通财经
1769,2020-03-23,中国铁建下跌5.2% 子公司去年利润大降两成 盈利能力下降,新浪
1770,2020-03-23,港股异动|中国铁建跌幅4.8%铁建装备去年利润同比降21.87% 盈利能力下降,格隆汇
1771,2020-03-23,光大证券：子公司永续债贡献少数股东权益增长 建筑央企基本面改善,金融界
1772,2020-03-22,中国铁建(01186-HK)下属铁建装备(01786-HK)2019年度利润1.22亿人民币,财华社
1773,2020-03-22,中国铁建(601186.SH)：铁建装备2019年度净利润降21.87%至1.22亿元 盈利能力下降,格隆汇
1774,2020-03-21,国铁集团、中国中铁、中国中车、中国铁建等企业负责人年薪曝光，近五成年薪过百万,搜狐
1775,2020-03-20,八大建筑央企海外经营最新排行,一带一路高参
1776,2020-03-20,中国铁建隧道轴流风机出口中东市场,国资委
1777,2020-03-19,半月融资50亿 中国铁建地产千亿后现金流管窥,观点地产网
1778,2020-03-19,防疫和生产两不误 共建一带一路项目顺利推进,中国经济网
1779,2020-03-19,上市公司正负面新闻2020年3月19日星期四,Wind
1780,2020-03-18,中国铁建(01186)联合体中标长春市城市轨道交通项目 中标价暂定108.54亿元,智通财经
1781,2020-03-18,中国铁建：中标逾108亿元工程项目,e公司
1782,2020-03-18,中国铁建(601186.SH)联合体中标108.54亿元长春市城市轨道交通7号线一期工程,格隆汇
1783,2020-03-18,中国铁建：拟发行6亿元超短期融资券,中国网
1784,2020-03-17,中国铁建再投资江门蓬江区 总部基地等多领域涉资300亿,观点地产网
1785,2020-03-17,中国铁建(01186.HK)3月29日及30日董事会审议批准年度业绩,格隆汇
1786,2020-03-17,中国铁建地产集团：拟发行9亿元中期票据,乐居财经
1787,2020-03-14,电报|中国铁建旗下铁建重工正式披露赴科创板中金公司担任辅导券商,科创板日报
1788,2020-03-13,14天始发2台盾构机，莫斯科地铁项目跑出中国“掘”胜加速度,南方财经网
1789,2020-03-13,铁一院中标中尼铁路中国段勘察设计，线路将穿越喜马拉雅山,澎湃新闻
1790,2020-03-13,【中铁建投资防疫小公募】不超8亿/3+2年（20铁投G3，163280，2.7-3.7）/AAA/AAA/上交所/今日簿记,中信建投固定收益部
1791,2020-03-12,基建股暴涨背后投资价值是否凸显？,搜狐
1792,2020-03-12,基建板块异动,Wind
1793,2020-03-11,每手“18铁建Y1”派55.6元 中国铁建(01186)将于3月19日起付息,智通财经
1794,2020-03-11,中国铁建(01186.HK)：“18铁建Y1”3月19日开始付息,格隆汇
1795,2020-03-11,港股早评：恒指高开0.27% 基建股、地产股盘前强势 中国铁建升超4%,格隆汇
1796,2020-03-10,【中铁建投资防疫小公募（第二期）】不超8亿/3+2年（2.7%-3.7%）/AAA/AAA/上交所/暂定3月13日簿记,中信建投固定收益部
1797,2020-03-10,今日特别提示（3月10日）,Wind
1798,2020-03-09,格隆汇港股聚焦(3.09)︱广汽及吉利2月汽车销量大幅下滑 宝龙地产年度核心纯利升45.3%至26.80亿元,格隆汇
1799,2020-03-09,中国铁建(01186)联合体拟参与沪通铁路张家港站客运枢纽配套设施PPP项目投标,智通财经
1800,2020-03-09,中国铁建(01186.HK)下属将组成联合体参与广西公路项目投标,格隆汇
1801,2020-03-09,中国铁建(01186.HK)下属将组成联合体参与沪通铁路张家港站PPP项目投标,格隆汇
1802,2020-03-09,中国铁建(01186.HK)：中铁建投资基金股权将调整至中国铁建,格隆汇
1803,2020-03-09,中国铁建：同意子公司参与两个项目的投标,中国网
1804,2020-03-09,【央企“战疫”动态】中国铁建中标186亿元综合开发项目,中国经济网
1805,2020-03-09,中国铁建：拟发行14亿元短期融资券,中国网
1806,2020-03-09,【太平洋建筑】坚守大基建与柔性抗震两条投资主线—周观点0307,微信
1807,2020-03-07,上市公司正负面新闻2020年3月7日星期六,Wind
1808,2020-03-06,中国铁建：下属公司联合体中标嵊州市片区综合开发项目,乐居财经
1809,2020-03-06,中国铁建：下属公司联合体中标186亿元重大项目,e公司
1810,2020-03-06,中国铁建(601186.SH)：联合体中标186亿元的嵊州市片区综合开发项目,格隆汇
1811,2020-03-06,中国铁建拟发行21亿中期票据 用于置换已使用的自有资金,观点地产网
1812,2020-03-06,【央企“战疫”动态】57.79亿！中国铁建签约赞比亚铁路修复改造项目,中国经济网
1813,2020-03-05,中信证券：中国铁建(01186)债转股提供积极增长动力，率先受益分拆政策红利,智通财经
1814,2020-03-05,中国铁建：低估值基建综合龙头，把握估值基本面双击,证券时报网
1815,2020-03-04,中国铁建积极参与“支援农村地区抗疫防护项目”,e公司
1816,2020-03-04,中国铁建投资厄瓜多尔米拉多铜矿生产运营全线打通,中国机经网
1817,2020-03-04,中建又一个工程局总经理调整！近期五大央企发生百人变动 董监高成员变化,北极星节能
1818,2020-03-04,A股六家公司拟分拆上市四家瞄准科创板 业务均衡发展及拓宽融资渠道成主因,长江商报
1819,2020-03-03,基建迎来行情 分析师痛哭推票：这一刻我们等了太久,新浪
1820,2020-03-03,中国铁建：新签价值人民币约57.80亿元海外合同,中证网
1821,2020-03-03,中国铁建(01186)下属公司签署赞比亚既有铁路线修复项目合同,智通财经
1822,2020-03-03,中国铁建：土木工程集团签订8.2487亿美元海外合同 占公司2018年营收0.79%,发布易
1823,2020-03-03,中国铁建：57.8亿元签订赞比亚既有铁路线修复项目,中国网
1824,2020-03-03,中国铁建：下属公司新签近58亿元海外合同,e公司
1825,2020-03-03,中国铁建(01186.HK)近日新签57.8亿元海外合同,格隆汇
1826,2020-03-03,招银国际：推荐买入中国铁建(01186) 目标价10.5港元,智通财经
1827,2020-03-03,【央企“战疫”动态】喜提70亿元! 中国铁建尼日利亚再签铁路大单,中国经济网
1828,2020-03-03,中国铁建再签70亿海外大单 前两月累计中标金额超200亿,长江商报
1829,2020-03-02,重大项目总投资超11万亿元 人气暴涨基建板块涨幅达9.35%,证券日报
1830,2020-03-02,A股大涨走出独立行情，大基建估值与题材兼备,Wind
1831,2020-03-02,11万亿计划助力基建 机构称建筑板块的“春天”来了,中国财富网
1832,2020-03-02,基金收评 | 新老基建联袂上涨，A股全线爆发！公募基金道出原因,第一财经
1833,2020-03-02,万亿板块掀涨停潮，机构看好这些低估值基建股(名单),证券时报网
1834,2020-03-02,北上资金半日扫货43亿 资金疯狂涌入这些板块(附股),e公司
1835,2020-03-02,3月2日午盘主力巨资抢筹四大板块(附股),金融界
1836,2020-03-02,上证指数午盘涨近3%，大基建板块爆发,Wind
1837,2020-03-02,基建股强势爆发 中国铁建等近20股涨停,金融界
1838,2020-03-02,中国铁建莫斯科地铁西南线项目盾构机始发,经济日报
1839,2020-03-02,本周股市三大猜想及应对策略：市场探底反弹？,财富动力网
1840,2020-03-02,732万，中国铁建党员自愿捐款支持疫情防控,国资委
1841,2020-02-29,中国铁建尼日利亚再签10亿美元铁路大单,第一财经
1842,2020-02-29,上市公司正负面新闻2020年2月29日星期六,Wind
1843,2020-02-28,国资委主任郝鹏赴航天科技、中国铁建调研指导疫情防控和复工复产工作,第一财经
1844,2020-02-28,中国铁建签订70亿元海外工程项目合同,金融界
1845,2020-02-28,郝鹏赴航天科技、中国铁建调研 强调精准稳妥推进复工复产 努力完成全年目标任务,中证网
1846,2020-02-28,中国铁建：签订尼日利亚铁路现代化项目 合同额约10亿美元,中国网
1847,2020-02-28,中国铁建：新签10亿美元海外合同,e公司
1848,2020-02-28,中字头频频异动，基建股春天来了吗？,证券时报网
1849,2020-02-27,中国铁建包机进藏按下复工“快捷键”,国资委
1850,2020-02-27,基建行情来临：各地有序复工 现金流转好新签单增加,新浪
1851,2020-02-26,万亿投资计划出炉！以基建为重点，拉动经济增长，A股已沸腾,Wind
1852,2020-02-26,[国君建筑韩其成]基建春天来临，钢结构弹性最大，基建央企稳健_国君建筑韩其成/陈笑,乐建其成
1853,2020-02-26,抢建“方舱医院”中国铁建完成万余张床位施工任务,国资委
1854,2020-02-26,基建三宝逆市上升 中国铁建现升3%中国中铁上升1%,新浪
1855,2020-02-25,中国铁建新加坡设计施工总承包项目开工,一带一路高参
1856,2020-02-24,百年建筑网： 央企重大工程新签合同超2600亿,百年建筑网
1857,2020-02-24,中国铁建近日连中三标累计金额超25亿元,国资委
1858,2020-02-22,节后首份分拆上市预案引关注 年内“A拆A”有望落地,证券日报
1859,2020-02-21,中国铁建地产李会增：疫情不会改变市场宏观稳健的长期走势,乐居财经
1860,2020-02-21,捐赠6000多万，中国铁建全力抗击疫情,乐居财经
1861,2020-02-21,中国铁建：为抗击疫情捐赠已经超过6000万元,e公司
1862,2020-02-21,中国铁建中标香港高架公路项目，合同金额15.55亿港元,21世纪经济报道
1863,2020-02-21,紫江企业分拆新材料业务上科创板,上证报
1864,2020-02-19,中国铁建下属联合体中标安庆项目 总投资40.83亿元 项目将采用“投资人+EPC”模式？,智通财经
1865,2020-02-19,中国铁建(01186.HK)联合体中标40.83亿元安庆高铁新区一期项目,格隆汇
1866,2020-02-19,分拆上市获港交所同意中国铁建子公司正加速迈向科创板,科创板日报
1867,2020-02-19,新冠肺炎疫情阴霾下基建再成稳增长利器,中国商品混凝土网
1868,2020-02-18,又一个工程局总经理调整，近期五大央企百人变动！,一带一路高参
1869,2020-02-18,分拆获联交所同意 中国铁建子公司铁建重工冲科创板,新浪
1870,2020-02-17,中国铁建关于董事辞职的公告 董监高成员变化,新浪
1871,2020-02-17,快讯|葛付兴辞任中国铁建非执行董事等职 接任者未公布 董监高成员变化,财经网
1872,2020-02-17,"中国铁建现1笔大宗交易 共成交1,473.17万元",新浪
1873,2020-02-17,中国铁建今日大宗交易成交179万股，成交价8.23元折价11.41%,Wind
1874,2020-02-17,中国铁建：葛付兴辞任非执行董事职务 董监高成员变化,中国网
1875,2020-02-17,葛付兴辞任中国铁建(01186)非执行董事等职务 董监高成员变化,智通财经
1876,2020-02-17,中国铁建(01186.HK)：葛付兴因年龄原因辞任非执董等职务 董监高成员变化,格隆汇
1877,2020-02-17,中国铁建：非执行董事葛付兴辞职 董监高成员变化,Wind
1878,2020-02-17,中国铁建：联交所已同意本公司分拆铁建重工于科创板上市,Wind
1879,2020-02-17,中国铁建(01186.HK)：拟分拆铁建重工科创板上市获联交所同意,格隆汇
1880,2020-02-17,抓海外稳出口中国铁建优先确保海外项目正常推进,国资委
1881,2020-02-17,42股获券商买入评级 中国铁建目标涨幅达61.27%,Wind
1882,2020-02-16,外媒称英国正在商讨让中国铁建参与英国高铁建设,快科技
1883,2020-02-13,中国铁建中标45亿元潍坊站南广场片区综合开发项目,中证网
1884,2020-02-13,中国铁建现1笔大宗交易 共成交543.75万元,新浪
1885,2020-02-13,中国铁建(01186)附属联合体中标潍坊站南广场片区综合开发项目 总投资约45亿元,智通财经
1886,2020-02-13,中国铁建：中标潍坊约45亿元项目,Wind
1887,2020-02-13,中国铁建：中标约45亿元项目,e公司
1888,2020-02-13,中国铁建(601186.SH)：联合体中标潍坊站南广场片区综合开发项目,格隆汇
1889,2020-02-13,中国铁建联合体9.63亿底价摘得绍兴高铁新城5宗地块,乐居财经
1890,2020-02-12,中国铁建董事长陈奋健到北京重点项目检查疫情防控及复工复产工作,证券时报网
1891,2020-02-12,中国铁建董事长陈奋健到北京重点项目检查疫情防控及复工复产工作,e公司
1892,2020-02-12,中国铁建联合体9.63亿元底价竞得浙江嵊州5宗地块,新京报
1893,2020-02-12,复工首日中国铁建盾构机发运土耳其,国资委
1894,2020-02-12,【平安机械&建筑&宏观】轨交加码助力经济稳增长，城轨产业链迎来订单收获期,平安研究
1895,2020-02-12,中国铁建+嵊州城南城建7.55亿元竞得绍兴嵊州3宗住宅用地,中国网
1896,2020-02-11,莫斯科地铁西南线项目首台盾构机顺利始发,国资委
