,2021-12-31,北新建材董事长王兵：建议房地产产业链成为实现“双碳”目标的主战场,每日经济新闻
1351,2020-04-14,中国建材(03323)：北新建材一季度股东应占净利预降88.11%–92.07% 盈利能力下降,智通财经
1352,2020-04-14,北新建材：一季度预计净利润同比下降88.11%~92.07% 盈利能力下降,Wind
1353,2020-04-14,北新建材(000786.SZ)一季度净利预降88.11%-92.07% 盈利能力下降,格隆汇
1354,2020-04-14,北新建材：一季度业绩预计同比下降88.11%-92.07% 盈利能力下降,Wind
1355,2020-04-14,跟着“国家队”炒股：汇金证金“种草”保险，社保中意长春高新,第一财经
1356,2020-04-12,【安信环保公用建材邵琳琳团队】建材周报：湖北、山东错峰天数或超预期，关注区域水泥供需改善,安信证券环保公用研究
1357,2020-04-08,社保基金长线坚守40只股（附股）,证券时报网
1358,2020-04-07,43股去年四季度获社保基金扎堆持有,证券时报
1359,2020-04-03,社保基金连续持有14股最长已持有40个季度,证券时报网
1360,2020-04-03,【东北建筑建材王小勇/唐凯/阚磊】北新建材（000786）年报点评：石膏板龙头地位稳固，破局千亿防水市场,东北证券研究所
1361,2020-04-02,营收165亿、净利增长超2倍...十大家居企业公布2019年业绩,搜狐
1362,2020-03-30,社保基金长线坚守25只股（附股）,证券时报网
1363,2020-03-27,北新建材(000786.SZ)：贾同春及其一致行动人累计减持6349.84万股减持计划结束 拟减持股份,格隆汇
1364,2020-03-27,【国信建材|年报点评】北新建材(000786)：国际化障碍消除，多点开花成长可期,国信证券建材研究
1365,2020-03-27,北新建材：贾同春及其一致行动人减持3.7583973%公司股份 减持股份,Wind
1366,2020-03-27,2019年我国规模以上建筑防水材料企业利润总额同比增15.4%,Wind
1367,2020-03-27,社保基金连续持有7股 最长已持有29个季度,中财网
1368,2020-03-27,“抄外资作业”啦！QFII重仓股名单揭晓（附图）,证券时报
1369,2020-03-27,北新建材2019: 跨界防水市场，是弯道超车还是欲速不达？,乐居财经
1370,2020-03-26,“聪明钱”QFII最新看好28家公司 偏爱科技和细分龙头,大众证券报
1371,2020-03-26,社保基金最新持股名单曝光：新进17股，增持22股,证券时报网
1372,2020-03-26,社保基金现身66只股前十大流通股东榜,证券时报
1373,2020-03-26,91股获券商买入评级 精工钢构目标涨幅达70.16%,Wind
1374,2020-03-25,北新建材(000786.SZ)：贾同春及其一致动人累计减持1689.51万股 减持股份,格隆汇
1375,2020-03-25,北新建材：贾同春及其一致动人减持比例达总股本1% 减持股份,Wind
1376,2020-03-24,社保基金长期重仓股名单曝光（附股）,证券时报网
1377,2020-03-24,【安信环保公用建材邵琳琳团队】北新建材年报点评：石膏板主业稳健，协同防水再起航,安信证券环保公用研究
1378,2020-03-23,【面包财报】北新建材：2019年归母净利润4.41亿元，同比下降82.11% 盈利能力下降,面包财经
1379,2020-03-23,北新建材：2019年归母净利润4.41亿元，同比下降82.11% 盈利能力下降,面包财经
1380,2020-03-23,北新建材(000786)：渠道拓展良好，成长空间仍然充足【华西建材戚舒扬团队】 20200323,华西工匠
1381,2020-03-23,22股获买入评级 最新:北新建材,中财网
1382,2020-03-23,北新建材（000786）：多元化拓展新成长——2019年年报点评,鲍大侠之建材
1383,2020-03-22,【北新建材|年报点评】石膏板全球发力，防水坚定进军【天风建材】,材料盛视
1384,2020-03-21,北新建材去年净利润下降约82% 盈利能力下降,新京报
1385,2020-03-20,中国建材(03323)：北新建材年度股东应占扣非净利23.7亿元 同比下降6.96% 盈利能力下降,智通财经
1386,2020-03-20,中国建材(03323.HK)附属北新建材年度扣非净利降6.96%至23.72亿元 盈利能力下降,格隆汇
1387,2020-03-20,年报丨北新建材：营业利润 26.98亿元，同比下降10.95% 盈利能力下降,乐居财经
1388,2020-03-20,北新建材(000786.SZ)及子公司泰山石膏拟发行债务融资工具,格隆汇
1389,2020-03-20,北新建材(000786.SZ)：拟申请累计不超178亿元的综合授信额度,格隆汇
1390,2020-03-20,北新建材(000786.SZ)2019年度扣非净利润降6.96%至23.72亿元 拟10派0.82元 盈利能力下降,格隆汇
1391,2020-03-20,北新建材：2019年净利润同比减少82.11% 盈利能力下降,Wind
1392,2020-03-18,王兵：用粉刷天安门城楼的涂料，援建“战疫”医院,乐居财经
1393,2020-03-16,【建材-邵琳琳】北新建材：兼具稳健性和成长性，全球龙头再起航,安信证券研究
1394,2020-03-13,北新建材：国泰民安集团拟减持不超过总股本0.59% 减持股份,Wind
1395,2020-03-13,北新建材(000786.SZ)：国泰民安集团拟减持不超1000万股 拟减持股份,格隆汇
1396,2020-03-11,上银基金人事动荡频繁 核心团队另立门户？监管按下中止键,投资时报
1397,2020-03-08,【华泰建筑建材鲍荣富】建材周观点0308：加速复工关注去库速度，继续推荐消费建材,华泰建筑建材研究
1398,2020-03-06,北新建材(000786.SZ)完成发行10亿元超短期融资券,格隆汇
1399,2020-03-04,水泥板块持续走高,Wind
1400,2020-03-04,水泥引领建材板块发力，四川金顶直线冲板,Wind
1401,2020-03-02,北新建材：贾同春及其一致行动人合计减持2.9998512%公司股份,Wind
1402,2020-03-02,北新建材(000786.SZ)：贾同春及其一致行动人已累计减持2.9998512%的股份 减持股份,格隆汇
1403,2020-02-27,科技股行情调整，基建板块接棒崛起,Wind
1404,2020-02-21,“复工潮”持续，A股公司产能恢复情况全梳理,Wind
1405,2020-02-17,北新建材：疫情可能对公司一季度销售造成影响,Wind
1406,2020-02-17,[互动]北新建材：疫情导致各地装饰装修工程延期复工 可能对一季度销售造成影响,全景网
1407,2020-02-16,北新建材全套产品驰援全国17省28市56家战疫医院,e公司
1408,2020-01-23,2019四季度基金持仓分析——机构开始增配周期核心资产,鲍大侠之建材
1409,2020-01-18,宋志平：企业如何培育隐形冠军？,正和岛
1410,2020-01-17,东方雨虹：现金流改善在即，估值中枢提升可期20200117【华西建材戚舒扬团队】,华西工匠
1411,2020-01-15,54股股东户数连降筹码持续集中（附股）,证券时报
1412,2020-01-14,【国金晨讯】上调安科生物、北新建材盈利预测；煤炭行业信用研究：整合浪潮下的山西煤企,国金证券研究所
1413,2020-01-13,北新建材股东户数连续9期下降筹码集中以来股价累计上涨50.03%,证券时报网
1414,2020-01-12,【华泰建筑建材鲍荣富】建材周观点0112：坚守优质消费建材，水泥淡季不淡，短期关注业绩高增长标的,华泰建筑建材研究
1415,2020-01-06,建材龙头股估值处于低位 行业细分个股迎修复行情,大众证券报
1416,2020-01-04,2019年末筹码集中股出炉 31股股东户数降逾一成,证券时报
1417,2020-01-02,北新建材股东户数连续8期下降 累计降幅29.95%,中金在线
1418,2019-12-30,2019年中国家居企业投资盘点,乐居财经
1419,2019-12-30,中金：明年建材股首推海螺水泥亦看好中建材及信义玻璃等,格隆汇
1420,2019-12-29,【华泰建筑建材鲍荣富】建材周观点1229：看好优质消费建材龙头和玻纤拐点机会，春季抢跑看水泥玻璃,华泰建筑建材研究
1421,2019-12-26,这5只全年业绩预增股筹码已连续集中（附股）,证券时报
1422,2019-12-24,北新建材筹码连续7期集中,证券时报网
1423,2019-12-23,A股共发生113宗大宗交易成交31.91亿元（12月23日）,Wind
1424,2019-12-23,"北新建材现13笔大宗交易 共成交15,635.63万元",新浪
1425,2019-12-23,北新建材今日大宗交易成交704.95万股，成交价22.18元折价8.5%,Wind
1426,2019-12-23,午评：两市全线下跌 北新建材涨超5% 连续下跌,乐居财经
1427,2019-12-22,【华泰建筑建材鲍荣富】建材周观点1222：坚守优质消费建材龙头，重视玻纤拐点机会,华泰建筑建材研究
1428,2019-12-20,北新建材：拟投资约1.86亿元在埃及投资建设装饰石膏板生产线等项目,中证网
1429,2019-12-20,[公司]北新建材拟建设埃及1.86亿元项目,全景网
1430,2019-12-20,北新建材：拟在埃及设子公司并建设石膏板生产线及配套项目,e公司
1431,2019-12-20,北新建材(000786.SZ)子公司拟设立泰山埃及并建设石膏板生产线及其他配套项目,格隆汇
1432,2019-12-20,北新建材：拟1200万美元设埃及孙公司，建约1.86亿元人民币生产线项目,Wind
1433,2019-12-20,"北新建材现1笔大宗交易 共成交1,535.10万元",新浪
1434,2019-12-18,443家公司12月来遭套现340亿元 累计减持28.91亿股 减持股份,大众证券报
1435,2019-12-18,北新建材筹码持续集中最新股东户数下降1.63%,证券时报网
1436,2019-12-17,28股获券商买入评级 徐工机械目标涨幅达54.56%,Wind
1437,2019-12-10,"北新建材现8笔大宗交易 共成交11,672.00万元",新浪
1438,2019-12-10,北新建材大幅拉升2.34% 股价创近2个月新高,金融界
1439,2019-12-09,12.9财经晚参 | 中国家居上市公司公告速览,乐居财经
1440,2019-12-09,快讯：北新建材股东减持股份不超6349.84万股 减持股份,乐居财经
1441,2019-12-08,【华泰建筑建材鲍荣富】建材周观点1208：水泥价格高位继续上行，中长期仍看好消费建材龙头,华泰建筑建材研究
1442,2019-12-06,北新建材(000786.SZ)：贾同春及其一致行动人已合计减持3174.92万股 减持股份,格隆汇
1443,2019-12-06,"北新建材现2笔大宗交易 共成交3,862.80万元",新浪
1444,2019-12-04,"北新建材现10笔大宗交易 共成交6,110.37万元",新浪
1445,2019-12-03,深港通十大成交活跃股排名（12月3日）,Wind
1446,2019-12-03,"北新建材现11笔大宗交易 共成交14,223.49万元",新浪
1447,2019-12-02,"北新建材现12笔大宗交易 共成交20,154.20万元",新浪
1448,2019-12-02,巨·热点｜四大板块风起云涌 热点如何把握？,巨丰财经
1449,2019-12-02,北新建材大幅拉升3.58% 股价创近2个月新高,金融界
1450,2019-12-01,【华泰建筑建材鲍荣富】建材周观点1201：水泥涨幅收窄，中长期仍看好消费建材龙头,华泰建筑建材研究
1451,2019-11-30,23股股东户数大幅下降，这些股年报业绩大增（名单）,证券时报
1452,2019-11-25,建材行业前三季度利润达3234亿元，机构：板块低估值龙头配置价值明显,第一财经
1453,2019-11-25,巨丰热点：水泥板块呈现走强 塔牌集团等个股拉升,巨丰财经
1454,2019-11-24,【华泰建筑建材鲍荣富】建材周观点1124：水泥涨价超预期，中长期仍看好消费建材龙头,华泰建筑建材研究
1455,2019-11-19,【北新建材】大幅拉升1.17% 股价创近2个月新高,金融界
1456,2019-11-17,高位抛出减持计划后股价狂泻，哪些减持需回避？ 拟减持股份,第一财经
1457,2019-11-17,【华泰建筑建材鲍荣富】建材周观点20191117：竣工加速回暖，玻纤部分提价,华泰建筑建材研究
1458,2019-11-14,28股获券商买入评级，光威复材目标涨幅达52.88%,Wind
1459,2019-11-11,北新建材(000786.SZ)：约2.76亿股限售股11月15日解禁 解禁,格隆汇
1460,2019-11-11,北新建材：约2.76亿股股份解除限售,Wind
1461,2019-11-10,【华泰建筑建材鲍荣富】建材周观点20191110：竣工有望持续好转，继续推荐消费建材及平板玻璃龙头,华泰建筑建材研究
1462,2019-11-10,【周观点|191110】北方赶工南方续旺，当前可重点关注华南水泥市场【天风建材盛昌盛团队】,材料盛视
1463,2019-11-07,北新建材：股东拟减持不超3.76%股份 拟减持股份,e公司
1464,2019-11-07,北新建材(000786.SZ)：贾同春及其一致行动人拟减持不超3.7583981%的股份 拟减持股份,格隆汇
1465,2019-11-07,北新建材：股东贾同春及其一致行动人拟减持不超3.758398%公司股份 减持股份,Wind
1466,2019-11-07,建材行业2019年三季报总结：格局升华，渠道降维,鲍大侠之建材
1467,2019-11-07,社保基金连续持有36股，最长已坚守11年,Wind
1468,2019-11-05,发挥好协会作用 提高上市公司质量,中上协
1469,2019-11-04,密集收购防水材料公司 “国字头”北新建材搅局防水圈,华夏时报
1470,2019-11-04,【华泰建材鲍荣富】周观点20191103：建材第三季度盈利维持高位，首推消费建材及平板玻璃龙头,华泰建筑建材研究
1471,2019-11-04,【华泰建筑建材鲍荣富】建材行业2019年三季报总结：19Q3竣工需求改善，盈利维持高位,华泰建筑建材研究
1472,2019-11-01,北新建材：市值有望突破500亿元，静待估值修复,--
1473,2019-10-31,【金财富早知道】2019-11-01,赢家之星
1474,2019-10-31,北新建材(000786.SZ)以2.73亿元受让河南金拇指70%股权,格隆汇
1475,2019-10-31,北新建材(000786.SZ)为推进防水材料业务的投资和布局 拟受让禹王防水等8家公司股权,格隆汇
1476,2019-10-31,北新建材拟收购禹王防水等8家公司,金融界
1477,2019-10-31,北新建材：逾10亿元收购多家防水企业 打造新利润增长点,e公司
1478,2019-10-31,北新建材：拟为控股子公司提供不超1.3亿元担保 大额借贷担保,Wind
1479,2019-10-31,建材：水泥需求依然有保障 荐3股,中银国际
1480,2019-10-30,建材龙头股2019三季度持仓分析：内外资增持水泥龙头（国君建材 鲍雁辛 黄涛） 20191029,鲍大侠之建材
