,2021-12-28,诺泰生物创上市新低 IPO募8亿南京证券赚0.7亿,中国经济网
631,2020-02-20,南京证券股票异动，大幅拉升7.3%创新高,资本邦
632,2020-02-20,证券板块掀起涨停潮,Wind
633,2020-02-17,【安信非银第6期周报】再融资新规出台，券商受益持续看好,新角度新金融
634,2020-02-14,南京证券：母公司1月实现净利0.34亿元,中证网
635,2020-02-14,南京证券(601990.SH)1月母公司净利降28.15%至3422.12万元 盈利能力下降,格隆汇
636,2020-02-14,南京证券：母公司1月份净利润3422.12万元,第一财经
637,2020-02-12,券商股午后异动，华安证券率先涨停,Wind
638,2020-02-12,证券板块短线快速上行,Wind
639,2020-02-05,非银金融板块反弹乏力，人气明星中信建投、南京证券率先翻绿压制涨幅,21世纪经济报道
640,2020-02-05,10家上市券商发布去年业绩快报，全部实现营收和净利润双增长,Wind
641,2020-02-03,凤凰股份靠分红暂渡难关 主业萎缩的挑战依然在前 盈利能力下降,红周刊
642,2020-01-21,2019年券商业绩预告：天风证券净利或下滑近18%，兴业证券计提资产减值准备3亿 盈利能力下降,搜狐
643,2020-01-21,证券板块异动明显,Wind
644,2020-01-21,南京证券换帅 总裁李剑锋将接任董事长 董监高成员变化,上证报
645,2020-01-21,南京证券董事长步国旬卸任由总裁李剑锋接任 董监高成员变化,证券时报
646,2020-01-21,南京证券：预计2019年净利润同比增长1.89倍-2.24倍,Wind
647,2020-01-20,4券商预告2019年度业绩，均大幅预增,上证报
648,2020-01-20,南京证券关于公司独立董事辞职的公告 董监高成员变化,新浪
649,2020-01-20,南京证券：2019年净利预增189%-224%,e公司
650,2020-01-20,南京证券(601990.SH)2019年度净利润预增189.07%-223.58%,格隆汇
651,2020-01-19,南京证券捐资帮助南京市建邺区困难群众,中金在线
652,2020-01-17,南京证券被暂停股质业务后，又遭警示函，还是近期热门业务领罚 经营问题,券商中国
653,2020-01-16,券商股节节走高 大规模减持又来了 减持股份,中证报
654,2020-01-13,融资客青睐20股，交运股份买入占比高达48.29%,Wind
655,2020-01-10,南京证券(601990.SH)：凤凰置业以所持3298.81万股完成换购ETF基金,格隆汇
656,2020-01-10,南京证券：凤凰置业决定提前终止基金份额认购计划，其已减持1%公司股份 并购重组异常,Wind
657,2020-01-10,南京证券：股东凤凰置业拟减持不超1% 减持股份,Wind
658,2020-01-10,证券业迎来“收官红”，六成券商净利同比增超60%，中信证券全年盈利破百亿,环球老虎财经
659,2020-01-09,南京证券：2019年12月实现净利润502.24万元,中证网
660,2020-01-09,南京证券：母公司去年12月净利502.24万元,第一财经
661,2020-01-08,券商股尾盘杀跌，南京证券等跌逾5%,Wind
662,2020-01-08,【行情】券商板块尾盘杀跌，南京证券跌6%，中原证券、华安证券、华鑫股份、红塔证券、财通证券等集体下挫。 连续下跌,金十数据
663,2020-01-07,券商股尾盘再度拉升，南京证券触及涨停,Wind
664,2020-01-02,券商股势不可挡，中国银河直线封板,Wind
665,2019-12-27,券商股午后回落南京证券(601990.SH)涨停板被打开,格隆汇
666,2019-12-27,大金融板块持续上扬，上证50涨1%,Wind
667,2019-12-27,券商股持续火热，南京证券大涨6%,Wind
668,2019-12-26,南京证券龙虎榜数据（12月26日）,Wind
669,2019-12-26,券商领衔大金融板块尾盘再度发力，沪指触及3000点,Wind
670,2019-12-26,快讯：南京证券尾盘拉升封板 成交额超37亿,新浪
671,2019-12-26,券商板块异动，南京证券涨停,Wind
672,2019-12-26,2019券商改革多点开花，业绩估值双提升,证券日报
673,2019-12-25,券商板块异动，浙商证券涨近9%,Wind
674,2019-12-24,南京证券关于高级管理人员辞职的公告 董监高成员变化,新浪
675,2019-12-24,南京证券：副总裁黄锡成辞职 董监高成员变化,Wind
676,2019-12-24,12家券商发布配股或定增方案 发力重资本业务,财界网
677,2019-12-24,"半导体板块全线回调！""大基金""一期已至回收期",第一财经
678,2019-12-24,12家券商发布配股或定增方案 近千亿元再融资在路上,证券日报
679,2019-12-23,券商板块尾盘下跌 南京证券跌6%,证券时报网
680,2019-12-23,券商板块尾盘跌幅扩大,Wind
681,2019-12-22,重大利空！下周A股将有大量解禁，年末行情还有进场机会吗？ 解禁,搜狐
682,2019-12-22,本轮权重妖股为何是他们？,每日经济新闻
683,2019-12-20,A股又到拼“板”时间！一份高送转预案5连板，ST股惊现13连板……小心，别当接盘侠！,e公司
684,2019-12-20,王者归来，龙头6天4板，板块飙涨后却有股东忙减持 减持股份,e公司
685,2019-12-20,南京证券（股票代码：601990）强势上涨9.02%，资金净流入8.87亿元,搜狐
686,2019-12-20,券商股快速冲高，南京证券录得6天5板,Wind
687,2019-12-20,两融余额20个月来再上万亿，融资客偏爱科技和券商股,Wind
688,2019-12-19,南京证券：定增申请获证监会受理,中证网
689,2019-12-19,南京证券连续4日涨停 公司发公告提示风险,第一财经
690,2019-12-19,短线热门股集体发布风险提示，这个指标或将决定后期走势,上证报
691,2019-12-19,两融余额时隔19个月突破10000亿，这些你需要了解,Wind
692,2019-12-18,连续收获涨停，多家上市公司提示风险,第一财经
693,2019-12-18,券商股节节走高，大规模减持又来了！平均涨幅超17%，今年仍是“香饽饽” 减持股份,中证报
694,2019-12-18,南京证券连续4日涨停：经营情况正常 市盈率明显高于行业平均水平,e公司
695,2019-12-18,南京证券：公司市盈率、市净率均明显高于行业平均水平,Wind
696,2019-12-18,12月18日异动股点评：南京证券强势四连板 盘点四牛与四熊,山东神光
697,2019-12-18,探秘近期连板牛股“制造工厂” 一线游资在这里出没,上证报
698,2019-12-18,叕3000点！江苏上市金融军团市值一天大涨184亿，这三家公司涨停,深水财经社
699,2019-12-17,12月17日A股龙虎榜揭秘，机构抢筹7股,Wind
700,2019-12-17,南京证券龙虎榜数据(12月17日）,Wind
701,2019-12-17,南京证券连续三日涨停：不存在未披露的重大信息,e公司
702,2019-12-17,券商股集体躁动，背后资本金博弈正盛,第一财经
703,2019-12-17,南京证券连续三涨停，机构、银河证券绍兴营业部今日均买入上亿元,Wind
704,2019-12-17,南京证券连续三涨停：机构、银河证券绍兴营业部均买入逾1亿元,e公司
705,2019-12-17,券商股再度拉升，南京证券录得三连板,Wind
706,2019-12-17,36只券商股年内平均涨幅超55%,Wind
707,2019-12-16,券商股发力，深证成指涨1%,Wind
708,2019-12-16,【安信非银第50期周报】利好政策持续释放，年底持续看好板块行情,新角度新金融
709,2019-12-16,券商年末忙“追债” 股票质押业务成双刃剑,--
710,2019-12-13,12月13日A股龙虎榜揭秘，机构抛售8股,Wind
711,2019-12-13,【异动股】券商信托板块拉升，南京证券(601990-CN)涨停,财华社
712,2019-12-13,南京证券12月13日午后涨停,e公司
713,2019-12-13,券商股午后再度拉升，南京证券冲击涨停,Wind
714,2019-12-07,南京证券、财富证券、英大证券、万联证券和中邮证券被处分 金融监管处罚,中国经营报
715,2019-12-05,南京证券(601990.SH)：凤凰置业认购基金份额计划时间过半,格隆汇
716,2019-12-05,南京证券：11月份实现净利润1203.06万元,中证网
717,2019-12-05,南京证券(601990.SH)11月母公司净利降61.03%至1203.06万元 盈利能力下降,格隆汇
718,2019-12-04,南京证券股票质押业务被暂停三个月 上半年股权质押回购利息收入0.88亿 经营问题,长江商报
719,2019-12-03,南京证券股权质押回购业务被暂停三个月 经营问题,环球老虎财经
720,2019-12-03,南京证券低开1.57%，公司3个月内不得新增股权质押初始交易业务,Wind
721,2019-12-03,南京证券股权质押业务叫停3个月！至少8家券商为此领罚单 金融监管处罚,券商中国
722,2019-12-03,股权质押违规 南京证券被暂停权限三个月,中证报
723,2019-12-02,正式处分:南京证券3个月内不得新增股票质押初始交易 金融监管处罚,上证报
724,2019-12-02,南京证券(601990.SH)收到纪律处分正式文件 暂停新增股票质押式回购交易业务初始交易3个月 金融监管处罚,格隆汇
725,2019-12-02,都是股票质押业务惹的祸 5家券商遭暂停相关权限三月或半年,每日经济新闻
726,2019-12-02,南京证券处分落地 股票质押式回购交易权限被暂停3个月 金融监管处罚,新京报
727,2019-12-02,南京证券：沪、深交易所暂停公司股票质押式回购交易相关权限3个月,e公司
728,2019-12-02,南京证券：收到沪深交易所正式纪律处分决定文件 其他违规处罚,Wind
729,2019-11-29,南京证券(601990.SH)发行短期融资券事项获中国人民银行核定,格隆汇
730,2019-11-26,南京证券(601990.SH)：“19南京C1”将于28日挂牌上交所,格隆汇
731,2019-11-26,南京证券：2019年非公开发行次级债券（第一期）将于11月28日挂牌,Wind
732,2019-11-25,南京证券助力慈善公益事业再行动 捐资500万元设立“南京证券慈善基金”,大众证券报
733,2019-11-19,南京证券(601990.SH)完成发行8亿元次级债券,格隆汇
734,2019-11-19,南京证券24亿公司债获批注重直接融资手段调整财务结构,中国经营网
735,2019-11-18,南京证券：公开发行不超24亿元公司债申请获中国证监会核准,Wind
736,2019-11-18,南京证券(601990.SH)公开发行不超24亿元公司债申请获中国证监会核准,格隆汇
737,2019-11-12,定增、配股一个都不能少！上市券商年内推逾900亿元再融资方案,Wind
738,2019-11-01,36家上市券商业绩出炉:17家净利翻番 看最新业务排名,新浪
739,2019-10-30,南京证券：非公开发行次级债券获得上交所挂牌转让无异议函,Wind
740,2019-10-29,南京证券：前三季度净利润同比增188.44%,Wind
741,2019-10-29,南京证券公布三季报 前三季净利增加188.44%,新浪
742,2019-10-23,下半年以来11份罚单“剑指”券商股票质押业务 其他违规处罚,Wind
743,2019-10-17,南京证券不足一月遭罚两次 被暂停股权质押3个月 金融监管处罚,中国经济网
744,2019-10-16,南京证券(601990.SH)：“17南京01”将于24日付息 每手48.80元,格隆汇
745,2019-10-15,南京证券(601990.SH)9月母公司净利增189.98%至6372.73万元,格隆汇
746,2019-10-12,股票质押监管加码：两月6家券商领监管函！关注5大问题 其他违规处罚,券商中国
747,2019-10-12,股票质押监管加码:两月6家券商领监管函 关注5大问题 问询,新浪
748,2019-10-11,南京证券股票质押业务被暂停3个月 监管力度再加大 经营问题,新浪
749,2019-10-10,资本观察 | 南京证券质押交易违规，被两大交易所暂停股票质押回购权限3个月 金融监管处罚,财经网
750,2019-10-10,南京证券股票质押业务违规，交易所处罚暂停相关交易3个月 金融监管处罚,搜狐
751,2019-10-10,南京证券股票质押业务遭重罚 “压规模+控风险”成监管新导向 金融监管处罚,第一财经
752,2019-10-10,南京证券被暂停股票质押回购3个月：对融入方尽职调查不充分 经营问题,澎湃新闻
753,2019-10-10,两大交易所一起出手！这家券商出事了，被暂停股票质押回购3个月 经营问题,中国基金报
754,2019-10-09,交易所拟暂停南京证券股票质押式回购权限3个月 8月以来已有6家券商受罚 金融监管处罚,每日经济新闻
755,2019-10-09,南京证券：公司被暂停股票质押式回购交易权限3个月 经营问题,第一财经
756,2019-10-09,南京证券：上交所拟暂停公司股票质押式回购交易权限3个月 其他违规处罚,Wind
757,2019-09-27,两融业务扩容效应显现，131家券商8月净利润同比增近500%,Wind
758,2019-09-25,券商板块异动明显,Wind
759,2019-09-23,券商板块直线上拉,Wind
760,2019-09-20,最新公告透露利好 11只个股有望爆发（09.20）,中金在线
761,2019-09-19,南京证券非公开发行A股股票获得江苏省国资委批复,证券时报
762,2019-09-19,南京证券(601990.SH)非公开发行不超6.598亿股A股事项获江苏省国资委批复,格隆汇
763,2019-09-18,南京证券股份有限公司关于持股5%以上股东认购基金份额的进展公告,证券时报
764,2019-09-17,南京证券(601990.SH)：凤凰置业以3298.81万股换购基金份额,格隆汇
765,2019-09-17,上市券商8月经营数据：多家扭亏 兴业净利环比降最多 盈利能力下降,新浪
766,2019-09-12,【行政监管措施】关于对南京证券股份有限公司采取出具警示函行政监管措施的决定 其他违规处罚,江苏证监局
767,2019-09-05,南京证券(601990.SH)8月母公司净利增200.31%至4615.48万元,格隆汇
768,2019-08-29,国信证券150亿定增获批，六券商拟融资525亿加码自营,第一财经
769,2019-08-22,南京证券：上半年旗下期货经纪业务营收同比大增337.3%,中证网
770,2019-08-22,南京证券：上半年净利润同比增105.99%,Wind
771,2019-08-22,南京证券：上半年净利同比翻倍,e公司
772,2019-08-22,南京证券(601990.SH)上半年归母净利增105.99%至3.84亿元,格隆汇
773,2019-08-15,南京证券(601990.SH)：凤凰置业未实施前述认购基金计划,格隆汇
774,2019-08-15,南京证券(601990.SH)：凤凰置业拟以不超3%的股份换购ETF基金产品,格隆汇
775,2019-08-12,60亿定增发力高贝塔业务 南京证券一石二鸟,中国经营报
776,2019-08-07,上市公司也沦为“韭菜”！这家公司上半年炒股亏损1.46亿 投资失误,重庆商报
777,2019-08-07,32家券商公布7月业绩，中信证券（600030.SH）单月赚7亿,格隆汇
778,2019-08-07,南京证券2019年7月母公司营业收入2.47亿元,挖贝网
779,2019-08-07,券商7月业绩分化：中信营收净利双料冠军，天风出现亏损,澎湃新闻
780,2019-08-06,多家券商7月净利环比增长，券商股迎久违大涨，超跌或加仓机会,第一财经
781,2019-08-06,南京证券(601990.SH)7月母公司净利润增1100.33%至1.02亿元,格隆汇
782,2019-08-06,南京证券:母公司7月实现营收2.47亿 实现净利润1亿元,新浪
783,2019-08-06,券商积极筹资备战重资产业务 南京证券拟定增融资不超60亿,中证报
784,2019-08-05,重回高增长轨道 券商上半年先锋榜出炉,投资者报
785,2019-08-03,5家券商已披露定增预案，合计募资总额不超过439.6亿元,Wind
786,2019-08-02,南京证券60亿元定增拟引入紫金集团等10名特定对象,证券日报
787,2019-08-02,8月2日晚间上市公司十大重磅公告,巨丰财经
788,2019-08-02,南京证券：拟定增不超过60亿元,Wind
789,2019-07-23,南京证券：2018年年度权益分派实施公告,上交所
790,2019-07-17,金融：半年报+科创板+美联储降息三预期叠加分析,东莞证券
791,2019-07-10,A股共发生50宗大宗交易成交6.06亿元（7月10日）,Wind
792,2019-07-10,南京证券今日大宗交易成交217.63万股，成交价9.19元折价9.64%,Wind资讯
793,2019-07-10,6月多家券商开启暴赚模式,金融投资报
794,2019-07-09,券商上半年业绩出炉 兴业与第一创业净利同比负增长,新浪
795,2019-07-09,券商6月份营业收入：国泰君安22.79亿，南京证券1.64亿,中金在线
796,2019-07-09,上市券商6月集体翻身仗！3家净利环比翻10倍，半年业绩座次提前看,券商中国
797,2019-07-08,南京证券：6月份母公司实现净利5721.67万元,e公司
798,2019-07-08,南京证券：6月母公司净利润5722万元,Wind
799,2019-07-01,本周1401亿市值限售股解禁，环比增加1076.22% 解禁,Wind
800,2019-06-30,股东减持换ETF加速 ETF募资需求与股东减持一拍即合,新浪
801,2019-06-26,南京证券：凤凰置业拟以公司股份换购ETF基金,e公司
802,2019-06-24,南京证券(601990.SH)：4000万股限售股解禁 解禁,格隆汇
803,2019-06-24,南京证券：4000万股限售股7月1日解禁 解禁,Wind
804,2019-06-21,科创板催热券商另类投资子公司,北京商报
805,2019-06-20,债券承销业务持续发力 南京证券优质企业债项目再添新成果,证券日报
806,2019-06-18,南京证券(601990.SH)完成设立另类投资子公司南京蓝天投资有限公司现,格隆汇
807,2019-06-14,南京证券：新闻选股,南京证券
808,2019-06-13,解禁日=砸盘日？这126家公司解禁盘占总股本超50%,Wind
809,2019-06-13,南京证券14亿股解禁股价大跌 前4月新增借款30亿,中国经济网
810,2019-06-13,南京证券14亿股限售股解禁 早盘跌幅一度超9% 解禁,和讯
811,2019-06-13,14亿限售股解禁涉及128名股东 南京证券大幅低开 解禁,新浪
812,2019-06-13,14亿限售股今天解禁 南京证券股价能顶得住吗？,金融界
813,2019-06-13,南京证券低开9%，14亿股限售股今日上市流通,Wind
814,2019-06-11,千亿解禁潮来袭 宁德时代（300750.SZ）解禁逾662亿,格隆汇
815,2019-06-10,盘中跌停！2000亿市值龙头遭遇解禁冲击波，接下来这些公司解禁规模也不小（名单）,证券时报网
816,2019-06-10,还记得宁德时代和工业富联吗？沉寂之后，本周迎来解禁大潮,全景网
817,2019-06-10,1000亿解禁潮要来A股了！两大独角兽能否经受住考验？,证券时报
818,2019-06-09,南京证券：抓住科创板机遇延伸投资链,大众证券报
819,2019-06-06,南京证券(601990.SH)5月母公司净利润2786.31万元 环比下降62.05%,格隆汇
820,2019-06-06,南京证券：母公司5月净利润2786.31万元,Wind
821,2019-06-06,南京证券：首次公开发行限售股上市流通公告,上交所
822,2019-06-05,[快讯]南京证券140247万限售股6月13日解禁,中财网
823,2019-06-05,南京证券：14亿股限售股将于6月13日上市流通,中证网
824,2019-06-05,南京证券：14.02亿股限售6月13日上市流通,Wind
825,2019-06-05,并购项目遭证监会否决 南京证券财务审查欠严谨业绩大幅波动 | 券商,投资时报
826,2019-05-17,并购重组标的业绩不达标，中介券商跟着道歉！ 自己业绩就不及承诺的这家券商还引发诉讼 投资失误,每日经济新闻
827,2019-05-16,首期参与“投资者教育进百校”活动证券公司的名单,中证协
828,2019-05-15,南京证券：公司董事会和监事会延期换届,Wind
829,2019-05-10,去年新上市105家50家净利下降 南京越博动力变脸亏损,新浪
830,2019-05-09,大烨智能收购被否因财务信息失实投行南京证券失职 并购重组异常,中国经济网
831,2019-05-09,20家证券公司发布2019年4月业绩 长江证券4月盈利7亿元,中金在线
832,2019-05-08,南京证券(601990.SH)4月母公司净利7341.32万元 环比降15.59%,格隆汇
833,2019-05-08,南京证券：4月母公司净利润7341万元,Wind
834,2019-05-08,南京证券：投行业务放缓 收入同比下降 盈利能力下降,中投网
835,2019-04-26,券商年报|资产减值损失增长30倍 高管密集变动 华林证券上市首份年报“揭锅”,华夏时报
836,2019-04-25,南京证券连续三年营收净利双降 一季度盈利2.1亿完成去年九成业绩 盈利能力下降,长江商报
837,2019-04-24,南京证券去年净利降4成IPO就一单 资产减值损失增9倍 盈利能力下降,中国经济网
838,2019-04-24,股市走牛11家券商业绩全线飘红 东吴证券首季净利大增9.4倍,证券日报
839,2019-04-23,南京证券2019年第一季度营收增长54% 净利2.11亿元 董事长步国旬未持有公司股份,挖贝网
840,2019-04-22,南京证券去年净利2.32亿同比减44% 董事长步国旬年薪54万元 盈利能力下降,挖贝网
841,2019-04-22,公告精选：仙坛股份等一季度净利大增；软通动力筹划借壳上市,e公司
842,2019-04-22,南京证券(601990.SH)2018年度净利润跌43.55%至2.32亿元 拟10转2派1,格隆汇
843,2019-04-22,南京证券(601990.SH)一季度净利润升91.13%至2.11亿元,格隆汇
844,2019-04-22,南京证券一季度净利润2.11亿元 同比增长逾9成,中证网
845,2019-04-22,南京证券：一季度净利2.11亿元 同比增长91%,e公司
846,2019-04-22,南京证券：2018年净利润同比减43.55%，拟10转2派1元 盈利能力下降,Wind
847,2019-04-22,南京证券：一季度净利润同比增91.13%,Wind
848,2019-04-09,股市反弹19家券商3月业绩亮眼，华泰赚15.76亿居首,Wind
849,2019-04-09,南京证券(601990.SH)3月净利润环比增17.17%至8697.72万元,格隆汇
850,2019-04-04,东吴证券股份有限公司关于南京证券股份有限公司2018年度持续督导工作现场检查报告,证券时报
851,2019-03-08,南京证券(601990.SH)新设5家证券营业部获批,格隆汇
852,2019-03-08,南京证券获准新设5家证券营业部,中证网
853,2019-03-08,"证券行业月报:业绩如期大幅改善,券商迎戴维斯双击",平安证券
854,2019-03-07,不负大行情！业绩全面提升，2月份券商净利润同比增长超400%,Wind
855,2019-03-06,券商2月赚疯了！少7个交易日却比1月多赚近五成，跑步入春天，中信今日领衔暴动，再掀券商股涨停潮,券商中国
856,2019-03-06,南京证券(601990.SH)2月净利润达7423.02万元,格隆汇
857,2019-03-04,南京证券龙虎榜数据（3月4日）,Wind
858,2019-03-04,沪指3000点之上，券商信托标杆股尾盘却“炸板”了,Wind
859,2019-02-26,南京证券龙虎榜数据(2月26日）,Wind
860,2019-02-22,涨停板解密：券商股全面爆发！（2月22日）,Wind
861,2019-02-16,11家金融机构踩雷丹东港违约债券,中国经营报
862,2019-02-13,南京证券：1月净利润4763万元,证券时报网
863,2019-02-13,南京证券：母公司1月净利4762.73万元,Wind
864,2019-01-24,券商股涨势进一步扩大，天风证券冲击涨停,Wind
865,2019-01-24,券商股迅速走强，天风证券领涨5%,Wind
866,2019-01-18,券商密集上市“补血” AH券商股开年受捧,21世纪经济报道
867,2019-01-17,今年首只新的上市券商股来了：华林证券过会近一年后终于挂牌,澎湃新闻
868,2019-01-14,股权质押爆雷 6家券商计提大额资产减值 股票质押异常,第一财经
869,2019-01-12,多家券商巨额计提质押减值准备金,Wind
870,2019-01-09,南京证券：母公司2018年12月亏损2122.19万元,Wind
871,2019-01-09,华林证券昨申购 能否打破天风证券涨停板纪录？,证券日报
872,2019-01-06,南京证券：A股将逐渐迎来战略布局期 价值投资依然是2019年主基调,证券日报
873,2018-12-20,券商股午后异动，天风证券直线冲板,Wind
874,2018-12-12,加强督导注重落实 多措并举纾解风险——江苏局督导辖区证券公司股票质押风险防控处置工作,江苏证监局
875,2018-12-12,券商股异动拉升，第一创业涨逾4%,Wind
876,2018-12-09,苦等10个月 华林证券终于领到发行批文,第一财经
877,2018-12-08,11月份上市券商净赚67.4亿元 多项利好政策助力经营改善,证券日报
878,2018-12-07,第三批场外期权业务交易商名单公布，7家券商入围,Wind
879,2018-12-07,券商股午后异动，南京证券涨4%,Wind
880,2018-11-28,券商股盘中异动，中信建投大涨5%,Wind
881,2018-11-21,券商股盘中直线下坠，长城证券跌超7%,Wind
882,2018-11-19,券商股午后持续拉升，国元证券涨停,Wind
883,2018-11-16,关于2018年度证券公司从事上市公司并购重组财务顾问执业能力专业评价结果的公告,中证协
884,2018-11-14,券商股午后跳水带动大盘走弱，国海证券跌超4%,Wind
885,2018-11-14,券商股盘中跳水，国海证券跌超4%,Wind
886,2018-11-13,南京证券：关注首创证券涉及重大诉讼进展情况 诉讼纠纷,Wind
887,2018-11-09,南京证券与紫金集团签署对宁证期货增资协议,证券时报网
888,2018-11-09,券商股奋力拉升，国元证券涨逾5%,Wind
889,2018-11-08,券商股盘中异动，国信证券领涨3%,Wind
890,2018-11-05,券商股午后异动，华鑫股份直线涨停,Wind
891,2018-11-05,券商股盘中异动，南京证券等多股直线拉涨,Wind
892,2018-11-05,券商年内IPO承销费：仅39家有入账国盛等53家颗粒不收,Wind
893,2018-11-01,南京证券龙虎榜数据（11月1日）,Wind资讯
894,2018-11-01,南京证券冲高回落获机构买入，实力游资卖出,Wind
895,2018-11-01,34家A股券商三季报净利全线下滑，证金公司季度调仓明显,国际金融报
896,2018-10-31,南京证券冲高回落，多家实力游资获利了结,Wind
897,2018-10-31,券商股再度异动拉升，南京证券大涨6%,Wind
898,2018-10-31,券商股出现回落持续性较差,巨丰财经
899,2018-10-31,南京证券开盘涨超3%，本轮反弹已累计涨逾5成,Wind
900,2018-10-31,33家上市券商前三季度业绩出炉:这两大业务下滑最惨,中国基金报
901,2018-10-30,南京证券：前三季度净利润同比减29.14% 盈利能力下降,Wind
902,2018-10-30,南京证券涨停，实力游资抱团炒作,Wind
903,2018-10-30,南京证券早盘封涨停 成交额8.39亿元封单33.39万手,腾讯网
904,2018-10-30,券商股攻势不减，南京证券强势封板,Wind
905,2018-10-30,券商股再起波澜，南京证券领涨3%,Wind
906,2018-10-26,小券商上市遇暖风 长城证券首日如期涨停,第一财经
907,2018-10-26,南京证券收跌5.4%，五家知名游资卖出上亿元,Wind
908,2018-10-25,券商股尾盘猛烈上攻，国海证券强势四连板,Wind
909,2018-10-24,百点反弹，56股上涨逾20%，200股却逆市下跌,Wind
910,2018-10-24,南京证券龙虎榜数据（10月24日）,Wind资讯
911,2018-10-24,券商股午后居高不下，3股午后涨停,Wind
912,2018-10-24,券商股企稳上攻，国海证券三连板,Wind
913,2018-10-22,金股预测晚间版：汇源通信等3股后市上涨概率超75%,巨丰财经
914,2018-10-22,涨停板解密：券商股罕见全部涨停！（10月22日）,Wind
915,2018-10-16,券商股集体发力，锦龙股份大涨7%,Wind
916,2018-10-12,迟迟未获批文 华林证券分类评级降级引关注,大众证券报
917,2018-10-12,“寒冬”下的东吴证券 净利润成倍下滑 盈利能力下降,股城网
918,2018-09-21,券商股开始发力，南京证券领涨4%,Wind
919,2018-09-18,次新股明显回暖，中铝国际直线冲板,Wind
920,2018-09-12,券商股发力上攻，南京证券涨近4%,Wind
921,2018-09-10,上市券商8月净利环比下滑逾七成，券商板块全线杀跌,Wind
922,2018-09-07,次新股午后拉升，绿色动力直线涨停,Wind
923,2018-09-06,南京证券8月净利润1536.9万,证券时报网
924,2018-09-06,次新股表现活跃，汉嘉设计强势封板,Wind
925,2018-09-05,券商经纪业务中考:东方增35%居首南京证券数据惹疑,新浪
926,2018-09-04,两只次新券商股带领板块开始发力，南京证券领涨5%,Wind
927,2018-08-31,大写的惨！失去的三年，东吴证券发生了什么？,环球老虎财经
928,2018-08-30,宁夏回族自治区投资者教育基地考核结果,宁夏证监局
929,2018-08-29,南京证券这半年，业绩双降，踩雷华信，但这项业务却让人眼前一亮 盈利能力下降,环球老虎财经
930,2018-08-28,南证期货上半年盈利385万,证券时报
931,2018-08-27,南京证券迎来多元布局转型新时期,经济观察报
932,2018-08-27,南京证券上市后首份中报净利下滑23% 盈利能力下降,北京商报网
933,2018-08-27,南京证券：上半年净利润同比减23.17% 盈利能力下降,Wind
934,2018-08-27,南京证券：上半年净利下滑23% 投行业务翻倍增长 盈利能力下降,e公司
935,2018-08-23,券商板块异动，山西证券领涨4%,Wind
936,2018-08-20,【解盘论市】三大指数探底回升，题材开花权重上扬,Wind
937,2018-08-16,华龙证券正式告别新三板 准备冲刺IPO,证券日报
938,2018-07-30,中国证监会公布2018年证券公司分类结果,中证协
939,2018-07-28,又一券商宣布离开新三板，已是年内第3家！新三板券商仅剩3家,和讯
940,2018-07-27,中国证监会公布2018年证券公司分类结果,证监会
941,2018-07-24,南京证券龙虎榜数据（7月24日）,Wind资讯
942,2018-07-24,券商板块发力上攻，中信建投直线涨停,Wind
943,2018-07-23,底部越“磨”越高，个股分化愈演愈烈,中证报
944,2018-07-17,7家上市券商4家预计半年度净利腰斩，自营和投行业务下滑成“重灾区”！,每日经济新闻
945,2018-07-16,【解盘论市】今天A股下跌只是洗盘，后市终究能上扬起美丽的微笑,Wind
946,2018-07-13,券商板块异动，光大证券直线拉升,Wind
947,2018-07-12,券商板块开盘活跃，南京证券强势涨停,Wind
948,2018-07-06,券商板块午后冲高，山西证券大涨6%,Wind
949,2018-07-05,次新股低开高走，福达合金连续涨停,Wind
950,2018-07-04,次新股大幅分化,Wind
951,2018-07-02,次新股全线爆发，汉嘉设计、天地数码加入涨停大军,Wind
952,2018-06-28,券商板块午前集体大涨，方正证券直线涨停,Wind
953,2018-06-28,次新股快速杀跌，中信建投、汉嘉设计跌超5%,Wind
954,2018-06-27,爆冷！南京证券上市“七连板”收官 可真正的刺激还在后面,中财网
955,2018-06-27,上证综指跌破2800点后小幅反弹，国产软件、次新股领衔反攻,Wind
956,2018-06-27,次新股午后逆势强攻，汉嘉设计直线涨停,Wind
957,2018-06-27,次新股逐渐发力，欣锐科技三连板,Wind
958,2018-06-26,中国证券监督管理委员会江苏监管局行政处罚决定书,江苏证监局
959,2018-06-26,次新股逆势大涨，欣锐科技、宏川智慧连续涨停,Wind
960,2018-06-25,南京证券开板 较发行价上涨173.35％,金融界
961,2018-06-24,券商IPO大年密集补血 多途径增厚资本实力,国际金融报
962,2018-06-22,南京证券龙虎榜数据（6月22日）,Wind资讯
963,2018-06-21,6月21日A股龙虎榜揭秘，机构净卖出7股,Wind
964,2018-06-15,南京证券积极推动全领域布局,红周刊
965,2018-06-15,曾经9毛钱的南京证券你爱理不理，今天它上市涨到了6块钱,环球老虎财经
966,2018-06-14,6月14日A股龙虎榜揭秘，机构最青睐2股,Wind
967,2018-06-14,这家券商三次IPO才过,中财网
968,2018-06-14,券商首次关注5股并给予买入评级（6月14日）,Wind
969,2018-06-13,6月13日A股龙虎榜揭秘，机构最青睐4股,--
970,2018-06-13,南京证券上市首日股价上涨44% 最大民营股东南京新百持有市值超2.4亿元,中证网
971,2018-06-13,南京证券（601990.SH）今日在上交所上市,上交所
