,2021-12-31,煤炭坐上“过山车”：价格疯涨后企稳回落,中国经营网
1234,2019-11-04,【建投能源交运】公用事业周报：三季度火电业绩大幅改善，继续推荐二线火电龙头,微信
1235,2019-11-04,解码机构调仓换股路径,中证网
1236,2019-11-04,聚焦成长 坚持价值投资,--
1237,2019-11-03,【国君研究】再论周期，四季度的市场胜负手——周期论剑周观点,鲍大侠之建材
1238,2019-11-01,长城公用-国投电力（600886）三季报点评：1.6倍PB处置低效火电资产，GDR发行获监管部门批准,流星飞电
1239,2019-11-01,券商首次关注7股并给予买入评级（11月1日）,Wind
1240,2019-11-01,百亿私募三季度持仓曝光 哪些个股被大咖共同持有,上证报
1241,2019-10-31,顶级私募大起底 哪只个股被邓晓峰、赵军共同看上？,新浪
1242,2019-10-31,【建投能源交运】国投电力：三季度电价整体回落，火电业务持续回暖,微信
1243,2019-10-31,最新！邓晓峰、赵军、裘国根、王亚伟、江晖等私募大佬A股持仓大曝光,中国基金报
1244,2019-10-31,国投电力2019年三季报点评：量升价跌，前三季度业绩同比增幅收窄,能源观察站
1245,2019-10-31,【申万公用环保】国投电力（600886）三季报点评：三季度持续高增长 GDR发行快速推进,申万环保公用
1246,2019-10-31,国投电力公布三季报 前三季净利增加20.51%,新浪
1247,2019-10-31,国投电力：2019年前三季度主要财务指标,上交所
1248,2019-10-30,长城公用-川投能源（600674）三季度点评报告：电价下降致雅砻江水电盈利下滑，可转债发行顺利推进 盈利能力下降,流星飞电
1249,2019-10-30,国投电力(600886.SH)前三季度净利润升20.51%至43.33亿元,格隆汇
1250,2019-10-30,国投电力：前三季度净利润同比增20.51%,Wind
1251,2019-10-30,又一家上市公司GDR发行在路上：国投电力已获证监会核准,21世纪经济报道
1252,2019-10-30,南财早新闻丨新华社发文提醒区块链炒作风险，5G套餐收费详情出炉,南方财经网
1253,2019-10-29,国投电力：发行GDR并在伦交所上市获英国金融行为监管局批准,中证网
1254,2019-10-29,国投电力(600886.SH)发行GDR并在伦交所上市获中证监批复,格隆汇
1255,2019-10-29,多公司发布晚间重要公告 30号走势或将反转,和讯
1256,2019-10-29,国投电力：发行GDR并在伦交所上市获证监会批复,第一财经
1257,2019-10-29,国投电力：发行GDR并在伦敦证券交易所上市获批复,新浪
1258,2019-10-29,国投电力：公司本次发行GDR并上市尚需取得英国相关证券监管部门的最终批准，存在一定的不确定性。请广大投资者注意投资风险。,金十数据
1259,2019-10-29,国投电力：发行GDR获得英国金融行为监管局批准,Wind
1260,2019-10-29,上交所发布国投电力关于发行GDR并在伦敦证券交易所上市的注册文件获得英国金融行为监管局批准并刊发的公告。,金十数据
1261,2019-10-28,火电进入“艰难时刻”,中国经营报
1262,2019-10-27,环保公用行业：天然气改革再下一城 9月火电增速由负转正,南方财经网
1263,2019-10-25,沪伦通渡过兑回限制期 华泰证券GDR与A股顺畅联通,新浪
1264,2019-10-25,中标首个内蒙古风电开发项目！国投电力打造蒙西新能源开发基地,--
1265,2019-10-24,中信:三产及居民用电回升 火电发电量增速转正(附股),新浪
1266,2019-10-24,电力及公用事业：火电业绩维持高增 水电价值属性凸显,财富动力网
1267,2019-10-23,"公用事业行业全景看水电：精研盈利分化根源,探寻成长估值空间",格隆汇
1268,2019-10-22,【方正公用】可再生能源发电5年内有望增50%，主要缘于光伏发电能力增加,微信
1269,2019-10-22,电力行业：用电增速回升水电出力减弱,光大证券
1270,2019-10-22,"电力行业动态跟踪报告:水落火起,二产回归常态",平安证券
1271,2019-10-21,公用事业：天然气改革有望再下一城 荐23股,申万宏源
1272,2019-10-19,GDR与A股跨境转换开启 外资有望进一步提高对A股配置比例,证券日报
1273,2019-10-18,国投电力：2016年公司债券（第一期）2019年付息公告,上交所
1274,2019-10-18,GDR与A股跨境转换开启，沪伦通迎重要节点，还有两家在路上！资本市场双向对外开放加速中！,证券日报
1275,2019-10-18,国投电力(600886.SH)：“16国投电”将于27日付息,格隆汇
1276,2019-10-17,国投电力：量增价跌，增值税率下调，预计Q3业绩小幅增长,第一财经
1277,2019-10-16,国投电力：前9月累计上网电量 1180.59 亿千瓦时 同比增长8.10%,北极星电力
1278,2019-10-15,【国君日报】四川9月市场化月度交易分析：成交均价60.5元/兆瓦时,国君公用周妍之每日资讯
1279,2019-10-15,【方正公用】国网签署智利第三大配电企业100%股权购买协议,微信
1280,2019-10-15,国投电力(600886.SH)前三季度累计发电量升8.17%至1216.72亿千瓦时,格隆汇
1281,2019-10-15,方正证券丨周报聚焦1008-1011,方正证券研究
1282,2019-10-14,长城公用-公用事业行业周观点：长源电力三季报高增，持续推荐Q3火电股投资机会,流星飞电
1283,2019-10-14,52股获券商买入评级 万科A目标涨幅达67.85%,Wind
1284,2019-10-13,公用事业：电力行业三季报业绩前瞻 荐11股,方正证券
1285,2019-10-11,【方正公用】10月份蒙东地区成交电量1.58亿千瓦时，成交均价243.16元/千瓦时,微信
1286,2019-10-11,国投电力出售六处火电资产 总价近27亿元 资产异常,电缆网
1287,2019-10-11,【华泰证券GDR交易非常积极，更多中国企业正筹备赴英上市】目前，沪伦通已正式开通约4个月时间，中国企业通过沪伦通登陆伦敦,金十数据
1288,2019-10-11,【e公司独家】伦交所“拒婚”后首发声！华泰证券GDR交易非常积极，更多中国企业正筹备赴英上市,e公司
1289,2019-10-11,主攻新能源！国投电力拟出售6家子公司股权 资产异常,北极星电力
1290,2019-10-11,火电行业“最强”甩卖 国投电力近27亿元出售六处火电资产 资产异常,--
1291,2019-10-11,华泰证券“榜样效应”显现 沪伦通GDR扩围可期,证券日报
1292,2019-10-10,沪伦通新动向：“生成”和“兑回”，华泰证券GDR即将跨境转换,每日经济新闻
1293,2019-10-09,国投电力(600886.SH)：确定五家受让方拟18.09亿元转让部分子公司股权 资产异常,格隆汇
1294,2019-10-09,国投电力(600886.SH)：六家公司股权已完成工商变更登记,格隆汇
1295,2019-10-09,华泰证券GDR即将开放兑回，不会导致公司股份数量发生变化,澎湃新闻
1296,2019-10-09,华泰证券GDR开放兑回倒计时，国投电力、太保赴伦上市在路上,第一财经
1297,2019-10-09,华泰证券GDR将开放兑回 沪伦通迎股份跨境转换新阶段,新浪
1298,2019-10-09,火电行业“最强”甩卖最低挂牌价公布！你猜国投电力6家电厂股权准备卖多少钱？ 资产异常,北极星电力
1299,2019-10-09,【环保公用】国投电力：结构转型持续推进，转让资产合计挂牌增值率或不低于65%,天风研究
1300,2019-10-08,【国君日报】北京2019年9月开展市场化交易27笔 规模72.49亿千瓦时,国君公用周妍之每日资讯
1301,2019-10-08,【方正公用】国家发改委、能源局发布进一步推进煤电联营工作的通知,微信
1302,2019-10-08,【安信环保公用邵琳琳团队】日报10.08：综合能源服务市场规模或超5000亿元,安信证券环保公用研究
1303,2019-10-08,国投电力：拟挂牌转让6家子公司股权，挂牌总价不低于26.64亿元,Wind
1304,2019-10-08,国投电力(600886.SH)拟挂牌出售6家子公司股权 资产异常,格隆汇
1305,2019-10-02,4000亿全球巨头重磅动作！砸260亿跨国“大买卖”，节后股价要嗨了？,中国基金报
1306,2019-09-30,筛选行业龙头股，盈利指标EPS靠谱吗？,养基司令
1307,2019-09-27,银河证券：火电发电降幅收窄，电力市场化交易活跃,证券时报网
1308,2019-09-27,中信证券：煤电短期略受损，传导机制理顺长期受益,证券时报网
1309,2019-09-27,取消煤电价格联动机制 火电企业受关注,巨丰财经
1310,2019-09-26,A股共发生122宗大宗交易成交29.3亿元（9月26日）,Wind
1311,2019-09-26,国投电力今日大宗交易成交920万股，成交价9.27元溢价0.0%,Wind
1312,2019-09-26,中国太保发行GDR提升长期竞争力,中证报
1313,2019-09-25,9月25日券商晨会研报汇编,证券日报
1314,2019-09-25,中国太保拟以GDR方式在伦敦上市 新发证券不超现有A股数量10%,每日经济新闻
1315,2019-09-25,"电力行业动态跟踪报告:线损扰动二产增速,核电利用小时回升",平安证券
1316,2019-09-23,不缺钱的中国太保为何要发行GDR？,第一财经
1317,2019-09-23,【国君日报】能源局：1-8月全国新增风电装机1109万千瓦,国君公用周妍之每日资讯
1318,2019-09-23,白马股“变味”，发现这个bug可以多赚点！,养基司令
1319,2019-09-23,3000点附近 新基金建仓现分歧,--
1320,2019-09-22,【方正公用】全球利率继续下行， 非周期高股息水电将受益,微信
1321,2019-09-20,【方正公用】南方电网与云南省签署新时代全面深化合作战略框架协议,微信
1322,2019-09-20,中国发电装机容量已达19亿千瓦，机构：建议关注电力股类债投资价值,第一财经
1323,2019-09-20,国投电力：市值仍有增长空间 推荐评级,长城证券
1324,2019-09-20,电力：核电利用小时回升 荐10股,平安证券
1325,2019-09-20,电力：看好高股息率龙头及不受平台制约的高成长标的 荐4股,中泰证券
1326,2019-09-20,【晨观方正】公用环保20190920,方正证券研究
1327,2019-09-19,巨丰投顾独家点评：华为发布鲲鹏主板 激光显示产业迎风口,巨丰财经
1328,2019-09-19,中信证券：水电正迎来新一轮价值重估和估值扩张(股),新浪
1329,2019-09-19,巨丰投顾独家解读：三分之二央企引进社会资本,巨丰财经
1330,2019-09-18,电力：火电业绩有望持续改善 荐5股,国海证券
1331,2019-09-17,【电量点评】电量增速略有提升，关注类债股投资价值,EBS公用环保研究
1332,2019-09-16,华能“大象转身”,中国经营报
1333,2019-09-16,24股获券商买入评级 新北洋目标涨幅达50.26%,Wind
1334,2019-09-15,【安信环保公用邵琳琳团队】周报0915：城镇污水处理提质增效，多地水处理设施补短板持续进行,安信证券环保公用研究
1335,2019-09-15,类债宇宙—“高股息联盟”之超配纪元,EBS公用环保研究
1336,2019-09-14,机构称这些股未来涨幅空间超20% 汽车股被扎堆推荐,证券时报
1337,2019-09-12,券商首次关注4股并给予买入评级（9月12日）,Wind
1338,2019-09-12,国投电力：火电盈利向好、水电成长可期，两翼齐飞成就龙头,证券时报网
1339,2019-09-12,【国金晨讯精选】国投电力深度，中公教育市场规模测算，产业债调整评级汇总，汽车行业1H19经营情况专题,国金证券研究所
1340,2019-09-11,24家上市公司相中董责险,Wind
1341,2019-09-11,"电力行业2019中报业绩综述:增速趋缓,盈利能力向好",平安证券
1342,2019-09-06,IPO动态 | 天合光能：利润一半是税收优惠和政府补助，大客户疑点重重,财经网
1343,2019-09-05,火电行业：又一电厂出售资产 未来火电估值有望提升,财富动力网
1344,2019-09-05,【方正公用】广西发改委批复广西电网“十三五”农网改造升级工程项目（第十二批）,微信
1345,2019-09-04,中信证券：火电逆周期威力显现 关注6只标的,证券时报网
1346,2019-09-04,国投电力控股投资企业中标曼谷两个垃圾焚烧发电项目,中国能源网china5e
1347,2019-09-04,国投电力（600886）：估值安全且扩张可期，新成长周期即将到来,中信证券研究
1348,2019-09-04,公用事业｜火电逆周期威力显现，水电利用小时增长明显：2019年中报回顾,中信证券研究
1349,2019-09-03,国投电力“甩卖”6家火电公司股权，意欲转投光伏？ 资产异常,Ofweek
1350,2019-09-03,【申万公用环保】公用事业板块2019年中报业绩回顾暨下半年投资策略：火电板块业绩弹性显著 关注优质电力龙头,申万环保公用
1351,2019-09-03,【半年报点评】长江电力：盈利增速稳定，类债属性凸显,EBS公用环保研究
1352,2019-09-03,【华创·每日最强音】长债利差与美元货币体系演化：波动率视角的资产配置系列三|大类资产+汽车+钢煤（20190905）,华创证券研究
1353,2019-09-03,"长江电力:业绩符合预期,强化投资布局",国信证券
1354,2019-09-03,"华能水电:一衣带水联滇粤,西电东送大湾区",平安证券
1355,2019-09-02,央企频繁处置火电资产 国投电力一次性转让6家火电厂,证券日报
1356,2019-09-01,"前7月煤炭产量持续上行, 多家电力企业受益业绩“爆棚”",21世纪经济报道
1357,2019-08-31,一周171只个股突破今年新高,中财网
1358,2019-08-30,【天风煤炭20190830】下游电厂需求较弱 运价延续下行趋势,煤炭鑫观点
1359,2019-08-30,国投电力预一次性挂牌转让6家火电厂股权 资产异常,北极星电力
1360,2019-08-30,【申万公用环保】国投电力（600886）点评报告：拟转让亏损火电股权 优化资产结构提升盈利能力 资产异常,申万环保公用
1361,2019-08-29,顶级私募大佬持仓曝光！王亚伟、裘国根、冯柳……他们都买了这些票！,中证报
1362,2019-08-29,国投电力：预挂牌转让部分子公司股权 资产异常,Wind
1363,2019-08-29,超100亿私募大佬最新持股大曝光！高毅、淡水泉、重阳、景林…全来了,中国基金报
1364,2019-08-29,29日公司新闻聚焦：泸州老窖净利增四成 深天马A加码AMOLED生产线,证券时报网
1365,2019-08-29,公用事业行业：7月电力生产放缓 现货交易试点深化,财富动力网
1366,2019-08-29,国投电力(600886.SH)发行 GDR 申请获中国证监会受理,格隆汇
1367,2019-08-28,A股头条之上市公司（8.29）,金融界
1368,2019-08-28,多公司发布晚间重要公告29号走势或将反转,和讯
1369,2019-08-28,【方正公用】厦门市规划建设21座市政污水处理厂，总设计规模为431.2万吨/日,微信
1370,2019-08-28,国投电力：发行GDR申请获证监会受理,Wind
1371,2019-08-28,国投电力：发行GDR申请获中国证监会受理,e公司
1372,2019-08-28,光大证券点评雅中至江西特高压工程核准事件,证券时报网
1373,2019-08-28,国投电力上半年净利同比增45% 水电、火电发电量齐增,中国能源网china5e
1374,2019-08-27,国投电力2019年半年报点评：水电待成长 火电弹性现,中信建投
1375,2019-08-27,"国投电力:水火风光齐发力,水电核心资产中报业绩显著超预期",东吴证券
1376,2019-08-27,"国投电力:两翼齐飞,表现亮眼",平安证券
1377,2019-08-26,【中泰公用】国投电力(600886)2019半年报点评：水电盈利小幅增长，量升&成本下降致火电业绩大增,能源观察站
1378,2019-08-26,申万宏源一周晨会纪要合集（2019/8/26-2019/8/30）,申万宏源研究
1379,2019-08-26,【半年报点评】国投电力：业绩超预期，火电显弹性,EBS公用环保研究
1380,2019-08-26,【申万公用环保】国投电力（600886）中报点评报告：水火共济拉动业绩高增长 境外融资布局清洁能源,申万环保公用
1381,2019-08-26,最新分拆上市概念股名单 这些公司已明确透露分拆意向,证券时报
1382,2019-08-26,盘前必读公告：这些股不容错过！,巨丰财经
1383,2019-08-26,盘后80股发中报最新:冀凯股份,中财网
1384,2019-08-26,"国投电力2019年半年报点评:电量增长煤价下行,火电主导业绩提升",国信证券
1385,2019-08-25,晚间公告精选丨“核电一哥”明日回A，中国广核提示风险：切忌盲目跟风“炒新”,21世纪经济报道
1386,2019-08-25,国投电力：2019年半年度主要财务指标,上交所
1387,2019-08-25,8月25日上市公司晚间公告速递,新浪
1388,2019-08-25,国投电力2019年上半年净利22.76亿发电业务为核心业务,挖贝网
1389,2019-08-25,国投电力：上半年净利润22.76亿元 同比增长45%,证券时报网
1390,2019-08-25,国投电力(600886.SH)上半年净利润升44.92%至22.76亿元,格隆汇
1391,2019-08-25,国投电力：上半年净利润同比增44.92%,Wind
1392,2019-08-21,"电力行业动态跟踪报告:二产疲弱、居民需求不振,火电重回跌势",平安证券
1393,2019-08-20,平安证券：火电重回跌势,证券时报网
1394,2019-08-20,【申万公用环保】川投能源（600674）2019年中报点评：雅砻江二季度电价回升 集团资产注入在即,申万环保公用
1395,2019-08-19,中信证券：利率下行提振水电价值明显 水电板块优异表现有望持续,e公司
1396,2019-08-18,公告点题｜今晚这些公告有看头,第一财经
1397,2019-08-16,瀚蓝环境(600323)2019年中报点评：业绩超预期 打造瀚蓝品牌,申万环保公用
1398,2019-08-16,"公用事业行业事件点评报告:7月电力生产放缓,现货交易试点深化",国海证券
1399,2019-08-15,"电力及公用事业行业周报:深化电力现货市场试点意见发布,现代电力市场构建的关键一环",长城证券
1400,2019-08-13,5G基站耗电量将是4G的12倍？光大证券：对用电量短期影响较小,金融界
1401,2019-08-13,国投电力：拟发行GDR建设海外项目 有望扩大在国际资本市场影响力,证券时报网
1402,2019-08-12,国投电力(600886.SH)：延长发行GDR并在伦交所上市决议有效期,格隆汇
1403,2019-08-12,【原创】 “鸿蒙”带来相关板块受益 8月12日财汇早盘盘前速览,腾讯网
1404,2019-08-09,【方正公用】海关总署：7月进口煤同比增长13％,微信
1405,2019-08-09,A股头条之上市公司（8.10）,金融界
1406,2019-08-09,*DJ 国投电力计划将至多10%的股份发行为全球存托凭证,道琼斯
1407,2019-08-09,国投电力(600886.SH)发行GDR事宜获得国务院国资委批复,格隆汇
1408,2019-08-09,国投电力:GDR 事宜获得国务院国资委批复,e公司
1409,2019-08-09,国投电力：GDR事宜获得国务院国资委批复,Wind
1410,2019-08-08,国投电力：光伏电站装机突破700MW,Ofweek
1411,2019-08-08,巨丰早评：利好将促A股企稳回升,巨丰财经
1412,2019-08-07,国投电力成功收购浙江省100MWp渔光互补光伏电站,国资委
1413,2019-08-07,8月7日复盘：明天走势很关键 主力资金重点出击5股,新浪
1414,2019-08-07,涨停板复盘：沪深两市高开低走 有色金属表现抢眼,新浪
1415,2019-08-07,午评：三大股指涨跌不一创指涨0.25% 稀有金属领涨,新浪
1416,2019-08-07,电力改革概念直线拉升！华银电力、桂东电力直线涨停,第一财经
1417,2019-08-07,电力股直线拉升 华银电力率先涨停,证券时报网
1418,2019-08-07,国金证券：下半年用电增速好转，电力配置正当时,第一财经
1419,2019-08-07,【国金晨讯精选】伊利股权激励点评，2019下半年用电预测,国金证券研究所
1420,2019-08-02,【建投能源交运】电力公用半月谈（19年第14期）：煤价有望持续下行，关注汛期优质水电投资机会,微信
1421,2019-08-01,"电力及公用事业周报:电力行业基金持仓占比创历史新低,持仓集中度高",长城证券
1422,2019-07-31,国投电力：2019年第八次临时股东大会延期,Wind
1423,2019-07-31,华创证券：用电负荷连创新高 火电公司料将迎来机会,证券时报网
1424,2019-07-31,光伏平价：十年准备 静待冲刺,能源评论
1425,2019-07-31,07月31日 46只个股已连涨5天,每日经济新闻
1426,2019-07-31,国投电力参股全球第四大海上风场在英投运！安装84台西门子歌美飒7MW风机,北极星电力
1427,2019-07-30,耗资26亿英镑 国投参与的世界第四大海上风电项目正式商运,证券时报网
1428,2019-07-30,国投电力今日大宗交易成交570万股，成交价8.43元溢价0.0%,Wind
1429,2019-07-29,全国发电量连创历史新高 电力行业迎来需求旺季,证券时报网
1430,2019-07-29,"环保公用事业行业2019年二季度基金持仓分析:基金持仓比例持续下滑,持仓集中度有所提升",渤海证券
1431,2019-07-28,【方正公用事业】日耗回升反映火电发力，全球降息预期下水电龙头配置价值凸显,微信
1432,2019-07-28,【国君高端装备】开山股份深度：投融资闭环初步形成，电站建设进入扩张阶段,琨论机械
1433,2019-07-27,7亿入股现代牧业 新乳业加入奶源争夺战,中国经营报
1434,2019-07-24,【方正公用环保郭丽丽团队】 贵州省发布关于贯彻落实城镇污水处理提质增效三年行动方案（2019—2021年）的通知,微信
1435,2019-07-24,发钱啦！“四小豪门”之国投电力2018年年度权益分派实施公告,北极星电力
1436,2019-07-23,国投电力(600886.SH)拟每10股派2.25元 股权登记日为7月29日,格隆汇
1437,2019-07-23,"电力行业动态跟踪报告:二产回暖,气温起效,火电止跌",平安证券
1438,2019-07-22,【国君公用|行业周报】6月用电量增速回升，煤价继续下行（2019.7.15-2019.7.19）,妍姐电报
1439,2019-07-20,国投电力：关于召开2019年第八次临时股东大会的通知,上交所
1440,2019-07-19,【国君日报】国家能源局公示关于第一批燃气轮机创新发展示范项目,国君公用周妍之每日资讯
1441,2019-07-19,【申万公用环保】公用事业行业2019年中报前瞻：区域火电盈利提升 水电彰显稳健优势,申万环保公用
1442,2019-07-18,电力及公用事业行业周报:浙江省下调燃煤标杆电价,长城证券
1443,2019-07-18,"公用事业行业事件点评报告:6月发电量增速回升,关注中报向好及重组预期",国海证券
1444,2019-07-17,20190713长城公用-公用事业行业周观点：浙江省下调燃煤标杆电价,流星飞电
1445,2019-07-17,国投电力:水火并济、攻守兼具的稀缺核心资产,东吴证券
1446,2019-07-16,进群！国投电力正式介入境内外垃圾发电产业,北极星节能
1447,2019-07-15,【国君日报】6月发电量同比增长2.8%，增速比上月加快2.6个百分点,国君公用周妍之每日资讯
1448,2019-07-15,上市公司成“股神” 别好了伤疤忘了疼,红周刊
1449,2019-07-15,07月15日 61只个股已连涨5天,每日经济新闻
1450,2019-07-15,【国君公用|行业周报】旺季煤价逆势下跌，火电业绩值得期待（2019.7.8-2019.7.12）,妍姐电报
1451,2019-07-14,【方正公用环保郭丽丽团队】业绩公告陆续出炉，火电板块整体继续回暖——2019年第29周观点,公用环保郭丽丽团队
1452,2019-07-12,国投电力发布2019年二季度主要经营数据,北极星电力
1453,2019-07-11,国投电力(600886.SH)第二季度累计完成发电量增9.75%至346.43亿千瓦时,格隆汇
1454,2019-07-11,2019年《财富》中国500强排行榜揭晓！6家风电整机商企业入围（附全名单）,北极星电力
1455,2019-07-10,国投电力：2018年面向合格投资者公开发行可续期公司债券（第三期）2019年付息公告,上交所
1456,2019-07-10,国投电力：拟发行GDR并在伦敦证券交易所上市,北极星电力
1457,2019-07-09,广证恒生-市场要闻点评-第1099期-20190709,广证恒生策略研究
1458,2019-07-08,秦港股份(03369.HK)拟斥资2400万元参股组建全国煤炭交易中心,格隆汇
1459,2019-07-07,【赢家决策参考】2019-07-08,赢家之星
1460,2019-07-06,垃圾分类进入强制时代 环保股迎来最强风口,金融投资报
1461,2019-07-05,北上资金青睐对象现新变化 银行、5G、电力、地产、基建等受宠,大众证券报
1462,2019-07-04,中信证券：利润高增可期，电力形势向好,证券时报网
1463,2019-07-04,公用事业｜利润高增可期，电力形势向好：2019年中报业绩前瞻,中信证券研究
1464,2019-07-03,国投电力：为ICOL公司提供不超1500万英镑担保 大额借贷担保,Wind
1465,2019-07-02,【国君环保徐强】今日环保-博天环境：拟发行股份及支付现金购买四川高绿平70%股权,国君环保徐强之环保资讯
1466,2019-07-01,【方正公用环保郭丽丽团队】湖北省火电走强叠加煤价下行，区域火电 盈利弹性大增——2019年第27周观点,公用环保郭丽丽团队
1467,2019-06-30,公用事业：全面放开经营性电力发用电计划利好供需格局向好的区域龙头 荐24股,申万宏源
1468,2019-06-29,巨丰原创：红七月行情开启 钢铁电力迎布局良机,巨丰财经
1469,2019-06-28,国投电力：第十届董事会第五十三次会议决议公告,上交所
1470,2019-06-28,【建投能源交运-深度】华能水电：西电东流去，亘古澜沧江,微信
1471,2019-06-28,电力市场化，从量变走向质变，一文看清事件演变,Wind
1472,2019-06-28,电改出重磅政策，概念股逆市走强，机构：关注大水电及核电两类优质资产,第一财经
1473,2019-06-28,【国金晨讯精选】放开经营性电力用户发用电计划点评，波司登业绩点评,国金证券研究所
1474,2019-06-28,电力行业：火电有三大机会 水电将平稳运行,财富动力网
1475,2019-06-26,公用事业：博弈火电 荐2股,平安证券
1476,2019-06-26,环保板块业绩回升可期 关注景气细分领域龙头,金融投资报
1477,2019-06-24,长城公用-华北试运行完成，2020年底建立全国电力辅助服务市场机制,流星飞电
1478,2019-06-21,国投电力(600886.SH)“19国投电”将于6月24日挂牌上交所,格隆汇
1479,2019-06-21,7MW到10MW以上！国投电力英国海上风电项目拟寻求大容量机组,北极星电力
1480,2019-06-21,今年以来36家上市公司被举牌,中证报
1481,2019-06-21,"电力行业2019年中期投资策略:火电业绩快速修复,水电防御价值明显",国信证券
1482,2019-06-20,【国君公用|行业点评】5月用电量增速回落，水电持续高增长——中电联发布1-5月电力工业运行简况点评,妍姐电报
1483,2019-06-20,光伏平价：十年准备 静待冲刺,工业电器网
1484,2019-06-20,电力｜二产拖累用电增速下滑，水电利用小时持续走高：5月电力数据点评,中信证券研究
1485,2019-06-19,国投电力：为全资子公司托克逊光能特定债务提供100%担保 大额借贷担保,Wind
1486,2019-06-19,江苏神通（002438.SZ）：聚源瑞利两次举牌后再增持，逼近大股东持股比例,格隆汇
1487,2019-06-18,100MW！国投白银风电下属新疆烟墩项目顺利投产,中国能源网china5e
1488,2019-06-17,长城证券公用事业-公用事业行业周观点：工业用电需求下降，发用电量增速放缓,流星飞电
1489,2019-06-17,【数据点评】电量增长缘何乏力？,EBS公用环保研究
1490,2019-06-16,【方正公用环保郭丽丽团队】5月份火电增速降幅扩大，水电等清洁能源继续发力——2019年第25周观点,公用环保郭丽丽团队
1491,2019-06-16,公用事业：5月用电增速大幅下行 荐17股,申万宏源
1492,2019-06-13,【方正公用环保郭丽丽团队】中电联发布一季度全国电力市场交易信息分析,公用环保郭丽丽团队
1493,2019-06-13,国投电力(600886.SH)成功发行12亿元公司债,格隆汇
1494,2019-06-12,电力股异动拉升，机构称板块具备估值“洼地”特征,第一财经
1495,2019-06-12,公用事业｜水电由守转攻：估值提升带来配置价值,中信证券研究
1496,2019-06-11,北上资金抢筹五类公司,大众证券报
1497,2019-06-11,国投电力(600581)2019年第一期10年期公司债实际发行18亿元，票面利率为4.59%。,中国金融信息网
1498,2019-06-11,电力行业2019年下半年投资策略:捕捉基本面掩护下的“改革躁动”,光大证券
1499,2019-06-06,【方正公用环保郭丽丽团队】浙江省发布钢铁行业超低排放改造实施计划（征求意见稿）,公用环保郭丽丽团队
1500,2019-06-05,环保公用行业周报:多地完成降价任务电价担忧已然证伪,申万宏源
1501,2019-05-28,"2019年4月电力数据及行业政策解读:4月用电增速保持平稳,火电受益降税红利",申万宏源
1502,2019-05-27,【华创环保公用】周报20190526：中央环保投资项目储备库开展建设，完善风电上网电价政策巩固行业基石,V蓝环保观察
1503,2019-05-27,举牌现象频出 但有价值的标的仅有这几只,红周刊
1504,2019-05-25,今年逾30家A股公司获举牌 多路资本轮番登场,证券时报
1505,2019-05-23,超200股创新低！千亿白马股“失蹄”，几十家机构推荐也难逃调整,证券时报
1506,2019-05-23,A股黑周四魔咒再现 此关键位置须守住,证券时报
1507,2019-05-22,【环保公用】19年四川丰水期省调外送电电价落地，相关水电业绩仅受小幅影响,天风研究
1508,2019-05-22,"公用事业行业:增值税到期影响水电一季报,火电业绩快速修复",国信证券
1509,2019-05-21,中信证券：电力股迎来新配置介入时点 建议增配,证券时报网
1510,2019-05-21,电力｜用电需求走弱，4月水电开工率升近30%,中信证券研究
1511,2019-05-21,"电力行业动态跟踪报告:三产、居民需求稳定,火电发电增速转负",平安证券
1512,2019-05-20,十大电力上市公司2018年业绩排行,北极星电力
1513,2019-05-20,"公用事业行业周报:4月电力天然气需求齐放缓,国家发改委推出第二批降电价政策",国信证券
1514,2019-05-17,"电力行业:电网、水电、核电让利用户,原不含税收益基本无影响",国信证券
1515,2019-05-16,国信证券：持续看好火电受益于煤价下行预期,证券时报网
1516,2019-05-16,【申万公用环保】电力行业第二批降电价措施点评：降价政策落地 利好火电及用电需求,申万环保公用
1517,2019-05-16,"电力行业:第二批降电价措施出台,基本符合预期",平安证券
1518,2019-05-12,【华创环保公用】周报20190512：无废城市试点再添大固废发展动力，地表水水质排名推行，监测行业仍大有可为,V蓝环保观察
1519,2019-05-09,山西大同二期光伏发电应用领跑基地110kV送出工程项目核准批复,中国煤炭资源网
1520,2019-05-09,长江电力（600900.SH）：发电量提升带动营收增长，高分红凸显投资价值，维持“买入”评级,格隆汇
1521,2019-05-09,正合奇胜——华创证券2019年中期策略报告集锦,华创证券研究
1522,2019-05-08,江山控股出售湖州项目 有助降低资产负债比率,世纪新能源
1523,2019-05-08,公用行业18年整体盈利表现较好，19年环保预计仍处调整期,环保公用溶易看
1524,2019-05-08,港股异动︱拟4.13亿出售湖州太阳能发电厂 江山控股(00295)复牌大涨40%,智通财经
1525,2019-05-07,【国君公用|季报综述】火电大幅改善，水电略超预期——公用事业行业2018年报&2019年一季报回顾,妍姐电报
1526,2019-05-07,【民生环保公用】年报及一季报情况综述：环保业绩降幅逐步企稳，火电盈利持续修复,MS环保公用
1527,2019-05-06,【安信环保公用邵琳琳团队】周报 0505：钢铁行业超低排放正式推进，蓝天保卫战强化监督再出发,安信证券环保公用研究
1528,2019-05-06,国投电力：一季度净利润10.50亿元 同比增长6.14%,北极星电力
1529,2019-05-05,申万宏源一周晨会纪要合集（2019/4/29-2019/4/30）,申万宏源研究
1530,2019-05-05,【独家】2019年4月电力项目情况：涉及核准、开工、并网等,北极星电力
