,2021-12-31,OpenHarmony 项目群 12 月新增捐赠人美的集团、深圳开鸿,IT之家
5426,2020-03-29,天风家电 | 各品类周度数据回暖，国美拼多多共推补贴福利——2020W12周观点,小蔡看家电
5427,2020-03-29,价值百讲五：美的集团的方向与时间,财华社
5428,2020-03-29,【家电周报 林寰宇】北向资金边际影响恢复正向，龙头避险属性凸显,华泰家电研值
5429,2020-03-28,【兴证家电】日本国内白电2月出货下降，上周海信新风空调柜机市场占四成——家电周报（20200323-20200329）,兴证家电
5430,2020-03-28,上市公司正负面新闻2020年3月28日星期六,Wind
5431,2020-03-27,合康新能：控股股东等签署股份转让协议，美的集团将成公司间接控股股东,Wind
5432,2020-03-27,美的集团：已回购0.1924%公司股份 支付总金额6.63亿元,发布易
5433,2020-03-27,美的集团(000333.SZ)截至3月27日累计回购6.63亿元股份,格隆汇
5434,2020-03-27,美的集团：累计回购1346.5万股，耗资6.6亿元,Wind
5435,2020-03-27,数百亿商誉无碍美的集团收购步伐拟砸7.43亿控股合康新能后者2018年因商誉暴雷亏损2.39亿 资产异常,和讯
5436,2020-03-27,家电股大涨，互联网+助力传统消费，三条“恢复”逻辑配置丨牛熊眼,第一财经
5437,2020-03-27,犀牛财经早报：美股周四大幅收高Airbnb寻求延长10亿美元融资,GPLP犀牛财经
5438,2020-03-27,99股获券商买入评级，龙蟒佰利目标涨幅达69.29%,Wind
5439,2020-03-27,7.43亿元拿下合康新能控股权 美的看重的是什么？,腾讯网
5440,2020-03-26,美的集团收购合康新能科技 旨在提升中央空调2B业务竞争力,金融界
5441,2020-03-26,机构强烈推荐27只个股-更新中,中财网
5442,2020-03-26,美的集团拟7亿多元间接拿下合康新能控制权 合康新能一字涨停,经济观察网
5443,2020-03-26,每日全球并购：Facebook拟几十亿美元收购印度电信运营商Jio一成股权，闻泰科技拟63.34亿元收购安世剩余股份（03/26）,晨哨网
5444,2020-03-26,一字板！合康新能卖身美的，4.79万股民喜从天降！,搜狐
5445,2020-03-26,美的集团7.4亿拿下合康新能控制权，延伸业务触角至新能源汽车产业！,腾讯网
5446,2020-03-26,美的7.4亿元间接控股合康新能 布局工业变频与伺服领域,21世纪经济报道
5447,2020-03-26,美的斥资7.4亿元控股合康新能 加快挖金工业自动化,第一财经
5448,2020-03-26,解盘：指数企稳，土地流转、生物育种、医疗器械领涨,Wind
5449,2020-03-26,美的7.43亿元收购合康新能股权 业务或延伸至节能环保等领域,中国网
5450,2020-03-26,美的集团将成间接控股股东 合康新能股价涨停,金融界
5451,2020-03-26,26日公司新闻聚焦:美的集团间接控股合康新能 中海油服净利增34倍,证券时报网
5452,2020-03-26,【粤开策略】流动性专题：近一周北上资金交易情况一览,微信
5453,2020-03-26,美的集团股份有限公司 关于收购北京合康新能科技股份有限公司控股权的提示性公告,中证报
5454,2020-03-25,公告精选：延安必康拟分拆子公司九九久科技至创业板上市；美的集团将成合康新能间接控,证券时报
5455,2020-03-25,晚间公告热点追踪：美的将成合康新能间接控股股东,新浪
5456,2020-03-25,拟入主合康新能 美的集团拓A股版图,北京商报网
5457,2020-03-25,美的集团拟7.42亿元入主合康新能 拓展ToB业务规模,e公司
5458,2020-03-25,美的集团：以7.43亿元间接控股合康新能,中金在线
5459,2020-03-25,增强中央空调竞争力 美的超7亿元收购合康新能控股权,新京报
5460,2020-03-25,美的集团7.43亿元“鲸吞”合康新能控股权，触角延伸节能环保、新能源汽车多元性新布局,21世纪经济报道
5461,2020-03-25,78岁“老廉颇”再战江湖！补下小天鹅A退市缺口，何享健7亿入主合康新能,21世纪经济报道
5462,2020-03-25,美的集团：拟通过子公司收购合康新能控股股权,36氪
5463,2020-03-25,美的集团：合康新能将成为公司控股子公司,第一财经
5464,2020-03-25,美的集团(000333.SZ)拟通过下属子公司取得合康新能控股权,格隆汇
5465,2020-03-25,美的集团：拟7.43亿元收购合康新能控股权,Wind
5466,2020-03-25,合康新能：美的集团将成为公司的间接控股股东 控制人变化,新浪
5467,2020-03-25,合康新能：美的暖通拟受让18.73%股份，何享健将成为实控人 控制人变化,Wind
5468,2020-03-25,单靠新基建远远不够！请收好这份核心资产名单,证券时报网
5469,2020-03-25,A股投资者信心提振！航空、汽车板块大涨说明了什么？,上证报
5470,2020-03-25,有料公司丨弃“家电”从“医疗”，谁来为飞利浦的“任性”买单？,中国家电网
5471,2020-03-25,天风家电 | 美的集团：美的收购合康新能控制权，加快布局工业互联网,小蔡看家电
5472,2020-03-24,135家公司年内启动大额回购 股东回报率提升,大众证券报
5473,2020-03-24,22家公司获海外机构调研,证券时报网
5474,2020-03-22,【华泰电新黄斌团队】鹏辉能源：蓄势待发的小而美锂电池企业,华泰电新价值研究
5475,2020-03-22,天风家电 | 周度数据小家电表现亮眼，多地陆续推出消费券鼓励消费——2020W11周观点,小蔡看家电
5476,2020-03-22,天风家电 | 飞科电器：牵手纯米进军厨房小家电，品类扩张为公司成长赋能,小蔡看家电
5477,2020-03-22,211名湖北籍员工乘专列返岗 佛山市委书记、市长深夜接站,南方网
5478,2020-03-20,【兴证家电】转子压缩机2月产销下滑，海尔除菌空调发运意大利 ——家电周报（20200316-20200322）,兴证家电
5479,2020-03-20,美的集团：回购股份支付金额已近5.28亿元,中证网
5480,2020-03-20,美的集团：以集中竞价方式累计回购了5.28亿元,新浪
5481,2020-03-20,美的集团(000333.SZ)：累计耗资5.28亿元回购1061万股,格隆汇
5482,2020-03-20,美的集团：累计回购1060万股，支付金额5.28亿元,Wind
5483,2020-03-20,3月以来上市公司回购股份活跃 主要用于股权激励及员工持股计划,中证报
5484,2020-03-19,辰安科技：若中国电信入主将为公司发展带来更多资源,中国财富网
5485,2020-03-19,到了夏天，家电大姐依然是你大姐,阿尔法工场
5486,2020-03-19,A股震荡下行北上资金重启买入美的集团,证券时报
5487,2020-03-18,粤开策略|资金面日报：北上资金净流出规模趋缓-0318,微信
5488,2020-03-18,主力大举加仓6股 逾9亿北向资金净买入美的集团,证券时报
5489,2020-03-18,北上资金活跃股名单(3月18日),证券时报网
5490,2020-03-18,深港通十大成交活跃股排名（3月18日）,Wind
5491,2020-03-18,数据复盘｜主力大举加仓这19股 逾9亿北向资金净买入美的集团,证券时报网
5492,2020-03-18,北上资金逆势买入美的集团逾9亿元，净卖出万科A4亿元,格隆汇
5493,2020-03-18,北向资金再度净流出近72亿元，美的集团逆势获净买入9.66亿元,Wind
5494,2020-03-18,北上资金本月600亿净卖出刷新历史，白马股遭砸盘，这类股或存机会,Wind
5495,2020-03-18,天风家电 | 密切关注疫情缓和后的消费刺激政策,小蔡看家电
5496,2020-03-18,刘强东出手！京东砸140亿回购，股价应声暴涨12%！更要港股上市？,中国基金报
5497,2020-03-17,格力斥10亿新增医疗板块 家电企业危中寻机,第一财经
5498,2020-03-17,A股再现V型反弹！股指全线翻红！上市公司回购，真金白银护航！,南都报
5499,2020-03-17,产业资本入场护航A股，283家次企业启动回购,21世纪经济报道
5500,2020-03-17,27家深市公司披露回购方案，产业资本动作彰显市场长期向好信心,Wind
5501,2020-03-17,中证报头版：回购增持齐上阵，内在稳定机制提振A股信心,Wind
5502,2020-03-17,产业资本入场护航A股 283家次企业启动回购,21世纪经济报道
5503,2020-03-16,避险情绪升温，北上资金本月400亿出逃，白马股首当其冲,Wind
5504,2020-03-16,【家电】美的回购彰显信心，北向资金流出短期股价承压,爱建证券研究所
5505,2020-03-14,多家公司启动回购计划，传递稳定股价信心,Wind
5506,2020-03-13,【兴证家电】1月轻商压缩机同比降四成，美的再回购 ——家电周报（20200309-20200315）,兴证家电
5507,2020-03-13,美的集团：已回购股份175万股，耗资9173万元,Wind
5508,2020-03-13,美的集团：已回购股份175万股 耗资9173万元,e公司
5509,2020-03-13,美的集团(000333.SZ)截至3月13日累计回购9173.4万元的股份,格隆汇
5510,2020-03-13,多公司启动回购 雅戈尔累计耗资近23亿元,e公司
5511,2020-03-13,环境舒适性转型成为空调业新一轮争夺高点,澎湃新闻
5512,2020-03-13,机器人上岗助推复工，智能制造产业迎机遇,Wind
5513,2020-03-12,美的回购注销350万股限制性股票，两年完成5次注销，斥资2.6亿元,搜狐
5514,2020-03-12,"美的集团现1笔大宗交易 共成交8,874.68万元",新浪
5515,2020-03-12,美的集团今日大宗交易成交166.91万股，成交价53.17元溢价0.0%,Wind
5516,2020-03-12,跌出价值！回购增持齐上阵，更有公司连续回购无缝对接,Wind
5517,2020-03-11,格力美的打响口罩战：自产口罩同日上线 格力卖美的送,新快报
5518,2020-03-11,美的集团再出手年内率先回购3200万元,兰格钢铁网
5519,2020-03-11,广东顺德：打响全产业链联动复工战“疫”,中国青年报
5520,2020-03-10,公布回购股份计划后，美的集团实施首次回购,慧聪网
5521,2020-03-10,家电企业“抗疫”：纷纷上口罩生产线 格力开售美的免费送,每日经济新闻
5522,2020-03-10,美的集团52亿回购启动 ，一日买入3200万，股价65元以下买买买,21世纪经济报道
5523,2020-03-10,10日公司新闻聚焦：美的集团实施回购 辽宁能源拟入主红阳能源,证券时报网
5524,2020-03-10,盘前必读公告：这些股不容错过！,巨丰财经
5525,2020-03-10,上市公司正负面新闻2020年3月10日星期二,Wind
5526,2020-03-09,家电巨头新动作：格力和美的均拟注册发行额度上百亿债券融资工具背后,经济观察网
5527,2020-03-09,52亿重磅回购之路开启！美的集团首斥3200万元,e公司
5528,2020-03-09,公告精选：多只口罩概念股提示风险；美的集团耗资3212万元实施首次回购,e公司
5529,2020-03-09,美的集团耗资3200万，首次回购近60万股,观察者网
5530,2020-03-09,美的集团：耗资3211.8万元回购59.5万股公司股份,中证网
5531,2020-03-09,美的集团：耗资3212万元实施首次股份回购,e公司
5532,2020-03-09,美的集团(000333.SZ)3月9日首次回购3211.799万元的股份,格隆汇
5533,2020-03-09,"美的集团：公司于2020年2月21日召开第三届董事会第十八次会议审议通过了《关于回购部分社会公众股份方案的议案》，同意公司以集中竞价的方式使用自有资金回购部分公司股份，回购价格为不超过人民币65元/股，回购数量不超过8,000万股且不低于4,000万股，实施期限为自董事会审议通过回购股份方案之日起12个月内",金十数据
5534,2020-03-09,美的集团：今日首次回购59.5万股，支付金额3211万元,Wind
5535,2020-03-09,董明珠开卖口罩 家电企业涉足医疗领域为哪般？,第一财经
5536,2020-03-09,空调业旺季开启清库模式 格力加码价格战,中国家电网
5537,2020-03-08,天风家电 | 复盘 2015：年年岁岁花相似？,小蔡看家电
5538,2020-03-06,美的集团工业互联网化的改造之路丨新“基建”新引领,第一财经
5539,2020-03-06,零售云“云端卖货”，小镇老板两小时卖160台空调,凤凰网
5540,2020-03-06,美的集团遭中金下调盈利预测 一季度业绩或存隐忧,和讯
5541,2020-03-06,疫情催化 家电业大浪淘沙 谁会是下一个春兰？,金融界
5542,2020-03-05,家电企业率先掀起复工潮，顺势调整全年收红可期丨“战疫情复生产稳增长”系列报道之三,电子信息产业网
5543,2020-03-05,24期免息、直播秒杀，苏宁美的“破冰”空调市场,凤凰网
5544,2020-03-05,中金：下调格力和美的盈利预测 盈利能力下降,金十数据
5545,2020-03-05,中金：下调格力和美的盈利预测,Wind
5546,2020-03-05,芯朋微电源管理芯片实现进口替代,中证报
5547,2020-03-04,像巴菲特一样玩回购不轻松 A股部分公司预回购款远超其货币资金,红周刊
5548,2020-03-04,美的集团(000333.SZ)截至2月末尚未实施回购,格隆汇
5549,2020-03-03,空调业旺季开启清库模式 格力加码价格战,第一财经
5550,2020-03-03,格力美的齐推债务融资 “未雨绸缪”还是另有打算？,证券日报
5551,2020-03-03,国金策略：哪些个股被“外资化”了？（附股）,新浪
5552,2020-03-03,2020年2月外资持仓变动跟踪：资金北上略有放缓，地产轻工配置加强（国信策略）,追寻价值之路
5553,2020-03-03,账上躺百亿资金，A股龙头企业为啥纷纷融资？,大河报
5554,2020-03-02,格力美的疫情下“加杠杆”：中国家用空调总库存已超4500万套，存量厮杀再加剧,华夏时报
