,2021-12-31,中国建筑：公司目前未参与阿富汗重建相关工程,Wind
1204,2020-08-31,中国建筑上半年新签合约额1.51万亿元 同比增长5.2%,我的钢铁
1205,2020-08-31,546股获券商买入评级 晨化股份目标涨幅达72.73%,Wind
1206,2020-08-31,上证报：上市公司半年报折射中国经济强劲韧性和活力,Wind
1207,2020-08-30,【安信建筑】2020年中报点评（中国建筑 601668.SH）：Q2营收业绩快速提升，订单充足装配式建筑持续推进,勇往直前
1208,2020-08-30,中国建筑公布半年报：每股收益0.47元 同比增长4.4%,和讯
1209,2020-08-30,中国建筑(601668)：建筑业航母 全年有望实现稳健增长,新浪
1210,2020-08-29,中国建筑：上半年营收增速转正，毛利率、研发费用率双升【天风建筑唐笑团队】,笑谈建筑
1211,2020-08-29,500家企业组团新基建，老牌龙头如何应考新赛道？,Wind
1212,2020-08-29,中国建筑公布2020年半年报：利润总额同比增长4.3%,中国经济网
1213,2020-08-29,10位明星基金经理“心水股”首次披露,中国基金报
1214,2020-08-29,二季度QFII新进增持179只个股,Wind
1215,2020-08-28,中国建筑上半年新签合约1.51万亿元 净利环比一季度增长1.26倍,证券日报
1216,2020-08-28,中国建筑(601668)：装配式龙头央企实力强 PE仅4.7倍明显低估,新浪
1217,2020-08-28,远离拥挤交易 拥抱低估值,股市动态分析
1218,2020-08-28,12张图纵览外资A股持仓，高盛、小摩、领航重仓名单全披露,Wind
1219,2020-08-28,【面包财报】中国建筑：第二季度归母净利润122.67亿元，同比增长7.13%,面包财经
1220,2020-08-28,【财报智读】中国建筑：第二季度归母净利润122.67亿元，同比增长7.13%,面包财经
1221,2020-08-28,【华创建筑建材】中国建筑2020年中报点评：业绩稳健毛利提升，工业化建造实力强劲,华创建筑建材研究
1222,2020-08-28,【中泰建筑 邢立力】中国建筑半年报点评：Q2业绩加速修复，周期价值显著低估,中泰建筑研究
1223,2020-08-27,中国建筑上半年净赚198亿元,大众证券报
1224,2020-08-27,中国建筑：上半年归属股东净利润198.39亿元同比降2.3% 盈利能力下降,中国网
1225,2020-08-27,中国建筑：上半年净利润同比下降2.3% 盈利能力下降,Wind
1226,2020-08-27,中国建筑：上半年利润总额437.7亿元 同比增长4.3%,e公司
1227,2020-08-27,中国建筑(601668.SH)半年度净利润降2.3%至198.4亿元 盈利能力下降,格隆汇
1228,2020-08-27,中国建筑：上半年净利润437.7亿元同比增长4.3%,格隆汇
1229,2020-08-24,中国建筑：选举石治平为监事会主席,乐居财经
1230,2020-08-24,建筑与工程Ⅲ行业研究：继续关注减隔震、装配式投资机会,新浪
1231,2020-08-24,疯狂的中建，新签订单近2万亿！,一带一路高参
1232,2020-08-21,中国建筑：近期获得合计365.2亿元项目,Wind
1233,2020-08-21,资色·曝年报丨中国建筑上半年营业额280.02亿港元 财务状况良好创新指数略有不足,和讯
1234,2020-08-21,2020年度ENR“全球最大250家国际承包商”榜单发布,凤凰网
1235,2020-08-21,中国建筑签约印尼坦竣A(2X660MW)燃煤电站工程,一带一路高参
1236,2020-08-20,中国建筑公布前7月经营业绩，国内订单加速回暖,证券时报网
1237,2020-08-20,中国建筑前7月地产合约销售同比降6.6%至2062亿 盈利能力下降,观点地产网
1238,2020-08-20,中国建筑：前7月地产业务合约销售额2062亿元 同比减少6.6% 盈利能力下降,中国网
1239,2020-08-20,中国建筑：1-7月新签合同额同比增长5.3%,e公司
1240,2020-08-20,中国建筑(601668.SH)1-7月新签合同总额17471亿元 同比增长5.3%,格隆汇
1241,2020-08-20,中国建筑：1-7月新签合同总额17471亿元，同比增长5.3%,Wind
1242,2020-08-19,A股共发生119宗大宗交易成交27.99亿元（8月19日）,Wind
1243,2020-08-19,"中国建筑现2笔大宗交易 共成交2,549.99万元",新浪
1244,2020-08-19,中国建筑今日大宗交易成交483.87万股，成交价5.27元溢价0.76%,Wind
1245,2020-08-19,上海市39.9亿元出让2宗地块 中国建筑+上海康桥31.5亿元摘得一宗,中国网
1246,2020-08-18,"中国建筑现1笔大宗交易 共成交4,467.25万元",新浪
1247,2020-08-17,建筑装饰行业报告：建筑板块估值回升可能刚刚开始建筑装饰,新浪
1248,2020-08-17,建筑周报：社融信贷低于预期 企业中长期融资继续优化,新浪
1249,2020-08-17,A股融资融券日报：两融余额减少67.88亿元（8月14日）,Wind
1250,2020-08-14,建筑：交通强国铁路先行 龙头有望强者恒强,新浪
1251,2020-08-14,中国建筑中标雄安新区首个住房市场化模式建设项目－国务院国有资产监督管理委员会,国资委
1252,2020-08-14,全球首个万吨级工程结构实验系统问世,中国科技网
1253,2020-08-13,建筑工程业行业：预制PC结构万亿市场启动 制造端与设计端最受益,新浪
1254,2020-08-13,A股早报2020年8月13日星期四,Wind
1255,2020-08-12,中国建筑等11股获特大单资金净流入超2亿元,证券时报网
1256,2020-08-12,中国建筑承建的西安地铁14号线实现全线轨通－国务院国有资产监督管理委员会,国资委
1257,2020-08-11,中国建筑现1笔大宗交易 共成交451.29万元,新浪
1258,2020-08-10,建筑建材行业：周期行业数据周报(第三十二周),新浪
1259,2020-08-10,建筑周报：公募REITS 指引发布 有望推动试点项目尽快平稳落地,新浪
1260,2020-08-10,建筑行业周观点：继续关注减隔震、装配式投资机会,新浪
1261,2020-08-10,国内容积最大的液化天然气三层金属全容罐外罐成功落地中国建筑承建－国务院国有资产监督管理委员会,国资委
1262,2020-08-10,我建成万吨级多功能实验系统检验建筑抗震等性能,中国科技网
1263,2020-08-09,建筑装饰周观点：政策面&基本面持续向好 继续推荐装配式建筑&装修龙头,新浪
1264,2020-08-07,建筑央企上半年签单破5万亿 交通新基建下半年再迎高潮,华夏时报
1265,2020-08-07,大家人寿减持同仁堂5% 年内已累计套现近90亿元 减持股份,新浪
1266,2020-08-07,17年进展缓慢终于按下启动键 上海黄浦航母级旧改项目进入“实质性启动阶段”,华夏时报
1267,2020-08-07,2020北京市绿色基础建设产业发展现状及前景分析,中研网
1268,2020-08-06,七大建筑央企上班经营业绩大PK！,一带一路高参
1269,2020-07-30,海外信用评级汇总2020年7月30日星期四,Wind
1270,2020-07-30,穆迪：维持中国建筑的A2评级，展望稳定,Wind
1271,2020-07-30,穆迪：确认中国建筑“A2”发行人评级 展望“稳定”,中金在线
1272,2020-07-30,中国建筑股份有限公司公告（系列）,证券时报
1273,2020-07-29,中国建筑关于监事辞职及提名监事候选人的公告 董监高成员变化,新浪
1274,2020-07-29,中国建筑：监事会主席郜烈阳因工作变动辞职 董监高成员变化,Wind
1275,2020-07-29,股王茅台中报净利增速非五年来最低 多股有望走上升行情,和讯
1276,2020-07-29,【建筑】建筑2020Q2持仓点评：二季度持股小幅下滑，装配式相关标的获增持,中银证券研究
1277,2020-07-28,7月29日上市公司重要公告集锦：贵州茅台上半年净利润逾226亿元,证券日报
1278,2020-07-28,大家人寿继续对原安邦系资产进行“瘦身”,新浪
1279,2020-07-28,中国建筑(601668.SH)：下属中海(上海)公司拟与中城集团共同开发上海市历史风貌保护及城市更新项目,格隆汇
1280,2020-07-28,中国建筑：6月销售创全年新高 上半年销售数据同比微降 盈利能力下降,面包财经
1281,2020-07-28,每日理财观察：回购定盘利率全线上涨，国际金价创新高,Wind
1282,2020-07-28,2020《财富》中国500强发布京港粤沪浙占五成,时代周报
1283,2020-07-27,中证指数公司：8月6日发布中证兴业证券ESG盈利100指数,Wind
1284,2020-07-27,金融街下午茶2020年7月27日星期一,Wind
1285,2020-07-27,多部门联合发文开展绿色建筑创建行动 2020绿色建筑行业现状及发展前景分析,中研网
1286,2020-07-27,六大建筑央企上半年签单有望超4万亿 中国建筑6月日均签单118亿全年或首破3万亿,长江商报
1287,2020-07-27,2020《财富》中国500强揭晓：中石化中石油和中国建筑进前三,新浪
1288,2020-07-25,建筑与工程行业基金2Q20持仓分析：公募加仓装配式产业链 但整体持仓下降,新浪
1289,2020-07-25,上市公司正负面新闻2020年7月25日星期六,Wind
1290,2020-07-24,晚间重要公告2020年7月24日星期五,Wind
1291,2020-07-24,中国建筑：获得9项重大项目 共计340.6亿元,中金在线
1292,2020-07-24,中国建筑：近期获340.6亿元重大项目,Wind
1293,2020-07-24,中国建筑上半年销售额1.5万亿元，建筑业务合同额增长6%,澎湃新闻
1294,2020-07-24,建筑与工程点评报告：基金持仓再度探底 装配式链备受青睐,新浪
1295,2020-07-23,晚间重要公告2020年7月23日星期四,Wind
1296,2020-07-23,中国建筑上半年新签合同额同比增长5.2%,中国证券网
1297,2020-07-23,中国建筑发布上半年经营简况 订单延续预期增长,证券时报网
1298,2020-07-23,中国建筑上半年地产合约销售1807亿 同比降1.9% 盈利能力下降,观点地产网
1299,2020-07-23,中国建筑：地产业务上半年合约销售额1807亿元,中国网
1300,2020-07-23,中国建筑：1-6月新签合同额1.51万亿元，同比增长5.2%,Wind
1301,2020-07-23,中国建筑(601668.SH)1-6月新签合同总额15101亿元同比增长5.2%,格隆汇
1302,2020-07-23,中国建筑：上半年新签合同额1.51万亿元 同比增5.2%,e公司
1303,2020-07-23,鼎维固客户集中度高，流动性风险高企 经营问题,时代在线
1304,2020-07-20,房企信用差异悬殊致海外融资成本分化，仅7家获三大评级机构投资级评级,Wind
1305,2020-07-19,权益基金发行创历史纪录，明星基金经理最新操作路径曝光,Wind
1306,2020-07-18,建筑装饰行业2020年半年度业绩前瞻：二季度行业利润整体改善 装配式助推钢结构景气度不断上行,新浪
1307,2020-07-16,惠誉：确认中国海外发展(00688.HK)“A-”长期发行人评级，展望“稳定”,云掌财经
1308,2020-07-16,惠誉：确认中国海外发展“A-”长期发行人评级，展望“稳定”,Wind
1309,2020-07-14,中国绿色建筑行业全景调研 绿色建筑行业发展战略研究咨询,中研网
1310,2020-07-13,广州广钢新城一楼盘被点名批评，涉及葛洲坝、中国建筑等公司 其他违规处罚,证券时报网
1311,2020-07-13,年内到期债务555亿，泰禾集团首只公募债违约 未按时兑付本息,Wind
1312,2020-07-13,7月份解禁市值已经逼近6000亿元 接盘需谨慎？ 解禁,Wind
1313,2020-07-12,中国建筑：合理市值是4000亿，横盘已4年，这一波股价可以翻倍,搜狐
1314,2020-07-10,解禁洪峰将至，接盘需谨慎,Wind
1315,2020-07-09,中国建筑信息化行业发展情况如何？建筑信息化行业投资建议研究,中研网
1316,2020-07-08,【研报掘金】建筑行业有望迎来幅度较大的估值提升 建议加大建筑央企配置,证券时报网
1317,2020-07-08,券商银行争涨停 股王月度争排名,南方财经网
1318,2020-07-07,张慎峰：注册制牛市行情正徐徐走来,21世纪经济报道
1319,2020-07-07,八大建筑央企2019-2020年最新业绩及股票走势！,一带一路高参
1320,2020-07-06,建筑行业周报：低估值蓝筹行情启动,新浪
1321,2020-07-04,中建美国签约美国三个建筑项目,一带一路高参
1322,2020-07-04,天津鼎维固转战A股上市 应收款占营收比重过半,中国经营报
1323,2020-07-03,泰禾还在等战投，逾期借款及罚息超240亿元 违约失信,Wind
1324,2020-07-03,建筑工程2020年中期投资策略：积极布局 静待收获,新浪
1325,2020-07-03,A股融资融券日报：两融余额增加140.38亿元（7月2日）,Wind
1326,2020-07-02,建筑建材行业半年度策略报告：行业加速整合 龙头强者恒强,新浪
1327,2020-07-02,大家人寿减持中国建筑5.05亿股，持股比例降至4.99% 减持股份,资本邦
1328,2020-07-02,A股融资融券日报：两融余额增加125.09亿元（7月1日),Wind
1329,2020-07-02,建筑与工程行业2020年度中期投资策略：顺势而为,新浪
1330,2020-07-01,中国建筑(601668)深度报告一：藏器于身 待时而动,新浪
1331,2020-07-01,中国建筑(601688)深度报告一：藏器于身 待时而动,新浪
1332,2020-07-01,冯柳席位或继续增持完美世界 45家公司机构买入过亿元（附表）,红周刊
1333,2020-07-01,北向资金上半年狂赚1600亿，买了这些股（附名单）,中证报
1334,2020-06-30,建筑与工程2H20投资策略：继续拥抱结构性行情,新浪
1335,2020-06-28,【太平洋建筑】基建持续复苏，关注减隔震、大基建、钢结构 ——周观点0628,太平洋建筑研究
1336,2020-06-28,建筑工程业行业：继续聚焦装配式赛道 基建H2将继续加速回升,新浪
1337,2020-06-28,20.3亿元！中国建筑签署印尼百万吨级氧化铝厂项目,一带一路高参
1338,2020-06-23,上市公司正负面新闻2020年6月23日星期二,Wind
1339,2020-06-22,中国建筑近期获265.5亿元重大项目,中国证券网
1340,2020-06-22,晚间重要公告2020年6月22日星期一,Wind
1341,2020-06-22,中国建筑(601668.SH)近期获得265.5亿元重大项目,格隆汇
1342,2020-06-22,中国建筑：近期共获得10个重大项目，合计金额265.5亿元,Wind
1343,2020-06-22,民生证券研究周观点,新浪
1344,2020-06-22,A股早报2020年6月22日星期一,Wind
1345,2020-06-22,建筑周报：投资数据继续改善 建筑业有望率先受益货币政策强化落地,新浪
1346,2020-06-22,建筑装饰行业周报：继续推荐装配式建筑龙头 关注低估值央企配置价值,新浪
1347,2020-06-19,中国建筑股东以大宗交易方式减持5.05亿股公司股份 减持股份,上证报
1348,2020-06-19,6月20日上市公司重要公告集锦：上海电气子公司电气风电科创板上市申请获受理,证券日报
1349,2020-06-19,A股共发生119宗大宗交易成交78.85亿元（6月19日）,Wind
1350,2020-06-19,中国建筑(601668.SH)：大家人寿不再是持股5%以上股东,格隆汇
1351,2020-06-19,中国建筑：大家人寿持股比例降至5%以下,Wind
1352,2020-06-19,"中国建筑现9笔大宗交易 共成交253,112.82万元",新浪
1353,2020-06-19,中国建筑今日大宗交易成交50521.52万股，成交价5.01元折价1.96%,Wind
1354,2020-06-18,沪港通十大成交活跃股排名（6月18日）,Wind
1355,2020-06-18,2020年“义利99”排行榜发布 中小板公司有稳健增加趋势,证券日报
1356,2020-06-18,A股融资融券日报：两融余额增加44.43亿元（6月17日),Wind
1357,2020-06-18,中国建筑前五月新签合同额突破万亿 建设百项应急工程项目彰显社会责任,长江商报
1358,2020-06-17,中建八局、中建国际、中建南洋、中铁二十三局、中铁北方公司5家单位领导调整,北极星电力
1359,2020-06-17,A股融资融券日报：两融余额增加79.14亿元（6月16日),Wind
1360,2020-06-17,上市公司正负面新闻2020年6月17日星期三,Wind
1361,2020-06-16,中国建筑(601668.SH)年报推10派1.85元 股权登记日6月23日,格隆汇
1362,2020-06-16,中国建筑前5月新签合同额同比增长3.5%,我的钢铁
1363,2020-06-16,上市公司正负面新闻2020年6月16日星期二,Wind
1364,2020-06-15,1.08万亿元！中国建筑前五月累计新签合同额保持恢复性增长,证券日报
1365,2020-06-15,晚间重要公告2020年6月15日星期一,Wind
1366,2020-06-15,中国建筑(601668.SH)：1-5月新签合同额10798亿元同比增长3.5%,格隆汇
1367,2020-06-15,中国建筑：前5月地产业务合约销售额1219亿元,乐居财经
1368,2020-06-08,中国建筑集团：加快推进符合条件所属子企业实施股权激励,中证报
1369,2020-06-08,金融地产研究部三循环周报：多部委联合发文强化中小微企业金融服务 新三板转板上市机制落地,新浪
1370,2020-06-08,申万宏源建筑周报：建筑企业基本全面复工 全年预期相对乐观,新浪
1371,2020-06-07,【太平洋建筑】县城城镇化补短板加速，关注减隔震、钢结构投资机会——周观点0606,微信
1372,2020-06-05,建筑和工程行业2020中期策略：基建确定性回暖 装配式&REITS值得期待,新浪
1373,2020-06-04,2020年中国建筑防水材料行业市场现状及发展前景分析 全年总产量将超26亿平方米,前瞻研究院
1374,2020-06-03,中国建筑挂牌转让6家营口小型房地产公司100%股权 资产异常,观点地产网
1375,2020-06-03,建筑央企136家子公司利润大排行！38家超10亿,一带一路高参
1376,2020-06-03,超1400亿！近期铁路、城轨开工项目大盘点,中国水泥网
1377,2020-06-02,建筑装饰行业专题研究：目前仍处债转股政策推进窗口期 建筑央企国企订单落地速度有望加快,新浪
1378,2020-06-01,太平洋建筑周观点0530：建筑业PMI继续回升 重视减隔震与传统基建投资机会,新浪
1379,2020-06-01,【中信证券建筑 罗鼎团队】周观点：基建整体回暖，寻找增长性最优赛道（20200531）,Citics建筑
1380,2020-05-27,中国建筑15亿元可续期公司债券已获上交所受理,中国网
1381,2020-05-25,中国建筑召开2019年度股东大会,中证网
1382,2020-05-25,【太平洋建筑】两会增强基建扩张预期，重视减隔震高成长与传统基建回暖——周观点0523,微信
1383,2020-05-24,工商银行为“走出去”企业提供全球化债券融资,Wind
1384,2020-05-22,上市公司正负面新闻2020年5月22日星期五,Wind
1385,2020-05-21,晚间重要公告2020年5月21日星期四,Wind
1386,2020-05-21,中国建筑：近期获281.1亿元重大项目,Wind
1387,2020-05-21,中国建筑：近期获10个项目，项目金额合计281.1亿元,Wind
1388,2020-05-20,【中信证券建筑 罗鼎团队】周观点：行业数据如期回暖，稳增长预期进一步强化（20200517）,Citics建筑
1389,2020-05-18,中建八局遭天津津南区处罚 工人食堂饭菜未明码标价,中国经济网
1390,2020-05-18,多家中国建筑承包商竞标建设斯洛文尼亚铁路项目,一带一路高参
1391,2020-05-17,【太平洋建筑】4月基建地产投资转正，重视减隔震、钢结构投资机会——周观点0516,微信
1392,2020-05-14,中国建筑签约阿尔及利亚艾因那扎配送中心项目,国资委
1393,2020-05-14,杠杆资金5天加仓近300亿 一大批股票创新高（名单）,中证报
1394,2020-05-13,中国建筑前4个月经营业绩恢复向好,上证报
1395,2020-05-13,中国建筑公布前四月经营情况 业绩恢复向好,证券时报网
1396,2020-05-13,中国建筑首四月新签合同总额8297亿元 地产业务减10.3%,观点地产网
1397,2020-05-13,建筑2019年报暨2020Q1报综述暨方法论之财务透视19：钢结构最快 央企最稳定 设计/园林加速反转向上,新浪
1398,2020-05-13,中国建筑(601668.SH)1-4月新签合同总额8297亿元同比增长1%,格隆汇
1399,2020-05-13,建筑和工程行业19年报和20年一季报综述：央企降杆杆近尾声 钢结构业绩亮眼 基建REITS重构逻辑,光大证券
1400,2020-05-12,建筑垃圾包括哪些？中国建筑垃圾处理技术现状 2020建筑垃圾处理市场容量及发展趋势分析,中研网
1401,2020-05-11,中国建筑云筑网与京东签约 携手助推产业供应链优化升级,国资委
1402,2020-05-08,QFII、RQFII “限购令”取消， 看外资持股全名单,Wind
1403,2020-05-07,正泰电器2019年：营收增10.23%净利增4.74% 海内外市场取得新突破,中国机经网
1404,2020-05-06,中美头部公司业绩PK，传统行业依旧强势,Wind
1405,2020-05-06,公募REITs启航，这些行业与个股最受益,证券时报网
1406,2020-05-06,建筑装饰：机构持仓环比增加,金融投资报
1407,2020-05-05,上交所发布沪市主板公司2019年年报整体分析报告,Wind
1408,2020-05-05,【国盛建筑】周观点：基建REITs打开行业新空间，推荐建筑央企与投融资运营龙头,微信
1409,2020-05-04,"A股""现金奶牛""榜单出炉！",中国基金报
1410,2020-05-04,中国建筑、苏宁易购三年现金净流出超百亿元,格隆汇
1411,2020-05-04,现金牛公司出炉！9股三年“吸金”超千亿，这些公司现金流是净利的3倍，中国建筑三年“失血”近一个南航市值 连续下跌,e公司
1412,2020-05-04,赚外国人的钱！这些A股公司最厉害（名单）,Wind
1413,2020-05-02,中国建筑登顶研发投入榜，美的成研发投入过百亿唯一民企，这些上市公司厚积薄发（附名单）,e公司
1414,2020-05-01,【国盛建筑】中国建筑：疫情影响下Q1业绩符合预期，全年目标展现积极,微信
1415,2020-04-30,【中信证券建筑 罗鼎团队】中国建筑一季报：疫情影响总体可控，基建新签逆势增长,Citics建筑
1416,2020-04-30,【华创建筑建材】中国建筑2020年一季报点评：疫情影响Q1业绩，基建订单发力未来可期,华创建筑建材研究
1417,2020-04-30,1100亿元！中国建筑基建业务新签合同额逆势增近二成,证券日报
1418,2020-04-30,中国建筑公布一季报，基建业务逆势增长,证券时报网
1419,2020-04-29,中国建筑，为何业绩逐年增长，股价却不涨？,搜狐
1420,2020-04-29,中海物业（02669.HK）：以更加积极的姿态，迎接市场竞争，给予“买入”评级，目标价9.41港元,格隆汇
1421,2020-04-29,中海物业（02669.HK）投资价值分析报告：以更加积极的姿态，迎接市场竞争，首次评级为“买入”，目标价9.41港元,格隆汇
1422,2020-04-29,472股获券商买入评级，中国核电目标涨幅达92%,Wind
1423,2020-04-28,A股共发生94宗大宗交易成交17.63亿元（4月28日）,Wind
1424,2020-04-28,"中国建筑现6笔大宗交易 共成交5,188.85万元",新浪
1425,2020-04-28,中国建筑今日大宗交易成交1009.50万股，成交价5.14元折价0.19%,Wind
1426,2020-04-28,【光大地产|公司深度】以更加积极的姿态，迎接市场竞争 ——中海物业（2669.HK）投资价值分析报告,缅怀南方
1427,2020-04-28,334股获券商买入评级，中广天择目标涨幅达140.52%,Wind
1428,2020-04-28,"【战""疫""看国企】医院建设大会战 央企决胜“安全岛”",经济日报
1429,2020-04-28,【战“疫”看国企】央企大会战 决胜“安全岛”,经济日报
1430,2020-04-27,中国建筑现1笔大宗交易 共成交990.27万元,新浪
1431,2020-04-27,中国建筑谈土储过多：存货超六成位于一二线 风险可控,观点地产网
1432,2020-04-27,【中信证券建筑 罗鼎团队】中国建筑年报：业绩符合预期，逆周期加码下稳中求胜,Citics建筑
1433,2020-04-27,53家上市公司连续10年双增长！债务、兑付能力不可不了解,Wind
1434,2020-04-27,中国建筑完成发行30亿中期票据 发行利差1.37%,观点地产网
1435,2020-04-27,中国建筑：30亿元中期票据发行完成 利率1.37%,中国网
1436,2020-04-27,【太平洋建筑】中国建筑：营收高增，业绩稳增，低估值持续扩张企业价值凸显,微信
1437,2020-04-26,【安信建筑】行业快报：2020Q1建筑配置比例提升，基建投资价值凸显,勇往直前
1438,2020-04-26,【华创建筑建材】中国建筑2019年报点评：营收增速创新高，逆周期加码有望催化估值,华创建筑建材研究
1439,2020-04-26,【国盛建筑】周观点：铁路投资率先加力，继续推荐设计/钢构/央企龙头,微信
1440,2020-04-26,建筑涂料是什么？建筑涂料行业现状及未来发展趋势分析,中研网
1441,2020-04-26,【国盛建筑】中国建筑：收入高增，业绩稳健，稳定高ROE具备估值优势,微信
1442,2020-04-25,中国建筑新签合同2.87万亿营收1.42万亿 连续两年成全球业内唯一“双万亿”企业,证券日报
1443,2020-04-25,年报季：华夏幸福营收1052亿 滨江集团净利增长34%,观点地产网
1444,2020-04-25,新签合同2.87万亿营收1.42万亿 中国建筑连续两年成全球业内唯一“双万亿”企业,证券日报
1445,2020-04-24,中国建筑去年业绩符合预期,上证报
1446,2020-04-24,【中信证券建筑水泥】建筑持仓：1Q20持仓规模整体回升，继续推荐园林及央企龙头,Citics建筑
1447,2020-04-24,中国建筑2019年地产业务收入2170亿元 租金收入53.6亿元,观点地产网
1448,2020-04-24,年报｜中国建筑：2019归母净利润419亿元 同比增长9.5%,乐居财经
1449,2020-04-24,中国建筑：2019年净利润418亿元地产业务营收2170亿元,中国网
1450,2020-04-24,中国建筑：2020年度拟为下属子公司安排200亿元新增融资担保额度 大额借贷担保,Wind
1451,2020-04-24,中国建筑：2019年净利润同比增长9.52%,Wind
1452,2020-04-23,中国海外发展(00688)拟委任安永为新任核数师,智通财经
1453,2020-04-23,中国海外发展拟委任安永为新任核数师,乐居财经
1454,2020-04-21,A股融资融券日报：两融余额增加42.91亿元（4月20日）,Wind
1455,2020-04-21,中国企业助力全球战疫,经济日报
1456,2020-04-17,中国建筑：2020年1-3月经营情况简报,证券之星
1457,2020-04-16,中国建筑2020年一季度经营情况业绩温和恢复,证券时报网
1458,2020-04-16,中国建筑：2020年一季度地产业务合约销售619亿元,乐居财经
1459,2020-04-16,中国建筑一季度地产业务新签合同总额619亿 新增土储128万平米,观点地产网
1460,2020-04-16,中国建筑：1-3月新签合同额6232亿元，同比降5%,Wind
1461,2020-04-16,一文带你了解2019年中国建筑防水行业发展现状,前瞻研究院
1462,2020-04-16,【中金固收·信用】中国短期融资券及中期票据信用分析周报,中金固定收益研究
1463,2020-04-14,中国建筑拟发行2020年第三期中期票据 规模30亿元,观点地产网
1464,2020-04-14,融资客青睐8股，海亮股份买入占比高达51.47%,Wind
1465,2020-04-13,【平安建筑】装配式建筑专题——PC构件篇：PC构件成本改善空间大，2025年将达千亿市场规模,平安研究
1466,2020-04-10,云南省建设投资控股集团：公司涉及重大诉讼进展 诉讼纠纷,Wind
1467,2020-04-10,中国建筑许可指标营商环境便利度得分公布 上升88位,澎湃新闻
1468,2020-04-08,中国建筑：40亿元中期票据发行完成 利率3.29%,中国网
1469,2020-04-08,中信证券：新旧基建合力，建筑行业中期景气持续,Wind
1470,2020-04-07,中国建筑拟发行30亿元中期票据 利率未定,观点地产网
1471,2020-04-07,中国建筑拟发行30亿元中期票据 用于置换存量债务,中国网
1472,2020-04-06,央企参与全球战“疫” 建设境外版“火神山医院”,中证网
1473,2020-04-04,境外版“火神山医院”来了！,经济观察网
1474,2020-03-31,A股融资融券日报：两融余额减少40.59亿元（3月30日）,Wind
1475,2020-03-30,穆迪：新冠肺炎疫情冲击全球建筑业 中国建筑活动正在复苏,上证报
1476,2020-03-30,A股融资融券日报：两融余额减少56.76亿元（3月27日）,Wind
1477,2020-03-27,远大住工：收入逐年上升聚焦高毛利PC业务中国建筑工业化的领军者涉足万亿农房改建市场,财华社
1478,2020-03-25,情绪前瞻0325 | 山东黄金净流入额居首，正向情绪升温；新城控股遭遇机构撤资危机；负向情绪发酵,21世纪经济报道
1479,2020-03-24,中国建筑现1笔大宗交易 共成交206.00万元,新浪
1480,2020-03-23,光大证券：子公司永续债贡献少数股东权益增长 建筑央企基本面改善,金融界
1481,2020-03-20,哪些公司能获得廉价资金？,证券市场周刊
1482,2020-03-20,八大建筑央企海外经营最新排行,一带一路高参
1483,2020-03-19,中国建筑签获144.5亿项目 涉杭州富阳万达广场等,观点地产网
1484,2020-03-19,中国建筑(601668.SH)近期获得合计144.5亿元的重大项目,格隆汇
1485,2020-03-18,如果1个指数囊括新基建七大热门板块，你会心动么？,老司基一枚
1486,2020-03-18,北上资金本月600亿净卖出刷新历史，白马股遭砸盘，这类股或存机会,Wind
1487,2020-03-18,外资撤离A股！机构：不宜过度悲观,证券时报网
1488,2020-03-17,A股融资融券日报：两融余额减少176.3亿元（3月16日）,Wind
1489,2020-03-17,沪市公司回购增持势头不减，用真金白银筑起信心“长城”,Wind
1490,2020-03-16,避险情绪升温，北上资金本月400亿出逃，白马股首当其冲,Wind
1491,2020-03-14,上市公司正负面新闻2020年3月14日星期六,Wind
1492,2020-03-13,中国建筑：1-2月新签合同总额同比下降15.1%,Wind
1493,2020-03-09,【太平洋建筑】坚守大基建与柔性抗震两条投资主线—周观点0307,微信
1494,2020-03-08,中国建筑集团原董事长官庆英年早逝 去年已由周乃翔接任,运营商财经网
1495,2020-03-06,中国建筑重要人事任命！,一带一路高参
1496,2020-03-05,中国建筑：经提名郑学选担任总裁职务,中国网
1497,2020-03-04,3月5日上市公司重要公告集锦：邮储银行获准发行不超800亿元无固定期限资本债券,证券日报
1498,2020-03-04,中国建筑：聘任郑学选为公司总裁,Wind
1499,2020-03-04,中国建筑：158.7亿元赎回1.5亿股优先股股票,中国网
1500,2020-03-04,A股融资融券日报：两融余额增加65.11亿元（3月3日）,Wind
1501,2020-03-03,融资客青睐9股，轻纺城买入占比高达57.11%,Wind
1502,2020-03-03,配置策略有变，外资机构紧盯中国企业复工复产,Wind
1503,2020-03-03,粤开策略 | 资金面日报：A股率先反攻，权重搭台题材唱戏-0302,微信
1504,2020-03-02,北上资金活跃股名单(3月2日),证券时报网
1505,2020-03-02,沪深300个股获主力资金抢筹 6股迎来新掘金机遇,证券时报
1506,2020-03-02,沪港通十大成交活跃股排名（3月2日）,Wind
1507,2020-03-02,北向资金今日净流入41.52亿 中国建筑净买入2.57亿,e公司
1508,2020-03-02,北向资金今日净流入41.52亿元，万科A净买入近5亿元居首,Wind
1509,2020-03-02,北上资金今日净流入41.52亿,金十数据
1510,2020-03-02,A股大涨走出独立行情，大基建估值与题材兼备,Wind
1511,2020-03-02,11万亿计划助力基建 机构称建筑板块的“春天”来了,中国财富网
1512,2020-03-02,万亿板块掀涨停潮，机构看好这些低估值基建股(名单),证券时报网
