,2021-12-31,中国建筑：公司目前未参与阿富汗重建相关工程,Wind
1513,2020-02-27,中国建筑现1笔大宗交易 共成交261.31万元,新浪
1514,2020-02-27,百年建筑网：中国建筑最新重大项目中标清单,百年建筑网
1515,2020-02-27,A股融资融券日报：两融余额增加31.42亿元（2月26日）,Wind
1516,2020-02-26,中国建筑现1笔大宗交易 共成交312.00万元,新浪
1517,2020-02-26,万亿投资计划出炉！以基建为重点，拉动经济增长，A股已沸腾,Wind
1518,2020-02-26,A股融资融券日报：两融余额增加116.67亿元（2月25日）,Wind
1519,2020-02-26,中国建筑签下印度市场大单！,一带一路高参
1520,2020-02-25,中国建筑(601668.SH)：“中建优1”28日停牌,格隆汇
1521,2020-02-25,中国建筑：非公开发行优先股将全部赎回，3月2日摘牌,Wind
1522,2020-02-25,中国建筑：拟申请2月28日对优先股股票停牌,Wind
1523,2020-02-25,A股融资融券日报：两融余额增加140.42亿元（2月24日）,Wind
1524,2020-02-24,中国建筑现1笔大宗交易 共成交510.00万元,新浪
1525,2020-02-23,安信陈果：公募对A股影响正超过外资,Wind
1526,2020-02-21,中国建筑：2019-2020年度第一期优先股股息派发公告,上交所
1527,2020-02-19,中国建筑(601668.SH)近期获得315.8亿元的若干重大项目,格隆汇
1528,2020-02-19,中国建筑：近期共中标11个重大项目，项目总金额315.8亿元,Wind
1529,2020-02-17,中国建筑现1笔大宗交易 共成交217.06万元,新浪
1530,2020-02-14,中国建筑1月份新签合同总额同比增长9%,金融界
1531,2020-02-14,中国建筑公布2020年首月经营简报 业绩开局良好,证券时报网
1532,2020-02-14,中国建筑：1月份新签合同总额2378亿元同比增9.2%，地产销售降14.9%,Wind
1533,2020-02-14,中国建筑：1月份新签合同总额2378亿元 同比增9.2%,e公司
1534,2020-02-14,中国建筑(601668.SH)1月新签合同额2378亿元 同比增长9.2%,格隆汇
1535,2020-02-10,【太平洋建筑】短期板块暂时承压，关注高成长子行业独立行情—周观点0209,微信
1536,2020-02-03,中国建筑(601668.SH)拟聘请安永华明作为公司2020年度财务报告审计机构,格隆汇
1537,2020-02-03,中国建筑：拟赎回1.5亿股优先股,中国网
1538,2020-02-03,【太平洋建筑】疫期建筑业短期或受扰动，中长期不改上行趋势—周观点0202,微信
1539,2020-02-02,据中国建筑：截至2月2日12时，雷神山医院项目总体完成75%。,金十数据
1540,2020-02-02,"【华泰建筑建材鲍荣富】新开工或延迟,Q1后逆周期调节或加码—新冠肺炎疫情对建筑板块影响研究",华泰建筑建材研究
1541,2020-02-02,【华泰建筑建材鲍荣富】建筑周观点0202：疫情或导致复工延后，关注超跌龙头后续机会,华泰建筑建材研究
1542,2020-01-28,哪有什么“基建狂魔” 不过是朴实善良的逆行者,国资委
1543,2020-01-24,国资委紧急通知，央企全力以赴！医药、石油、电信、建筑、民航等央企奋战在抗疫前线,中证报
1544,2020-01-24,中国建筑云网承诺：口罩不断货，不涨价！（附应急生产人联系方式）,经济观察网
1545,2020-01-21,这家工程局，超级强大！,一带一路高参
1546,2020-01-17,中国建筑：近期获得459亿元重大项目,e公司
1547,2020-01-17,中国建筑：一直积极关注分拆上市相关政策 将专题研究可行性,e公司
1548,2020-01-17,基建存在哪些机遇？,Wind
1549,2020-01-14,东华科技(002140.SZ)拟参与埃及阿布塔磷酸厂项目建设,格隆汇
1550,2020-01-13,10股获买入评级 最新:中国建筑,中财网
1551,2020-01-12,【国盛建筑】周观点：专项债发行大幅增长，继续推荐建筑蓝筹与钢构龙头,微信
1552,2020-01-10,北上资金开年追捧科技和周期股,大众证券报
1553,2020-01-10,北上资金本周净买入207.94亿元连续14周净买入,证券时报网
1554,2020-01-10,A股共发生87宗大宗交易成交16.52亿元（1月10日）,Wind
1555,2020-01-10,"中国建筑现6笔大宗交易 共成交4,073.20万元",新浪
1556,2020-01-10,中国建筑今日大宗交易成交680万股，成交价5.99元溢价1.53%,Wind
1557,2020-01-10,中国建筑整体业绩稳定，房建业务同比增长16.1%，央行近期政策有望促进企业融资？,证券日报
1558,2020-01-10,中国建筑2019年新签合同金额2.86万亿 同比增长9.0%,和讯
1559,2020-01-09,中国建筑地产合约销售增28%至3818亿 新增土储2072万平米,观点地产网
1560,2020-01-09,【国盛策略】全球估值比较：哪些周期核心资产被低估？,尧望后势
1561,2020-01-09,中国建筑：2019年新签合同总额28640亿 同比增长9.0%,新浪
1562,2020-01-09,中国建筑：2019年地产业务合约销售金额3818亿元 同比增27.9%,中国网
1563,2020-01-09,中国建筑(601668.SH)2019年新签合同总额28640亿元 同比增长9%,格隆汇
1564,2020-01-09,中国建筑2019年全年经营简报出炉，业绩稳步增长,证券时报网
1565,2020-01-09,中国建筑：2019年新签合同总额增长9%，地产业务合约销售额增27.9%,Wind
1566,2020-01-07,注意：北上资金风格突变 出逃网红热门股加仓中字头,红周刊
1567,2020-01-07,大和：升中国建筑(3311.HK)目标价至8港元评级“跑赢大市”,格隆汇
1568,2020-01-07,融资客青睐19股，凌云股份买入占比高达55.06%,Wind
1569,2020-01-07,【太平洋建筑】专项债持续放量，重视低估值龙头投资机会-周观点0111,微信
1570,2020-01-06,北向资金1月6日成交活跃股名单,证券时报网
1571,2020-01-06,中国建筑获沪股通连续3日净买入累计净买入12.03亿元,证券时报网
1572,2020-01-06,中国建筑埃及分公司员工玛丽：续写中国情缘,经济日报
1573,2020-01-04,9只股获北向资金连续净买入,证券时报
1574,2020-01-03,北上资金活跃股名单(1月3日),证券时报网
1575,2020-01-03,中国建筑挂牌转让华泰保险4400万股权 底价3.98亿元 资产异常,腾讯网
1576,2020-01-03,【报道】北向资金今日净流入33.61亿元。中国建筑、中国平安、海康威视分别获净买入6.47亿元、3.62亿元、2.9亿元,金十数据
1577,2020-01-03,北上资金净流入33.61亿 中国建筑净买入6.47亿,新浪
1578,2020-01-03,北向资金净买入中国建筑 净卖出贵州茅台,e公司
1579,2020-01-03,北向资金今日净流入33.61亿元，贵州茅台创沪港通开通以来最大单日净卖出,Wind
1580,2020-01-02,今年首个交易日北向资金净买入超百亿元,证券时报网
1581,2020-01-02,沪港通十大成交活跃股排名（1月2日）,Wind
1582,2020-01-02,A股市场主力资金净流入97.43亿元 中国建筑净流入额居首,中证网
1583,2020-01-02,中字头集体走高 中国建筑涨3%,证券时报网
1584,2020-01-02,中字头集体上攻，中国交建、中国建筑涨超3%,Wind
1585,2020-01-02,中国建筑低估的核心资产：三足鼎立，稳中求胜,--
1586,2020-01-01,【中信证券建筑 罗鼎团队】周观点：基建单季承压全年稳增；关注装配式建筑短工期优势,Citics建筑
1587,2020-01-01,【中信证券建筑 罗鼎团队】周观点：交通运输部等统筹抓好复工开工，MLF及LPR或较大概率下行,Citics建筑
1588,2020-01-01,【中信证券建筑 罗鼎团队】周观点：高基数下12月基建增速略有回落，地方交通投资目标陆续公布,Citics建筑
1589,2020-01-01,【中信证券建筑 罗鼎团队】周观点：关注逆周期调节发力（20200223）,Citics建筑
1590,2019-12-31,中国建筑挂牌转让华泰保险4400万股股权 每股9.05元 资产异常,证券时报网
1591,2019-12-31,华泰保险中资股东密集退出 中国建筑欲出清全部股权 减持股份,华夏时报
1592,2019-12-30,中国建筑(601668.SH)拟回购1060.42万股限制性股票,格隆汇
1593,2019-12-30,中国建筑：回购第二、三期A股限制性股票部分激励股票1060.42万股,Wind
1594,2019-12-30,中国建筑兴业(00830)拟为中国海外发展(00688)提供暖气管接驳服务,智通财经
1595,2019-12-29,中国建筑挂牌转让华泰保险4400万股股份 底价为3.982亿元 资产异常,北京商报网
1596,2019-12-26,喜报连连！盘点诺贝尔瓷砖2019年所获重量级奖项,凤凰网
1597,2019-12-26,建材：总量降速提质 荐7股,长江证券
1598,2019-12-26,中字头板块异动，中国建筑、中国交建、中国铁建短线拉升,Wind
1599,2019-12-26,8.48亿美元！中国建筑签署埃及阿布塔磷酸厂项目总承包合同,一带一路高参
1600,2019-12-25,2019年中国建筑技术装备行业发展现状分析 建筑企业自有施工机械设备数量超过1000万台【组图】,前瞻研究院
1601,2019-12-25,携手共建“一带一路”中国建筑与中国信保签署战略合作协议,国资委
1602,2019-12-24,百亿级央企子公司混改方案频频出炉 2020年或迎混改大年,e公司
1603,2019-12-24,苏州市25.25亿元出让2宗宅地 中国建筑23.07亿元竞得一宗,中国网
1604,2019-12-24,电鳗快报|中国建筑“内化”193亿元债务再喜获中央20亿元低息贷款,电鳗快报
1605,2019-12-24,总规模不超193亿元 中国建筑子企业试水市场化债转股,上证报
1606,2019-12-23,中国建筑拟引投资者对三级子企业增资 规模不超193亿,澎湃新闻
1607,2019-12-23,中国建筑(601668.SH)：控股股东向公司提供委托贷款,格隆汇
1608,2019-12-23,中国建筑：拟引入第三方对部分三级子企业增资扩股不超过193亿元,e公司
1609,2019-12-23,中国建筑：董事会同意引入第三方投资者进行增资扩股,新浪
1610,2019-12-23,中国建筑：引入第三方投资者对公司下属企业进行不超过193亿元的增资扩股,Wind
1611,2019-12-23,接力价值投资 “挖坑”后大基建将迎来“升”机,红周刊
1612,2019-12-19,中国建筑：近期获得总计422.3亿元重大项目,Wind
1613,2019-12-18,中国建筑与中国信保签署战略合作协议,e公司
1614,2019-12-16,【申万宏源建筑】中央经济工作会议定调稳增长利好基建，金融数据超预期保障落地,申万宏源建筑行业研究
1615,2019-12-14,桑德联手国企在舟山成立子公司 资金风波中继续扩张,新京报
1616,2019-12-13,中国建筑前11月地产合约销售额同比增长26.7%,上证报
1617,2019-12-13,中国建筑地产前11月地产销售3398亿元 同比增长26.7%,观点地产网
1618,2019-12-13,中国建筑：前11月房屋建筑竣工面积共计1.77亿平方米 同比增长35%,发布易
1619,2019-12-13,中国建筑公布前11月经营情况 全年业绩平稳可期,证券时报网
1620,2019-12-13,中国建筑：前11个月累计新签合同约2.49万亿元 同比增长6.1%,中证网
1621,2019-12-07,30小时“打印”一层楼？实地探访世界首个原位3D打印建筑,经济观察网
1622,2019-12-06,神州高铁(000008.SZ)拟与中国建筑等组成联合体 参与三洋铁路项目设备和工程投标,格隆汇
1623,2019-12-05,中国建筑：李百安辞任副总裁 董监高成员变化,乐居财经
1624,2019-12-05,中国建筑：李百安不再担任公司副总裁职务 董监高成员变化,Wind
1625,2019-12-05,加强交流推介 回应投资者关切中国建筑新型建筑工业化反向路演成功举办,凤凰网
1626,2019-12-05,中国建筑举办“新型建筑工业化”反向路演活动,中证网
1627,2019-12-04,招行给予“大家人寿”内保外贷6.66亿欧元，“大家产险”受让以安邦产险资产负债,21世纪经济报道
1628,2019-11-29,TOP30上市房企10月销售金额排行：恒大融创领跑，中国建筑超万科,面包财经
1629,2019-11-28,【中信建筑 罗鼎团队】建筑及水泥行业2020年投资策略：基建8%稳增，地产保持韧性，水泥延续高景气,Citics建筑
1630,2019-11-28,资本金比例下调，大基建如何潜在受益？,格隆汇
1631,2019-11-28,中字头发力，中国交建涨近3%,Wind
1632,2019-11-25,中字头崛起，中国交建涨逾3%,Wind
1633,2019-11-25,【朝闻国盛1125】短期震荡，重视安可集成,国盛证券研究所
1634,2019-11-24,【国盛建筑夏天】周观点：逆周期政策积累，优质龙头已极具吸引力,建筑白金战队
1635,2019-11-24,A股周一见 | 机构砸盘白马股 低位周期股或迎机会,第一财经
1636,2019-11-22,中国建筑获得多项重大项目 项目金额合计近250亿元,金融界
1637,2019-11-22,中国建筑：近期获得249.8亿元重大项目,e公司
1638,2019-11-22,中海商务全域运营 中建财富国际中心斩获国际国内三座权威大奖,凤凰网
1639,2019-11-22,中字头午后异动，中国交建涨3%,Wind
1640,2019-11-21,机构预言这只两倍股还能飙38%，一批黑马明年要涨嗨（名单）,证券时报
1641,2019-11-21,中国建筑：前十月地产业务销售逾三千亿，同比增长28%,面包财经
1642,2019-11-20,2019中国建筑学会施工学术年会在郑州召开,凤凰网
1643,2019-11-15,中国建筑前10月整体业绩表现稳健,中证网
1644,2019-11-15,中国建筑：前10月新签合同额2.26万亿元 同比增长9.3%,中证网
1645,2019-11-15,中国建筑前10月地产业务签约销售3143亿元 同比增长28%,观点地产网
1646,2019-11-15,中国建筑前10月经营情况表现稳健,证券时报网
1647,2019-11-15,中国建筑：前10月新签合同额3143亿元 同比增长28%,中国网
1648,2019-11-15,中国建筑：1-10月建筑业务新签合同额同比增6.7%,Wind
1649,2019-11-14,中国建筑(601668.SH)拟回购注销563.59万股限制性股票,格隆汇
1650,2019-11-14,防止上市公司大股东变相减持 交易所出手规范换购ETF,重庆商报
