,2021-12-31,地产板块午后拉升，皇庭国际涨停，招商积余等走高,证券时报网
5737,2019-10-29,【金财富早知道】2019-10-30,赢家之星
5738,2019-10-29,摩根大通：步入复苏正轨，维持新城发展”买入“评级,乐居财经
5739,2019-10-29,最被看好的十大港股:富瑞予中国电信“买入”评级,新浪
5740,2019-10-29,小摩：新城发展控股目标价升至10港元 维持增持评级,新浪
5741,2019-10-29,[路演]筑博设计：和保利、万科等房地产商均有合作关系,全景网
5742,2019-10-29,新城控股旗下公司被列“经营异常” 牵出其重庆往事 经营问题,新京报
5743,2019-10-29,八方股份、筑博设计、广电计量10月30日申购宝典,金融界
5744,2019-10-29,牛散建仓机构加持 新城控股市值回升发展年内企稳,时代周报
5745,2019-10-28,新城控股：富域发展质押9720万股 占公司总股本4.31%,乐居财经
5746,2019-10-28,收评：两市全线上涨 新黄浦涨停,乐居财经
5747,2019-10-28,新城控股前三季度销售1977亿， 净负债率同比、环比双降 偿债能力下降,第一财经
5748,2019-10-28,公募基金连续三季度对房地产相对配置比例下降，偏稳定现金流型标的更受青睐—2019Q3公募基金对房地产配置点评【招商证券·房地产】,降噪房地产
5749,2019-10-28,银行地产股走弱 张家港行跌近3%、保利地产跌超4%,第一财经
5750,2019-10-28,港股开盘前瞻：小米美团今起纳入港股通 亚盛医药首挂上市,智通财经
5751,2019-10-28,TOP房企业绩增长动力不再是卖房？,乐居财经
5752,2019-10-27,【光大地产】地产板块持仓继续下降，北京新版物管条例征求意见,缅怀南方
5753,2019-10-27,天风证券：新城控股销售维持高增长，股权激励示决心,乐居财经
5754,2019-10-27,新城发展(01030-HK)附属新城控股(601155-CN)首九月赚37.3亿人民币,财华社
5755,2019-10-27,基金三季度微幅加仓 制造科技业品种成重点,证券时报网
5756,2019-10-26,新城控股三季报透露的秘密：企业“抗险”能力提升,乐居财经
5757,2019-10-26,新城控股：前三季度归母净利37.32亿 商业租金管理费收入大增,金融界
5758,2019-10-26,新城控股：前三季度营收增2成拿地骤降转让项目过冬 盈利能力下降,南都报
5759,2019-10-25,智通港股公告精选︱(10.25) 工商银行前三季净利增长5.23%至2526.88亿元 不良贷款率1.44%,智通财经
5760,2019-10-25,A股头条之上市公司（10.25）,金融界
5761,2019-10-25,新城控股前三季营收近三百亿 黑天鹅事件后审慎拿地,新京报
5762,2019-10-25,新城发展控股(01030.HK)：新城控股前三季净利润增长19.57%至37.32亿元,格隆汇
5763,2019-10-25,公告精选：工行、农行、交行披露三季报；安邦财产保险通过二级市场减持招商银行股票,e公司
5764,2019-10-25,新城控股公布三季报 前三季净利增加19.57%,新浪
5765,2019-10-25,25日晚间公告精选丨顺丰前三季净利润同比增45%，安邦财产保险不再持招商银行股份,21世纪经济报道
5766,2019-10-25,新城发展控股(01030)：新城控股前三季度归母净利同比增19.57%至37.32亿元,智通财经
5767,2019-10-25,财面儿|新城控股前9月营收达295.6亿元，同比增长19.22%,财经网
5768,2019-10-25,周五上市公司晚间重要公告（更新中）,金融界
5769,2019-10-25,10月25日上市公司晚间公告速递,新浪
5770,2019-10-25,新城控股前三季度销售近2000亿 同比增长23.89%,新浪
5771,2019-10-25,新城控股前三季度营收295.6亿元 商业租金及管理费同比增95%,中国网
5772,2019-10-25,新城控股：前3季度扣非后净利润30.67亿元 同比增18.86%,中国网
5773,2019-10-25,新城控股：前三季度净利润同比增19.57%,Wind
5774,2019-10-25,新城控股：前三季度净利37.32亿元 同比增20%,e公司
5775,2019-10-25,新城控股：前三季度净利润37.32亿元，同比增长19.57%,Wind
5776,2019-10-25,中国海外发展“40不惑”，中海地产更名，公司正在酝酿转型？,财华社
5777,2019-10-25,【光大地产|万科】归母利润率受限高基数，全年业绩依赖以量补价,缅怀南方
5778,2019-10-25,中信建投：房地产板块估值处历史底部 关注三大主线,新浪
5779,2019-10-25,融资客逆市加仓农林牧渔板块,中证报
5780,2019-10-24,"新城控股现1笔大宗交易 共成交1,459.43万元",新浪
5781,2019-10-24,新城控股今日大宗交易成交40.77万股，成交价35.8元溢价6.07%,Wind
5782,2019-10-24,万科A前三季度归母净利182.4亿元；禹洲地产拟发行5亿美元优先票据 | 公告晚参,乐居财经
5783,2019-10-24,收评：两市反弹创业板收涨0.22%，绿景控股涨5.48%,乐居财经
5784,2019-10-24,财融汇·早间必读 | 20191024,财通证券融资融券部
5785,2019-10-24,晨会聚焦191024重点关TWS行业、电子行业、武汉凡谷、大族激光、恒大高新,国信研究
5786,2019-10-24,融资客青睐12股，海亮股份买入占比高达49.76%,Wind
5787,2019-10-24,房企1-9月销售额排名：恒大融创排名升 碧桂园保利降 盈利能力下降,新浪
5788,2019-10-23,"新城控股现1笔大宗交易 共成交1,785.00万元",新浪
5789,2019-10-23,上海证券市场大宗交易公开信息(2019-10-23),上交所
5790,2019-10-23,“先旧后新”配股融资，华润置地拿地本钱不够了？,财华社
5791,2019-10-23,午评：两市继续震荡走弱，苏宁环球涨3.40%,乐居财经
5792,2019-10-23,晨会聚焦191023重点关注宋城演艺、瀚蓝环境、天坛生物、华正新材、爱婴室,国信研究
5793,2019-10-23,三主线把握房地产板块投资机会,中证报
5794,2019-10-22,"新城控股现1笔大宗交易 共成交1,715.00万元",新浪
5795,2019-10-22,广宇集团前三季度归母净利润2.11亿元；中海物业拟479.9万元收购成都物业 | 公告晚参,乐居财经
5796,2019-10-22,北水动向(10.22)|北水净流出4100万 润地(01109)大跌北水趁机扫货,智通财经
5797,2019-10-22,2019年中国商业地产行业市场现状及发展趋势分析 投资增速下滑但机会犹存,前瞻研究院
5798,2019-10-22,收评：两市午后全线走高 新城控股涨超5%,乐居财经
5799,2019-10-22,午评：两市冲高震荡 阳光股份涨超4%,乐居财经
5800,2019-10-22,地产青铜时代：上市难于上青天 发债堪比高利贷,棱镜
5801,2019-10-21,新城控股：2018年公开发行公司债券（第一期）（品种二）2019年付息公告,上交所
5802,2019-10-21,新城控股(601155.SH)：“18新控05”将于29日兑付 每手派息74.30元,格隆汇
5803,2019-10-21,东北证券：南京六合限购放松，蓝光嘉宝服务成功上市,乐居财经
5804,2019-10-21,收评：沪指翻红涨0.05%，南山控股跌2.24%,乐居财经
5805,2019-10-21,地产股逆势表现 金地集团涨近5%,证券时报网
5806,2019-10-21,许华芳千亿赌局:疯狂发债以住养商 押宝商管冲击港股,斑马消费
5807,2019-10-20,深度研究丨商业地产金融化时代逐步到来,新浪
5808,2019-10-18,21家房企前三季度跨“千亿” 四季度忙“抢收”,华夏时报
5809,2019-10-18,新城控股：前九月销售近两千亿，9月均价升1059元每平,面包财经
5810,2019-10-17,2019楼市“三季报”|前9月房企业绩完成率分化 四季度打响“攻坚战”,每日经济新闻
5811,2019-10-17,红星地产燥热症：配套三四线撑起千亿梦想？,新浪
5812,2019-10-17,新城股权纠纷案，二审裁定发回重审 诉讼纠纷,乐居财经
5813,2019-10-17,永续债实操手册——市场概况、条款梳理、会税解读及个券筛查,搜狐
5814,2019-10-17,早盘：三大股指高开，大悦城涨1.42%,乐居财经
5815,2019-10-16,世茂股份拟发10亿元中期票据；赵爱辞任佳兆业健康首席财务官 | 公告晚参,乐居财经
5816,2019-10-16,收评：三大股指全线下行 新城控股涨超3%,乐居财经
5817,2019-10-16,地产股收盘丨地产股冲高回落 新城控股股价重回30元,中国网
5818,2019-10-16,午评：两市冲高回落 粤泰股份涨超8%,乐居财经
5819,2019-10-16,早评：沪深两市微幅高开 珠江实业跌超2%,乐居财经
5820,2019-10-16,晨会聚焦191016重点关注基础化工行业、贵州茅台,国信研究
5821,2019-10-15,43只连涨股近3日吸金均超千万元 银行等三行业成“白马”牧场,证券日报
5822,2019-10-15,沪港通十大成交活跃股排名（10月15日）,Wind
5823,2019-10-15,新城控股：法院裁定子公司诉股权转让纠纷案发回重审 诉讼纠纷,Wind
5824,2019-10-15,吾悦广场平均出租率高达98% 新城悦开盘股价涨6%,乐居财经
5825,2019-10-15,新城控股早盘股价触及30元 前9月销售额同比增涨23.89%,中国网
5826,2019-10-15,晨会聚焦191015重点关注钢铁行业、卫宁健康、中公教育,国信研究
5827,2019-10-15,一天400亿 牛市真的来了吗？,金融界
5828,2019-10-15,两融业务周报（20191008-20191011）,东吴财经通
5829,2019-10-15,A股头条：券商9月业绩较去年同期大幅提升 传统黄金ETF或重新开闸,金融界
5830,2019-10-15,新城“静水” 9月销售262亿与悄悄拿了一块地,观点地产网
5831,2019-10-14,格隆汇港股聚焦(10.14)︱中信证券9月母公司净利升35.52%至7.18亿元 招商局置地前9月合同销售增长19%至261.45亿元,格隆汇
5832,2019-10-14,新城控股前9月销售额增长23.89%至1976.9亿元,观点地产网
5833,2019-10-14,新城发展控股(01030.HK)：新城控股1-9月累计合同销售金额升23.89%至1976.91亿元,格隆汇
5834,2019-10-14,新城控股(601155.SH)1-2月累计合同销售增24.30%至236.59亿元,格隆汇
5835,2019-10-14,住宅商业双轮驱动 新城控股剑指2700亿,乐居财经
5836,2019-10-14,新城控股：前三季销售额约1976.91亿 同比增长23.89%,新浪
5837,2019-10-14,新城控股(601155.SH)1-9月累计合同销售金额升23.89%至1976.91亿元,格隆汇
5838,2019-10-14,新城控股：前9月合同销售金额约1977亿元 同比增24%,e公司
5839,2019-10-14,新城控股：前9月合约销售金额1976.91亿元 同比增23.89%,中国网
5840,2019-10-14,新城控股：1-9月累计合同销售金额同比增长23.89%,Wind
5841,2019-10-14,地产股收盘丨沪指站稳3000点 保利、世茂收盘微跌不到1%,中国网
5842,2019-10-13,【光大地产】央地财政收入划分调整，按揭利率换锚平稳过渡,缅怀南方
5843,2019-10-11,9月40房企融资大幅上涨87.25% “横盘震荡”行情最是让人迷惑,中国网
5844,2019-10-11,穆迪下调新城评级展望至负面，目前已有主力银行恢复放款 评级展望下调为负面,Wind
5845,2019-10-11,【光大地产】中央重申推进1亿人落户，多地政府出台安居政策,缅怀南方
5846,2019-10-10,合生创展前9月销售金额150亿，均价较去年上升13.4%,澎湃新闻
5847,2019-10-10,家装巨头金螳螂爆雷:总经理被查 实控人曾为江苏首富,新浪
5848,2019-10-10,"新城控股现1笔大宗交易 共成交2,216.00万元",新浪
5849,2019-10-10,杠杆率居高难下 鑫苑置业一月内连遭两大机构下调评级 投资评级恶化,中新经纬
5850,2019-10-10,川财证券：2019前3季度房企境内债权融资额下降,乐居财经
5851,2019-10-10,新城更名，并发布新的股权激励计划,观点地产网
5852,2019-10-10,午评：两市全线上涨 金科股份涨超2%,乐居财经
5853,2019-10-10,58安居客环渤海报告：天津外地购房人群中北京占比12.6%,乐居财经
5854,2019-10-10,地产圈 | 新城控股招轻资产项目总 工作经验需十年以上,乐居财经
5855,2019-10-10,晨会聚焦191010重点关注外资,国信研究
5856,2019-10-10,新城控股：将“18新控02”第2年的票面利率由7.50%上调至8.5%,Wind
5857,2019-10-09,新城发展拟变更公司英文名？ 变来变去不如先把纠纷清一清 诉讼纠纷,运营商财经网
5858,2019-10-09,格力和万科的利润是如何隐藏的？,雪球
5859,2019-10-09,四季度逆向思维潜伏地产板块？,养基司令
5860,2019-10-09,午评：沪指2900点失而复得 金地集团涨超5%,乐居财经
5861,2019-10-09,开盘：A股三大股指集体低开 新城控股跌超1%,乐居财经
5862,2019-10-09,9月百强房企销售超预期 58股获主力资金抢筹,中证报
5863,2019-10-09,白酒和医药基金 领跑前三季收益榜,金融投资报
5864,2019-10-08,新城发展控股(01030)拟将公司英文名称变更为“Seazen Group Limited”,智通财经
5865,2019-10-08,开盘：沪深两市小幅高开，鲁商发展涨5.51%,乐居财经
5866,2019-10-04,格力和万科的利润是如何隐藏的？,腾讯网
5867,2019-09-30,联商头条：居然新零售借壳生变 拼多多10亿美元到账,联商网
5868,2019-09-30,大悦城地产31.44亿元竞得济南历城区地块；万方发展拟转让义幻医疗40%股权 | 公告晚参,乐居财经
5869,2019-09-30,收评：三大股指震荡走低 新城控股涨超3%,乐居财经
5870,2019-09-30,午评：两市弱势盘整 格力地产涨超3%,乐居财经
5871,2019-09-30,港股开盘前瞻：百威亚太IPO上市 锦州银行拟定增不超62亿股,智通财经
5872,2019-09-29,三城吾悦广场同日开业 新城商业进入密集开业期,联商网
5873,2019-09-27,美元债融资成本呈下降趋势 为何房企利率仍处高位,国际金融报
5874,2019-09-27,新城发展控股(01030.HK)附属新城控股拟采纳股票激励计划,格隆汇
5875,2019-09-27,新城控股(601155.SH)拟向108名激励对象授予合计2723.24万份权益,格隆汇
5876,2019-09-27,新城控股：2019年激励计划行权2723.24万股 占总股本的1.21%,观点地产网
5877,2019-09-27,新城控股：提名陈松蹊为公司第二届董事会独立董事候选人,中国网
5878,2019-09-27,【华创地产袁豪团队】房地产周报：销售好于市场预期，板块低估值优势突出,地产豪声音
5879,2019-09-27,公募基金年度战役前奏：权益基金赚钱效应报喜,21世纪经济报道
5880,2019-09-27,晨会聚焦190927重点关注房地产行业、森马服饰,国信研究
5881,2019-09-26,A股明日风口:上海5G产业发展和应用三年行动计划发布,新浪
5882,2019-09-26,雅生活拟20.6亿收购中民物业及新中民物业60%股权；路劲拟发4.8亿美元票据 | 公告晚参,乐居财经
5883,2019-09-26,新城悦服务，机会在眼前？,证券市场周刊
5884,2019-09-26,地产股收盘丨三大股指单边走低 两市近百股跌停,中国网
5885,2019-09-26,收评：三大股指全线下跌，新城控股涨4.46% 连续下跌,乐居财经
5886,2019-09-26,新城控股苏州区域公司2019年签约额破200亿 比去年提前66天,乐居财经
5887,2019-09-26,9月26日早盘两市净流入前20股(名单),金融界
5888,2019-09-26,地产股稳步走强，新城控股大涨5%,Wind
5889,2019-09-25,午评：两市弱势震荡 首开股份跌超3%,乐居财经
5890,2019-09-24,【安信固收 | 专题】哪些房企信用资质在改善？——地产债跟踪研究系列一,债券池
5891,2019-09-22,【光大地产】5年期LPR利率维持不变，百城土地累计成交降至-6%,缅怀南方
5892,2019-09-20,【光大地产】销售反弹依赖供给驱动，资金制约或集中供给侧,缅怀南方
5893,2019-09-20,A股数据袒露ESG落地难题：早期尚难主导股价变化 部分机构仅聚焦避雷效应,21世纪经济报道
5894,2019-09-19,地产股收盘丨沪指逼近3000点 卧龙地产再次领涨地产股,中国网
5895,2019-09-19,股息率7.64%市盈率4.2倍 这只股票被机构们盯上了,和讯
5896,2019-09-19,人气有所回落 迪安诊断融资盘小幅流入,财富动力网
5897,2019-09-18,全国楼市持续降温，房企靠“卖项目”求生存,腾讯网
5898,2019-09-18,快讯：房地产板块持续拉升 市北高新涨逾6%,新浪
5899,2019-09-18,今年净利增速超20%、市盈率不足10倍、股息率超4%的股票，仅19只 盈利能力下降,证券时报
5900,2019-09-18,中小房企破局之道：与时间赛跑 抓紧上市 卖项目求生,证券日报
5901,2019-09-17,【国金策略】油价扰动短期资金面，科技ETF备受青睐---资金面监测周报（0909-0913）,策略李立峰与行业配置笔记
5902,2019-09-17,地产股收盘丨两市全天单边下跌 卧龙地产领跌,中国网
5903,2019-09-16,蛋壳、自如上市抢跑，谁会是长租公寓海外第一股？,和讯
5904,2019-09-16,中国建筑前8月地产业务销售2414亿元；正荣地产拟发行11亿元公司债券 | 公告晚参,乐居财经
5905,2019-09-16,晨会聚焦190916重点关注中芯国际、机械行业、社会服务行业、商贸零售、母婴零售行、电子行业、爱婴室、东旭光电,国信研究
5906,2019-09-16,早盘：两市全线高开，新城控股涨1.10%,乐居财经
5907,2019-09-15,【光大地产|万科】涨价利尽短期利润率承压，逆势拿地中期权益比提升,缅怀南方
5908,2019-09-15,【光大地产】监管表态未控房贷增量，本周地产板块跑赢大盘,缅怀南方
5909,2019-09-13,房企告别高增长时代 品牌溢价成突围关键,财经网
5910,2019-09-12,信用负面跟踪20191010,郁言债市日常跟踪
5911,2019-09-12,地产股的销售业绩8月份是否改善？,格隆汇
5912,2019-09-12,上半场尘埃落定 房企“三大法宝”决胜下半场,中财网
5913,2019-09-11,"2019中报：恒大成最强""地主"" 万科华润变现能力增强",新浪
5914,2019-09-11,【光大地产|迪马股份(600656.SH)】受益区域相对景气度，地产及工业协同发展,缅怀南方
5915,2019-09-11,晨会聚焦190911重点关注食品饮料、新北洋,国信研究
5916,2019-09-11,【方正地产 中报综述】销售拿地齐放缓，降杠杆初见成效 ——2019年房企中报综述,方正证券研究
5917,2019-09-10,融资融券每周速递（20190902-20190906）,东吴财经通
5918,2019-09-10,房地产融资断崖下跌，8月环比下跌58.15%,第一财经
5919,2019-09-10,地产股收盘丨沪指微跌0.12%,中国网
5920,2019-09-10,市场营收分化加剧 41家房企负债率超80% 偿债能力下降,中投网
5921,2019-09-10,招商蛇口“让地” 大金主平安进场,乐居财经
5922,2019-09-10,暴风集团再度涨停，老板被抓利好股价？NO！年内22起跌停由此引发，这家公司更是9跌停 其他违规处罚,中证报
5923,2019-09-09,90后“二代”全面接掌福晟国际，其父潘伟明将专注集团工作,腾讯网
5924,2019-09-09,新城控股深圳子公司两度被列为被执行人,Wind
5925,2019-09-09,被列入被执行人？新城控股深圳公司官方这样回应 被执行人,南方网
5926,2019-09-09,新城控股深圳公司被法院列为被执行人 被执行人,金融界
5927,2019-09-09,【光大地产】土地成交边际略反弹，央行降准专项债提速,缅怀南方
5928,2019-09-09,部分房企“花式”促销迎“金九银十”,中证报
5929,2019-09-09,房企中报读楼市｜销售目标完成未过半，开发商仍指望金九银十,澎湃新闻
5930,2019-09-08,中小房企营运效率提升 绿地成“万亿转速王”丨半年报榜单⑦,乐居财经
5931,2019-09-08,今年已有12家上市公司实控人被抓 牵连77万股民 其他违规处罚,中新经纬
5932,2019-09-07,天花板在哪？4家房企总资产分别超万亿|半年报榜单⑥,乐居财经
5933,2019-09-06,8月TOP100房企累计业绩同比增4%，“金九银十”下行业拐点初现,格隆汇
5934,2019-09-06,50家房企平均资产负债率达81.1% 偿债能力下降,新京报
5935,2019-09-06,房企年中“诊断”报告,新京报
5936,2019-09-05,新城控股今日大宗交易成交41万股，成交价25.59元溢价0.39%,Wind
5937,2019-09-05,新城控股前8月累计销售1715亿元 已完成全年目标6成以上,证券日报
5938,2019-09-04,前8月上市房企拿地金额及面积TOP20：万科两项均摘顶,新浪
5939,2019-09-04,开盘：A股三大股指小幅低开 万科A涨0.5%,乐居财经
5940,2019-09-04,趋势巡航：大盘将继续向上补缺,金融界
5941,2019-09-04,晨会聚焦190904重点关注计算机行业,国信研究
5942,2019-09-04,新城控股前8月销售额增速放缓 控股股东质押率降低 盈利能力下降,新京报
5943,2019-09-04,格隆汇A股公告精选(9.03) | 凯撒文化全资子公司游戏独家代理协议转授腾讯；万科8月合同销售额增15.1%至441.3亿元,格隆汇
5944,2019-09-04,世茂“月考”成色 1419亿同比增长四成与“前十”门槛,观点地产网
5945,2019-09-03,9月4日上市公司重要公告集锦： ST辅仁收问询函 要求核实违规拆借及担保情况,证券日报
5946,2019-09-03,多公司发布晚间重要公告4号走势或将反转,和讯
5947,2019-09-03,A股头条之上市公司（9.4）,金融界
5948,2019-09-03,超百亿卖项目后 新城控股无纳储与放缓的8月,观点地产网
5949,2019-09-03,新城控股前8个月销售1714.66亿 完成目标超六成,新京报
5950,2019-09-03,3日晚公告精编丨多家公司发布回购股份计划,21世纪经济报道
5951,2019-09-03,多家房企发布8月经营数据，恒大销售金额第一，碧桂园增速第一,第一财经
5952,2019-09-03,新城控股：控股股东富域发展解除质押5629万股,观点地产网
5953,2019-09-03,新城控股1-8月实现销售1714.66亿 同比增近25%,观点地产网
5954,2019-09-03,新城控股：富域发展解除质押5628.5万股股份,乐居财经
5955,2019-09-03,新城控股：前8月销售额1714.66亿元 同比增24.84%,乐居财经
5956,2019-09-03,新城控股：1-8月累计实现合同销售金额约1714.66亿元，比上年同期增长24.84%,Wind
5957,2019-09-03,新城控股(601155.SH)1-8月合同销售额1714.66亿元 同比增长24.84%,格隆汇
5958,2019-09-03,新城控股(601155.SH)控股股东解除质押5628.52万,格隆汇
5959,2019-09-03,新城控股：1-8月合同销售金额约1715亿元 同比增长24.84%,e公司
5960,2019-09-03,中国恒大8月合约销售478.2亿元；世茂房地产前8月销售额增41%至1419亿元 | 公告晚参,乐居财经
5961,2019-09-03,地产股收盘丨两市尾盘翻红 成交额5644.1亿元,中国网
5962,2019-09-03,报告 | 2019年8月江苏省A股上市公司市值TOP50,挖贝网
5963,2019-09-03,【国信宏观固收】中债市场隐含评级变动跟踪,国信固收研究
5964,2019-09-03,【光大地产】49城楼市累计+13%，百城地市累计-5%,缅怀南方
5965,2019-09-03,房企业绩放缓 下半年谨慎,时代周报
5966,2019-09-02,数说主流房企之变:上半年销售增速减缓 泰禾销售下滑 盈利能力下降,新浪
5967,2019-09-02,数说主流房企之变:上半年降杠杆 融创逆势扩增债务,新浪
5968,2019-09-02,这半年前十地产商卖了近2万亿 千亿房企增至12家,时代周报
5969,2019-09-02,【华泰地产】房地产行业2019半年报综述：业绩结转量质齐升，融资分化格局重塑,华泰地产真心话
5970,2019-09-02,世茂许世坛：没有十强魔障,国际金融报
5971,2019-09-01,佛山高明9.73亿二度挂牌西江新城地块 传新城曾接触该地,观点地产网
5972,2019-08-30,联商头条：拼多多市值超百度 茅台成奢侈品,联商网
5973,2019-08-30,新城控股再转让6个项目公司股权 截至目前已转让21个项目 资产异常,每经网
5974,2019-08-30,新城控股32.92亿再度转让6个项目，累计转让项目金额约101.49亿,全景网
5975,2019-08-30,继续转让6个项目 新城控股“出售计划”完成过半,新京报
5976,2019-08-30,30日公司新闻聚焦：乐视网上半年亏损逾100亿 中石油营收净利双升,证券时报网
5977,2019-08-30,牛市早报｜乐视网上半年亏损百亿，美股三大指数集体上涨,澎湃新闻
5978,2019-08-30,营收增速下滑 规模房企中期业绩喜忧参半 盈利能力下降,南方日报
5979,2019-08-30,港股开盘前瞻：汇丰回购669万股 联想上半年净利同比下降6% 盈利能力下降,智通财经
5980,2019-08-29,新城控股32.9亿转让6个项目 龙湖、合生、新力接盘,新京报
5981,2019-08-29,新城控股32.92亿再转让6项目 买家为招商、合生、龙湖等,观点地产网
5982,2019-08-29,公告精选：*ST河化拟收购南松医药；汇顶科技等中期业绩大增,证券时报网
5983,2019-08-29,新城发展控股(01030)：新城控股转让6个项目公司股权 作价32.92亿元 资产异常,智通财经
5984,2019-08-29,新城控股：近33亿元转让6个项目公司股权及债权 资产异常,e公司
5985,2019-08-29,新城控股：近期出售6个项目 交易对价32.92亿元,中国网
5986,2019-08-29,新城控股：32.9亿元转让6个项目公司股权 资产异常,Wind
5987,2019-08-29,合生创展13.64亿收购新城旗下杭州江干区一宗宅地,观点地产网
5988,2019-08-29,合生创展：13.64亿元收购杭州江干区一宗地块,中国网
5989,2019-08-29,"房地产行业周报:个人住房贷款利率调整,利率下限与当前基本相当",东北证券
5990,2019-08-28,债券重大事件2019年8月28星期三,Wind
5991,2019-08-28,17股遭大宗低价甩货 最低8.8折,中财网
5992,2019-08-28,[快讯]8月28日大宗交易一览,中财网
5993,2019-08-28,上海证券市场大宗交易公开信息(2019-08-28),上交所
5994,2019-08-28,【光大地产|保利地产(600048.SH)】可售丰沛，结转积极，物管规模扩张可期,缅怀南方
5995,2019-08-27,世茂会收购新城的项目吗？许世坛说和王晓松吃过饭,经济观察网
5996,2019-08-27,宝龙地产(1238.HK)：销售逆市高增长，商业地产提估值，目标价6.38港币，维持“买入”评级,格隆汇
5997,2019-08-27,新城控股：上半年销售首破千亿，租金收入同比翻番,面包财经
5998,2019-08-27,【川财研究所*深度报告】房地产：再谈城市人口变迁与地产深度调控,川财研究
5999,2019-08-27,绿城中国半年新增货值1500亿元 要做“颜值高、贤惠和聪明”的综合服务商,证券日报
6000,2019-08-27,观点直击 | 吴亚军：龙湖没有故事 下一个十年有计划（实录）,观点地产网
6001,2019-08-26,未来2个月偿还1000亿，政策未放松，业绩又分化，房企还能投资？,Wind
6002,2019-08-26,【光大地产】上海共产房覆盖非沪籍，百城土地成交降速明显,缅怀南方
6003,2019-08-26,住宅、商业双轮驱动“可圈可点”，新城控股稳住了,金融界
6004,2019-08-25,【光大地产】中国版住房贷款分级开启，利好低风险溢价优质客户,缅怀南方
6005,2019-08-25,【光大地产|金融街(000402.SZ)】签约增速持续提升，毛利率维持高位,缅怀南方
6006,2019-08-25,“镁刻”半年报系列观察之⑦：新城控股,每日经济新闻
6007,2019-08-25,新城控股发布2019年上半年财报吾悦广场成绩亮眼,中国商报
6008,2019-08-25,早报丨绿城服务：背离的业绩曲线,乐居财经
6009,2019-08-24,那些年，富豪和投资者们踩过的雷,格隆汇
6010,2019-08-24,新城控股的转折，王振华的最后一份报表,第一财经
6011,2019-08-24,早报 丨 合肥12家银行二手房停贷,乐居财经
6012,2019-08-23,格隆汇港股聚焦(8.23)︱ 招商银行上半年净利升13.08%至506.12亿元 中国人保中期归母净利增54.1%达154.78亿元,格隆汇
6013,2019-08-23,A股头条之上市公司（8.24）,金融界
6014,2019-08-23,8月24日上市公司重要公告集锦：西南证券拟定增募资不超70亿元,证券日报
6015,2019-08-23,富途点评|新城半年报低于预期，是破釜沉舟还是一蹶不振？,富途证券
6016,2019-08-23,猥亵风波后，新城控股交出了怎样的中期答卷？ 其他违规处罚,格隆汇
6017,2019-08-23,新城发展控股(01030.HK)：新城控股上半年净利润增长2.13%至25.92亿元,格隆汇
6018,2019-08-23,数读半年报|新城控股：销售额破千亿 归母净利润微增,中国网
6019,2019-08-23,新城控股上半年净利润增2.13%至25.92亿元；碧桂园服务上半年收入35.16亿元 | 公告晚参,乐居财经
6020,2019-08-23,新城控股：2019年上半年资产总额4233.20亿元 负债总额3670.04亿元 偿债能力下降,中国网
6021,2019-08-23,新城控股：2019年上半年负债总额3670.04亿元 同比增长29.12% 偿债能力下降,中国网
6022,2019-08-23,新城控股：2019年上半年新增土地储备80幅 总建筑面积2459.20万平方米,中国网
6023,2019-08-23,新城控股：上半年净利25.92亿元 同比增长2.13%,e公司
6024,2019-08-23,新城控股：上半年净利润25.9亿元，同比增长2.13%,Wind
6025,2019-08-23,暴风冯鑫之后又一只“黑天鹅”入狱 谁来救救ST天宝？ 其他违规处罚,凤凰网
6026,2019-08-22,“15万亿”掀开地产“再平衡”格局 行业高集中度下房企的取舍之道,每日经济新闻
6027,2019-08-22,新城控股：控股股东富域发展解除质押5900万股公司股份,中国网
6028,2019-08-22,凯伦股份2019半年报出炉，营收同比增长71.41%，市场表现优异,证券之星
6029,2019-08-21,房企陆续发财报，冰火两重天，如何投？“元芳，你怎么看？”,央视
6030,2019-08-21,【数据揭秘】08月20日 融资客最看好的前20只个股,每日经济新闻
6031,2019-08-21,房企或选择“促销+转让项目”回笼资金,广州日报
6032,2019-08-20,凯伦股份(300715.SZ)发布半年报 净利润升73.97%至4388.41万元,格隆汇
6033,2019-08-20,格隆汇A股公告精选(8.20) | 石大胜华拟成立子公司建设5000吨/年动力电池添加剂项目；银轮股份获宁德时代、广汽乘用车定点采购,格隆汇
6034,2019-08-19,招商局置地上半年净利润降35%至5.28亿元；恒大57亿元夺广州南沙2宗商住地 | 公告晚参,乐居财经
6035,2019-08-19,新城控股(601155.SH)控股股东解除质押5900万股,格隆汇
6036,2019-08-19,新城控股：富域发展解除质押5900万股公司股份 占公司总股本2.61%,中国网
6037,2019-08-17,透视房企资金链：融资全面收紧 狠抓回款准备“过冬”,21世纪经济报道
6038,2019-08-16,高周转的AB面：销售神话与质量之殇,财经网
6039,2019-08-16,地产股收盘 | 沪指冲高回落收涨0.28% 京汉股份涨近8%,中国网
6040,2019-08-15,新城控股风波中获强援 旗下公司10亿元股权出质给绿城,新京报
6041,2019-08-15,"金科半年考：股争未熄火,净利润增三倍",中金在线
6042,2019-08-15,逾五家券商年内踩雷股权质押，行业观望情绪升温 投资失误,第一财经
6043,2019-08-14,金科发布半年报 实现签约销售金额814亿,和讯
6044,2019-08-14,7月全国新开购物中心数量五年新低 同比下跌11％,联商网
