,2021-12-31,地产板块午后拉升，皇庭国际涨停，招商积余等走高,证券时报网
6045,2019-08-14,地价5年首现4个“增速第一” 太原城市价值经历巨大重估,财经网
6046,2019-08-14,重仓视觉中国增持新城控股遇“黑天鹅”交银施罗德旗下货基清盘为今年首例 减资破产,新京报
6047,2019-08-13,金科蒙眼狂奔：规模增 负债升,国际金融报
6048,2019-08-13,房企融资多个渠道收紧，严查机构违规“输血”,第一财经
6049,2019-08-13,金科股份上半年拿地“生猛” 经营现金流净额-73亿,新浪
6050,2019-08-13,金科股份上半年盈利31.67亿元，净利率升至12.13%,全景网
6051,2019-08-12,内地房企增速集体放缓,财富动力网
6052,2019-08-12,领地四川乐山项目引入金科、碧桂园合作开发,观点地产网
6053,2019-08-09,住宅商业齐发力 新城控股7月以来多地项目热销,证券之星
6054,2019-08-09,特别报道 | 上半年A股“黑天鹅”频频现身 多家基金遇袭损失惨重,华夏时报
6055,2019-08-09,前7个月“碧万恒”规模增速放缓 千亿房企增至15家,新京报
6056,2019-08-09,新城控股5066万元底价摘烟台两宗新地块 项目将由龙湖接手开发,中国网
6057,2019-08-09,错收万达酒店？“踏空者”富力净负债率飙升至210% 偿债能力下降,21世纪经济报道
6058,2019-08-09,11强房企有息负债均值2216亿元头部房企净负债率高低差多达6倍 偿债能力下降,证券日报
6059,2019-08-09,踏空者富力：净负债率飙升至210%，如何拆解危局？ 偿债能力下降,21世纪经济报道
6060,2019-08-08,早报 | 乐伽公寓宣告倒闭 无法偿还客户欠款,乐居财经
6061,2019-08-07,金科地产收购新城控股8家项目公司完成工商变更手续 项目问题,观点地产网
6062,2019-08-07,金科股份接盘新城8家公司 全部完成工商变更,新京报
6063,2019-08-07,筑博设计IPO被否的2016年：应收账款大增157% 近年持续高企 IPO融资异常,每日经济新闻
6064,2019-08-07,[快讯]金科股份:受让房地产项目公司股权的进展公告,中财网
6065,2019-08-07,金科地产：受让新城控股8家项目公司已完成工商变更 项目问题,中国网
6066,2019-08-07,保利物业发展赴港IPO；旭辉前7月销售1030亿；融信上半年净利润35.1亿 | 公告晚参,乐居财经
6067,2019-08-07,百年人寿股权频变 偿付能力逼近红线,新浪
6068,2019-08-07,新城控股退出上海三个住宅开发项目，均为合作方“接盘”,全景网
6069,2019-08-06,永清环保（300187.SZ）：实控人被判15月并出狱，却不见任何信息披露，这是玩的什么把戏？,格隆汇
6070,2019-08-06,王晓松退出名下一骨干企业 新城控股已出售15大项目,新京报
6071,2019-08-06,监管不能总是马后炮,财富动力网
6072,2019-08-06,7月份交银施罗德3只基金业绩垫底 重配消费股遭回撤,中国经济网
6073,2019-08-05,醉酒驾车 上市公司东北制药老总出事了,新浪
6074,2019-08-05,业绩雷炸出买点？基金经理正在寻找“预期差”个股,第一财经
6075,2019-08-05,因醉酒驾驶 东北制药副总经理张正伟存无法履职风险 其他违规处罚,中新经纬
6076,2019-08-05,重点上市公司中报预约披露时间,腾讯网
6077,2019-08-05,富力接手万达酒店：王健林愤怒“这当口了还在压价，出我的丑”,财经
6078,2019-08-05,快讯：内房股集体下跌 富力地产股价跌超5% 连续下跌,新浪
6079,2019-08-04,董明珠：格力100％不会暴雷，会暴雷的白马股是假的,腾讯网
6080,2019-08-04,7月A股爆雷超12响，这种业绩雷竟然炸出买点！,中证报
6081,2019-08-03,董事长反复成A股市值杀手 年内已有10家上市公司老板被抓 董监高成员异常事件,券商中国
6082,2019-08-03,多家上市房企7月销售额环比下降 盈利能力下降,中证报
6083,2019-08-03,金科方明富：没有规模的企业是很艰难的,21世纪经济报道
6084,2019-08-03,业绩快报 | 碧桂园前7月权益销售3245亿 万科合同销售3822亿,观点地产网
6085,2019-08-02,新城控股7月销售额同比增逾三成，今日现一笔437万元大宗交易,第一财经
6086,2019-08-02,晚间公告热点追踪：欧派家居称包头原经销商已被刑拘,新浪
6087,2019-08-02,新城控股1-7月累计合同销售1469.5亿 同比增长29.29%,观点地产网
6088,2019-08-02,上海证券市场大宗交易公开信息(2019-08-02),上交所
6089,2019-08-02,[快讯]8月2日大宗交易一览,中财网
6090,2019-08-02,6股遭大宗低价甩货 最低8.9折,中财网
6091,2019-08-02,新城控股：前7月合约销售金额1469.21亿元 同比增29.29%,中国网
6092,2019-08-02,新城控股：7月份合同销售金额约245.33亿元 同比增长逾三成,e公司
6093,2019-08-02,新城控股：1-7月累计实现合同销售额1469.51亿元，同比增29.29%,Wind
6094,2019-08-02,阳光城中报:净利润率仍需努力 下半年拿地节奏或加快,新浪
6095,2019-08-02,未来5个月将有2000多亿需要偿还，房企还好吗？,Wind
6096,2019-08-02,阳光城上半年营收225亿同比增长48% 净负债率降至145%,中国网
6097,2019-08-02,朱荣斌：加上认购未签业绩，阳光城上半年销售额已超千亿,全景网
6098,2019-08-02,报告 | 2019年7月江苏省A股上市公司市值TOP50,挖贝网
6099,2019-08-02,阳光城：半年销售额900亿 在与去地产化中小企业接洽,新浪
6100,2019-08-02,面对偿债压力 房企将加快去库存,中证报
6101,2019-08-01,A股市场资金变动一览（8月1日）,Wind
6102,2019-08-01,前7月主动股基排名大变,新浪
6103,2019-08-01,比亏损更可怕的是踩雷 真正的炒股避雷高手是这样练成的！,金融界
6104,2019-07-31,金科股份冒进？7天吞55亿项目 负债率达175%资金承压 偿债能力下降,新浪
6105,2019-07-31,新城控股前7月累计销售1469亿 同比涨幅近三成,乐居财经
6106,2019-07-31,新城控股7月销售同比涨幅34% 保持稳健增长势头,金融界
6107,2019-07-31,盘点那些涉嫌犯罪的公司老板 谁把股民坑的最惨？ 其他违规处罚,腾讯网
6108,2019-07-31,地产股盘初集体走低 万科A跌超3%,第一财经
6109,2019-07-31,地产股开盘后集体走低 万科A跌超3%,e公司
6110,2019-07-31,年内多位实控人被捕，牵涉80万股东，哪些上市公司应该回避？ 其他违规处罚,搜狐
6111,2019-07-30,55亿接盘新城项目，金科力保规模扩张,第一财经
6112,2019-07-30,行贿、涉黑、违规信披、虚开发票......上市公司老板今年已有11人被抓,华夏时报
6113,2019-07-30,又逮一个！上市公司今年已有10名实控人被捕，股民有苦说不出 其他违规处罚,和讯
6114,2019-07-30,年内13家上市公司实控人被抓！700亿市值没了，76万股民被坑 其他违规处罚,21世纪经济报道
6115,2019-07-30,滨江集团土储捉襟见肘 高价拿地左右为难,新浪
6116,2019-07-30,地产股收盘丨A股三大股指均报收涨 两市成交额3842亿元,中国网
6117,2019-07-30,今年超270家房企破产行业开启新一轮洗牌 减资破产,中国商报
6118,2019-07-30,又一家爆雷！A股“监狱风云”：年内10位实控人被捕 80万股东受牵连 其他违规处罚,中证报
6119,2019-07-30,新城发展再跌2% 此前再售8地产项目,新浪
6120,2019-07-30,“黑天鹅”连袭：部分基金出逃暴风，机构规避瑞华概念股,21世纪经济报道
6121,2019-07-30,上市公司实控人频爆雷7月以来6人被捕 其他违规处罚,北京商报
6122,2019-07-30,“黑天鹅”连袭：部分基金出逃暴风 机构规避瑞华概念股,21世纪经济报道
6123,2019-07-30,防不胜防！又有上市公司董事长被逮捕，竟因虚开发票罪！实控人成市值头号杀手？年内10位实控人被抓 董监高成员异常事件,券商中国
6124,2019-07-29,地产股收盘丨三大股指窄幅震荡 个股呈现普跌格局,中国网
6125,2019-07-29,冯鑫“被抓”暴风集团无悬念跌停！总市值仅剩18.68亿元 其他违规处罚,中新经纬
6126,2019-07-29,金科10亿元再接手新城控股2项目 接盘总数达8个涉资超27亿,重庆商报
6127,2019-07-29,前7月近300家中小房企破产 债务压顶下房企抛售项目回笼资金 减资破产,长江商报
6128,2019-07-29,【行业点评】房地产丨房地产板块连续两季度仓位下降，配置风格回归龙头,中国银河证券研究
6129,2019-07-29,新城发展(01030-HK)售八项目金科股份(000656-CN)承接,财华社
6130,2019-07-29,百年人寿股权陡变成“香饽饽 ”中国奥园与绿城为何争做大股东？,投资者报
6131,2019-07-29,暴风集团实控人被抓 400亿市值已跌剩5% 其他违规处罚,券商中国
6132,2019-07-28,解局 | 买下新城抛售项目,观点地产网
6133,2019-07-28,新城发展控股(01030)：新城控股以27亿元转让五项地产项目,智通财经
6134,2019-07-28,起底恒邦系：接盘新城控股四川项目 曾投资《红海行动》,新京报
6135,2019-07-28,最赚钱科创板股票已大涨3.5倍 这个板块被带火了,证券时报
6136,2019-07-28,北上资金抄底新城控股 持续减持白马股 减持股份,和讯
6137,2019-07-28,早报 | 顾云昌：限价后能做出好房子吗？,乐居财经
6138,2019-07-28,万得财经周刊：科创板首周秀,Wind
6139,2019-07-28,5G板块蓄势待发 中国卫通资金出逃,南方财经网
6140,2019-07-27,新城控股：连续转让15个项目 回血超68亿,乐居财经
6141,2019-07-27,联商周报：曲江文化入主人人乐 苏宁全场景零售模式亮相,联商网
6142,2019-07-27,王振华案余波未平，新城控股连续出售15个项目救急,联商网
6143,2019-07-27,新城再转让5项目 弘阳与金科等地产公司接盘,新京报
6144,2019-07-27,新城控股集团股份有限公司公司债券受托管理人临时报告,证券时报
6145,2019-07-26,【光大地产|中国金茂（0817.HK）】牵手平安，混改走完第三步,缅怀南方
6146,2019-07-26,新城控股再售出5个项目入账27亿元，退出部分新进城市,澎湃新闻
6147,2019-07-26,弘阳地产再扩张 斥资17亿接盘新城控股两大资产,新京报
6148,2019-07-26,新城控股再卖5项目，弘阳地产成为新一批买家,第一财经
6149,2019-07-26,快讯|金科再收购新城控股2项目公司 其中一公司亏损16.25万元 亏损,财经网
6150,2019-07-26,金科再以10.17亿元收购新城河南商丘、江苏宜兴两项目,观点地产网
6151,2019-07-26,北上资金一周净买入26亿元，10亿都流入这只科技股！,e公司
6152,2019-07-26,又有5个项目被甩卖，新城控股已连卖15笔资产，这家公司成最大接盘方！ 资产异常,e公司
6153,2019-07-26,新城控股风波中再卖5大项目 总计回流现金超68亿,新京报
6154,2019-07-26,新城控股逾68亿转让15个项目公司股权，金科股份接盘了8家 资产异常,第一财经
6155,2019-07-26,房企跟投退热 业内：跟投规则要改变 从共享到共担,新京报
6156,2019-07-26,[公司]金科股份：拟10亿元收购新城控股所持2家房地产项目公司股权,全景网
6157,2019-07-26,多公司发布晚间重要公告27号走势或将反转,和讯
6158,2019-07-26,新城控股27亿再卖5项目公司股权 金科继续接盘,每日经济新闻
6159,2019-07-26,地产商没钱了 房子会便宜卖吗？,新浪
6160,2019-07-26,金科股份:收购新城2家地产公司股权 成交额约10.17亿,新浪
6161,2019-07-26,金科股份：10.17亿元收购新城控股2个项目公司,中国网
6162,2019-07-26,新城控股:5个项目签转让协议对价27.07亿 均现金支付,新浪
6163,2019-07-26,继41.5亿元转让10个项目股权后，新城控股又以27亿转让5个项目股权 资产异常,第一财经
6164,2019-07-26,弘阳地产：17.09亿元收购新城控股徐州两个项目公司,中国网
6165,2019-07-26,弘阳地产接盘新城控股两个项目 总价17亿元,乐居财经
6166,2019-07-26,新城控股这俩项目刚拿地就出手,经济导报
6167,2019-07-26,新城控股：27亿元转让5个项目股权 全部以现金支付 资产异常,乐居财经
6168,2019-07-26,新城控股(601155.SH)拟27.07亿元转让5个项目公司股权 资产异常,格隆汇
6169,2019-07-26,新城控股：转让5个项目公司 合计交易对价27.07亿元,中国网
6170,2019-07-26,新城控股：27亿元转让5个项目公司股权 资产异常,e公司
6171,2019-07-26,新城控股：出售5个项目公司，交易对价约27.1亿元,Wind
6172,2019-07-26,中信证券：关注新城控股集团项目公司股权出让事项,Wind
6173,2019-07-26,地产股收盘丨三大股指低开高走沪指涨0.24% 上海自贸概念集体大涨,中国网
6174,2019-07-26,2天签约、3天变更、5天付款 新城“闪卖”10项目回血41.5亿,华夏时报
6175,2019-07-26,【数据揭秘】07月25日 融资客最看好的前20只个股,每日经济新闻
6176,2019-07-26,投资者心悸“爆雷股” 基金营销开打“排雷”牌,上证报
6177,2019-07-26,格隆汇A股公告精选(7.26) | 中航善达转让22.35%股权予招商蛇口获国资委批复；九鼎系拟6个月内继续减持不超6%盘龙药业；中国化学拟组建规划年产100万吨尼龙新材料尼龙66项目公司,格隆汇
6178,2019-07-26,新城甩卖求生？,新京报
6179,2019-07-25,A股头条之上市公司公告精选（7.26）,金融界
6180,2019-07-25,25日晚公告精编丨多家公司发布上半年业绩快报,21世纪经济报道
6181,2019-07-25,新城甩卖，谁在接盘？首批10项目对价41.5亿，收益比拿地少了13亿!,经济观察报
6182,2019-07-25,新城控股重庆12万平方米9亿元项目有望出手，雅居乐或金地可能接盘,重庆商报
