,2021-12-31,恩捷股份、天赐材料、璞泰来，谁是盈利能力最强的电池化学品企业？,Ofweek
1703,2020-01-05,晚间重要公告2020年1月5日星期日,Wind
1704,2020-01-05,璞泰来：2019年累计收到政府补助逾7300万元 占上年净利12.32%,发布易
1705,2020-01-05,璞泰来(603659.SH)：2019年累计收到政府补助7322.80万元,格隆汇
1706,2020-01-05,璞泰来可转债中签号出炉 约15.18万个,证券时报网
1707,2020-01-05,璞泰来披露可转债网上中签结果，共有151763个中签号,Wind
1708,2020-01-05,璞泰来：2019年公司与下属全资及控股子公司累计收到政府补助7322.80万元,Wind
1709,2020-01-05,璞泰来：公司已累计向江西紫宸提供担保金额为18.41亿元,Wind
1710,2020-01-04,继续重点推荐特斯拉供应链 六股有掘金机会,证券时报网
1711,2020-01-03,特斯拉”领先性“系列专题之五—Model 3：供给创造需求，豪华品牌扩容,CITICS汽车研究
1712,2020-01-02,璞泰来：璞泰转债网上中签率为0.00788472％,金融界
1713,2020-01-02,璞泰来新能源7000万增资全资子公司溧阳紫宸,新能源网
1714,2019-12-31,【申港电新】欧洲新能源车3月销量分析,新能源深度研究
1715,2019-12-31,新能源汽车｜负极材料：加速配套海外，迎接全球替代,中信证券研究
1716,2019-12-30,璞泰转债：新能源汽车相关业务多点开花，建议积极申购,睿哲固收研究
1717,2019-12-29,璞泰来拟7000万元增资子公司溧阳紫宸,金融界
1718,2019-12-29,璞泰来：7000万元增资子公司，加码锂电池材料业务,Wind
1719,2019-12-29,璞泰来：7000万元增资子公司 加码锂电池材料业务,e公司
1720,2019-12-29,璞泰来(603659.SH)以现金方式向溧阳紫宸增资7000万元,格隆汇
1721,2019-12-27,【兴证固收.转债】盈利复苏的负极材料领先企业 ——璞泰转债投资价值分析,兴证固收研究
1722,2019-12-27,【光大固收│转债】璞泰转债（113562.SH）新券定价报告：锂电池上游标的，建议积极申购,EBS固收研究
1723,2019-12-27,五大券商下周一看好的六大板块,证券之星
1724,2019-12-26,汽车：销量环比恢复 荐3股,广发证券
1725,2019-12-25,璞泰来(603659.SH)股东梁丰与宁波汇能合计质押1593万股,格隆汇
1726,2019-12-25,璞泰来(603659.SH)：陈卫质押655万股,格隆汇
1727,2019-12-25,璞泰来：为子公司提供担保 大额借贷担保,Wind
1728,2019-12-25,璞泰来大幅拉升1.31% 股价创近2个月新高,金融界
1729,2019-12-24,璞泰来大幅拉升5.41% 股价创近2个月新高,金融界
1730,2019-12-23,7只股股价创历史新高,证券时报网
1731,2019-12-20,特斯拉获国家补贴，意味着什么？上下游有哪些影响？哪些板块受益？,腾讯网
1732,2019-12-17,动力电池概念股发力，当升科技逼近涨停,Wind
1733,2019-12-13,璞泰来大幅拉升9.44% 股价创近2个月新高,金融界
1734,2019-12-13,动力电池概念股上攻，亿纬锂能领涨,Wind
1735,2019-12-13,我国电池制造业呈现良好发展态势 业绩确定性成为布局个股关键词,证券日报
1736,2019-12-13,【东吴电新】11月电动车销量9.5万辆，同比下降43.7%，环比上升27.1% 盈利能力下降,新兴产业汇
1737,2019-12-13,【电新*曾朵红】11月电动车销量9.5万辆，同比下降43.7%，环比上升27.1% 盈利能力下降,东吴研究所
1738,2019-12-12,四大券商周五看好的六大板块,证券之星
1739,2019-12-12,89家公司计划减持逾60亿元 12名股东拟清仓 拟减持股份,中证网
1740,2019-12-09,两个月内股价累计涨近40%，璞泰来高管宣布集体减持 减持股份,格隆汇
1741,2019-12-09,璞泰来：陈卫等多名董监高拟减持1.86%公司股份 拟减持股份,金融界
1742,2019-12-09,璞泰来：为全资子公司提供8000万元担保 大额借贷担保,Wind
1743,2019-12-09,璞泰来：6名董监高拟合计减持不超1.86%公司股份 减持股份,Wind
1744,2019-12-06,273股获买入评级 机构推荐胜率超七成,证券时报网
1745,2019-12-05,璞泰来大幅拉升8.63% 股价创近2个月新高,金融界
1746,2019-12-03,发展规划征求意见，中长期成长趋势不变,CITICS汽车研究
1747,2019-12-02,新能源车市场格局生变 两大主线筛选优质标的,平安证券
1748,2019-12-02,安信研究：12月十大金股,Wind
1749,2019-11-29,璞泰来：关于2018年限制性股票激励计划首次授予部分第一期解锁条件成就暨上市流通的公告,上交所
1750,2019-11-29,下周395亿市值限售股解禁，环比增加199.2% 解禁,Wind
1751,2019-11-29,璞泰来(603659.SH)完成授予55.63万股限制性股票,格隆汇
1752,2019-11-29,璞泰来(603659.SH)拟向子公司溧阳嘉拓划转3家子公司100%股权 资产异常,格隆汇
1753,2019-11-29,璞泰来(603659.SH)：41.09万股限制性股票解锁条件已成就,格隆汇
1754,2019-11-29,璞泰来：占总股本0.09%解锁股票将于12月5日上市流通,Wind
1755,2019-11-28,璞泰来现1笔大宗交易 共成交998.30万元,新浪
1756,2019-11-28,璞泰来今日大宗交易成交14.90万股，成交价67.0元折价3.46%,Wind
1757,2019-11-27,A股共发生81宗大宗交易成交13.72亿元（11月27日）,Wind
1758,2019-11-27,"璞泰来现1笔大宗交易 共成交2,728.13万元",新浪
1759,2019-11-25,"璞泰来现2笔大宗交易 共成交6,300.00万元",新浪
1760,2019-11-22,璞泰来(603659.SH)发行8.7亿元可转债申请获中国证监会核准,格隆汇
1761,2019-11-22,巨丰热点：锂电板块盘中走强 珈伟新能、诺德股双双涨停,巨丰财经
1762,2019-11-22,动力电池概念高开高走，龙头宁德时代冲击涨停,Wind
1763,2019-11-21,【璞泰来】大幅拉升2.34% 股价创近2个月新高,金融界
1764,2019-11-20,璞泰来(603659.SH)：阔甬企业已累计减持1.9%的股份 减持股份,格隆汇
1765,2019-11-20,璞泰来：阔甬企业减持1.90%公司股份 减持股份,Wind
1766,2019-11-19,2019电车产销略降，2020预计高增长 | 兴业电新 · 每周观察（朱玥、曾英捷）,兴业电新
1767,2019-11-14,【东吴电新】10月电动车销量7.5万辆，同比下降45.6%，环比下降5.9% 盈利能力下降,新兴产业汇
1768,2019-11-13,璞泰来8.7亿转债获批：存货及应收款上升较快，流动性压力待纾解,面包财经
1769,2019-11-12,"璞泰来现1笔大宗交易 共成交1,598.90万元",新浪
1770,2019-11-12,璞泰来：为全资子公司江西嘉拓提供1000万元担保 大额借贷担保,Wind
1771,2019-11-10,德国新能源补贴升级助推国内新能源产业发展,和讯
1772,2019-11-07,璞泰来：业务多点开花 业绩迎来向上拐点,招商证券
1773,2019-11-07,Model 3即将量产，新能源汽车概念股春天要来？,证券时报
1774,2019-11-07,99只个股月内累计涨幅逾10%强势股扎堆电子等三类行业,证券日报
1775,2019-11-06,锂电池板块延续火热行情璞泰来、华自科技等个股涨停,财界网
1776,2019-11-06,锂电池板块持续拉升，璞泰来涨停,Wind
1777,2019-11-06,【异动股】锂电池板块持续拉升璞泰来(603659-CN)涨停,财华社
1778,2019-11-06,巨丰热点：锂电池板块呈现活跃 科达利、恩捷股份等个股走强,巨丰财经
1779,2019-11-05,【东吴电新】电动车行业19年及20年一季度总结：行业集中度提升，中游龙头业绩逆市增长,新兴产业汇
1780,2019-11-05,【东吴电新】电动车行业三季报总结：行业集中度提升，中游龙头业绩逆市增长,新兴产业汇
1781,2019-11-05,【东吴电新】海外电池厂19Q3经营梳理：业绩分化，欧洲订单逐步落地 盈利能力下降,新兴产业汇
1782,2019-11-05,【电新*曾朵红】海外电池厂19Q3经营梳理：业绩分化， 欧洲订单逐步落地 盈利能力下降,东吴研究所
1783,2019-11-04,璞泰来：负极向上游拓展，成本优势愈加明显,证券时报网
1784,2019-11-04,【电新】2019年三季报综述:板块业绩有所下滑，盈利质量明显提升*强于大市 盈利能力下降,中银国际证券研究
1785,2019-11-03,电气设备：特斯拉刺激上海需求 荐6股,长城证券
1786,2019-11-03,电气设备：大众ID.3国内亮相 中国制造MODEL3开放预订,中银国际
1787,2019-11-01,"璞泰来现1笔大宗交易 共成交2,475.50万元",新浪
1788,2019-11-01,【东北新能车笪佳敏/胡洋/周彦朋】璞泰来（603659）三季报点评：业绩略超预期，成本改善效果已现,东北证券研究所
1789,2019-10-31,"璞泰来现3笔大宗交易 共成交4,893.01万元",新浪
1790,2019-10-31,【东北新能车笪佳敏/胡洋/周彦朋】璞泰来（603659.SH）深度报告：一体化布局落地，开启新一轮成长周期,东北证券研究所
1791,2019-10-30,璞泰来(603659.SH)前三季度净利润升6.83%至4.58亿元,格隆汇
1792,2019-10-30,【东吴电新】璞泰来三季报点评：盈利回升明显，业绩好于预期,新兴产业汇
1793,2019-10-30,【国盛电新|季报点评】璞泰来：产业链垂直整合显成效，业绩拐点已现,电新硬核研究
1794,2019-10-30,"汽车行业·电新组行业周报,第41期:宁德时代产业链地位继续巩固",东北证券
1795,2019-10-29,璞泰来：前三季度净利润同比增6.83%,Wind
1796,2019-10-29,【华创电新】璞泰来三季报点评：扣非业绩增长提速超市场预期，负极材料和涂覆膜高速增长,华创电新研究
1797,2019-10-29,【长城电新|璞泰来19Q3点评】盈利渐复苏 航母再起航,明晓新能
1798,2019-10-25,璞泰来(603659.SH)公开发行可转债申请获中国证监会审核通过,格隆汇
1799,2019-10-24,璞泰来(603659.SH)拟回购注销3.2979万股限制性股票,格隆汇
1800,2019-10-24,璞泰来(603659.SH)控股股东质押580万股,格隆汇
1801,2019-10-24,"新能源行业周报:特斯拉上海工厂投产在即,零部件供应商或将受益",爱建证券
1802,2019-10-22,"电力设备与新能源行业周报:9月工控略有复苏,光伏旺季有所延后",东吴证券
1803,2019-10-21,电气设备：特斯拉上海工厂投产在即 荐5股,爱建证券
1804,2019-10-17,"电气设备行业周报:电力物联网加速建设,电动车产量环比略增",国海证券
1805,2019-10-16,电新行业2019年三季度业绩前瞻：光伏业绩确定性强，新能源汽车增速放缓 盈利能力下降,格隆汇
1806,2019-10-16,【电新*曾朵红】9月电动车销8.0万，同比-34.2%，环比-6.5%,东吴研究所
1807,2019-10-15,【东吴电新】电气设备与新能源行业点评：9月电动车销8.0万，同比-34.2%，环比-6.5%,新兴产业汇
1808,2019-10-14,新能源汽车行业周报:新一轮新能源汽车补贴公示,平安证券
1809,2019-10-14,"电力设备与新能源行业周报:电动车销售依然平淡,泛在加快推进",东吴证券
1810,2019-10-14,"电力设备行业动态分析:装机量环比改善,泛在建设全面提速",安信证券
1811,2019-10-14,"电气设备与新能源行业点评:9月装机3.95gwh,同比-31%,环比+9%(增持)",东吴证券
1812,2019-10-11,璞泰来现1笔大宗交易 共成交998.40万元,新浪
1813,2019-10-10,电气设备：8月动力装机CATL份额持续提升 荐5股,东北证券
1814,2019-10-10,特期拉即将国产 四大材料供应商都有谁？,北极星电力
1815,2019-10-10,2019年诺贝尔化学奖花落锂电池领域 锂电池板块望受关注,证券时报网
1816,2019-09-27,璞泰来(603659.SH)向51名激励对象授予55.63万股限制性股票,格隆汇
1817,2019-09-26,汽车：海外光伏持续景气 荐25股,中银国际
1818,2019-09-23,璞泰来：已累计向深圳新嘉拓、宁德卓高合计提供逾6亿元担保 大额借贷担保,Wind
1819,2019-09-23,工业综合：新能源汽车行业周报 海口1.2亿元充电桩基础设施项目开工建设,平安证券
1820,2019-09-19,上海证券市场大宗交易公开信息(2019-09-19),上交所
1821,2019-09-18,璞泰来：向振兴炭材提供关联担保9600万元 大额借贷担保,Wind
1822,2019-09-18,璞泰来(603659.SH)拟8400万元与潍焦集团、振兴投资共同增资振兴炭材,格隆汇
1823,2019-09-18,"电力设备与新能源行业周观点:风光景气度回升,关注抢装行情(增持)",万联证券
1824,2019-09-17,电气设备：四季度将迎产销旺季 荐9股,申万宏源
1825,2019-09-17,"电力设备与新能源行业点评:8月电动车销8.5万辆,环比+6.4%,同比-15.8%,纯电乘用车明显回暖",东吴证券
1826,2019-09-15,【东吴电新曾朵红团队】周策略：光伏中上游开始涨价，锂电龙头景气度提升,新兴产业汇
1827,2019-09-11,动力电池与电气系统（三十一）法兰克福车展开幕，海外车企电动化正在加速,电新产业研究
1828,2019-09-09,"电力设备新能源行业2019年半年报综述:新能源业绩表现突出,下半年把握量增主线",平安证券
1829,2019-09-05,【华泰电新黄斌团队】行业分化，或跃在渊——电力设备新能源行业 19 年半年报总结,华泰电新价值研究
1830,2019-09-05,"璞泰来:负极隔膜销量大增,下半年盈利有望改善",东吴证券
1831,2019-09-05,"电力设备与新能源行业9月第1周周报:行业中报披露完毕,需求旺季即将来临",证券之星
1832,2019-09-04,【东吴电新】电动车中报总结：中游业绩好于上游，各环节龙头优势凸显,新兴产业汇
1833,2019-09-04,中信证券：新能源汽车短期业绩承压，期待高质发展 盈利能力下降,证券时报网
1834,2019-09-04,新能源汽车｜短期业绩承压，期待高质发展：2019年中报回顾 盈利能力下降,中信证券研究
1835,2019-09-02,新能源汽车2019中报总结：分化仍是主旋律，盈利趋向中游龙头【中泰电新】,中泰电新研究
